tile_iter,linear_tile,tile_m,tile_n,kt,event,warp,start_cycle,end_cycle,duration_cycle
8,1184,16,20,56,p0_wait_pipe0,0,110966,113004,2038
8,1184,16,20,56,p0_wait_pipe1,0,113004,113050,46
8,1184,16,20,56,p0_issue_a,0,113059,113303,244
8,1184,16,20,56,p0_issue_b0,0,113303,113385,82
8,1184,16,20,56,p1_wait_pipe1,1,110068,112576,2508
8,1184,16,20,56,p1_issue_b1,1,112576,112677,101
8,1184,16,20,56,c2_wait_a,2,115308,115551,243
8,1184,16,20,56,c2_wait_b0,2,114308,115308,1000
8,1184,16,20,56,c2_mma,2,115551,116534,983
8,1184,16,20,56,c2_commit,2,116534,116593,59
8,1184,16,20,56,c3_wait_a,3,113808,115134,1326
8,1184,16,20,56,c3_wait_b1,3,113724,113808,84
8,1184,16,20,56,c3_mma,3,115134,115953,819
8,1184,16,20,56,c3_commit,3,115953,116080,127
8,1184,16,20,57,p0_wait_pipe0,0,113472,114450,978
8,1184,16,20,57,p0_wait_pipe1,0,114450,114496,46
8,1184,16,20,57,p0_issue_a,0,114505,114710,205
8,1184,16,20,57,p0_issue_b0,0,114710,114776,66
8,1184,16,20,57,p1_wait_pipe1,1,112703,114020,1317
8,1184,16,20,57,p1_issue_b1,1,114020,114106,86
8,1184,16,20,57,c2_wait_a,2,116853,117092,239
8,1184,16,20,57,c2_wait_b0,2,116775,116853,78
8,1184,16,20,57,c2_mma,2,117092,118071,979
8,1184,16,20,57,c2_commit,2,118071,118130,59
8,1184,16,20,57,c3_wait_a,3,116342,116588,246
8,1184,16,20,57,c3_wait_b1,3,116264,116342,78
8,1184,16,20,57,c3_mma,3,116588,117425,837
8,1184,16,20,57,c3_commit,3,117425,117552,127
8,1184,16,20,58,p0_wait_pipe0,0,114939,116971,2032
8,1184,16,20,58,p0_wait_pipe1,0,116971,117018,47
8,1184,16,20,58,p0_issue_a,0,117027,117271,244
8,1184,16,20,58,p0_issue_b0,0,117271,117353,82
8,1184,16,20,58,p1_wait_pipe1,1,114126,116615,2489
8,1184,16,20,58,p1_issue_b1,1,116615,116696,81
8,1184,16,20,58,c2_wait_a,2,119606,119842,236
8,1184,16,20,58,c2_wait_b0,2,118312,119606,1294
