tile_iter,linear_tile,tile_m,tile_n,kt,event,warp,start_cycle,end_cycle,duration_cycle
8,1184,16,20,58,c2_mma,2,119842,120874,1032
8,1184,16,20,58,c2_commit,2,120874,120936,62
8,1184,16,20,58,c3_wait_a,3,117986,119478,1492
8,1184,16,20,58,c3_wait_b1,3,117731,117986,255
8,1184,16,20,58,c3_mma,3,119478,120361,883
8,1184,16,20,58,c3_commit,3,120361,120488,127
8,1184,16,20,59,p0_wait_pipe0,0,117440,118413,973
8,1184,16,20,59,p0_wait_pipe1,0,118413,118459,46
8,1184,16,20,59,p0_issue_a,0,118468,118673,205
8,1184,16,20,59,p0_issue_b0,0,118673,118739,66
8,1184,16,20,59,p1_wait_pipe1,1,116742,118006,1264
8,1184,16,20,59,p1_issue_b1,1,118006,118087,81
8,1184,16,20,59,c2_wait_a,2,121193,121436,243
8,1184,16,20,59,c2_wait_b0,2,121115,121193,78
8,1184,16,20,59,c2_mma,2,121436,122414,978
8,1184,16,20,59,c2_commit,2,122414,122473,59
8,1184,16,20,59,c3_wait_a,3,120758,120996,238
8,1184,16,20,59,c3_wait_b1,3,120680,120758,78
8,1184,16,20,59,c3_mma,3,120996,121833,837
8,1184,16,20,59,c3_commit,3,121833,121960,127
8,1184,16,20,60,p0_wait_pipe0,0,118901,121234,2333
8,1184,16,20,60,p0_wait_pipe1,0,121234,121280,46
8,1184,16,20,60,p0_issue_a,0,121289,121533,244
8,1184,16,20,60,p0_issue_b0,0,121533,121615,82
8,1184,16,20,60,p1_wait_pipe1,1,118226,121054,2828
8,1184,16,20,60,p1_issue_b1,1,121054,121155,101
8,1184,16,20,60,c2_wait_a,2,123505,123736,231
8,1184,16,20,60,c2_wait_b0,2,122661,123505,844
8,1184,16,20,60,c2_mma,2,123736,124941,1205
8,1184,16,20,60,c2_commit,2,124941,125005,64
8,1184,16,20,60,c3_wait_a,3,122221,123551,1330
8,1184,16,20,60,c3_wait_b1,3,122143,122221,78
8,1184,16,20,60,c3_mma,3,123551,124621,1070
8,1184,16,20,60,c3_commit,3,124621,124748,127
8,1184,16,20,61,p0_wait_pipe0,0,121703,122841,1138
8,1184,16,20,61,p0_wait_pipe1,0,122841,122887,46
8,1184,16,20,61,p0_issue_a,0,122896,123101,205
8,1184,16,20,61,p0_issue_b0,0,123101,123167,66
8,1184,16,20,61,p1_wait_pipe1,1,121181,122495,1314
8,1184,16,20,61,p1_issue_b1,1,122495,122581,86
8,1184,16,20,61,c2_wait_a,2,125268,125499,231
8,1184,16,20,61,c2_wait_b0,2,125189,125268,79
8,1184,16,20,61,c2_mma,2,125499,126640,1141
8,1184,16,20,61,c2_commit,2,126640,126702,62
8,1184,16,20,61,c3_wait_a,3,125010,125249,239
8,1184,16,20,61,c3_wait_b1,3,124931,125010,79
8,1184,16,20,61,c3_mma,3,125249,126255,1006
8,1184,16,20,61,c3_commit,3,126255,126382,127
8,1184,16,20,62,p0_wait_pipe0,0,123330,125352,2022
8,1184,16,20,62,p0_wait_pipe1,0,125352,125398,46
8,1184,16,20,62,p0_issue_a,0,125407,125651,244
8,1184,16,20,62,p0_issue_b0,0,125651,125733,82
8,1184,16,20,62,p1_wait_pipe1,1,122601,125231,2630
8,1184,16,20,62,p1_issue_b1,1,125231,125312,81
8,1184,16,20,62,c2_wait_a,2,127581,127821,240
8,1184,16,20,62,c2_wait_b0,2,126881,127581,700
8,1184,16,20,62,c2_mma,2,127821,129040,1219
8,1184,16,20,62,c2_commit,2,129040,129104,64
8,1184,16,20,62,c3_wait_a,3,126640,127650,1010
8,1184,16,20,62,c3_wait_b1,3,126562,126640,78
8,1184,16,20,62,c3_mma,3,127650,128720,1070
8,1184,16,20,62,c3_commit,3,128720,128847,127
8,1184,16,20,63,p0_wait_pipe0,0,125820,127085,1265
8,1184,16,20,63,p0_wait_pipe1,0,127085,127131,46
8,1184,16,20,63,p0_issue_a,0,127140,127345,205
8,1184,16,20,63,p0_issue_b0,0,127345,127411,66
8,1184,16,20,63,p1_wait_pipe1,1,125359,126798,1439
8,1184,16,20,63,p1_issue_b1,1,126798,126879,81
8,1184,16,20,63,c2_wait_a,2,129835,130068,233
8,1184,16,20,63,c2_wait_b0,2,129292,129835,543
8,1184,16,20,63,c2_mma,2,130068,130873,805
8,1184,16,20,63,c2_commit,2,130873,130932,59
8,1184,16,20,63,c3_wait_a,3,129103,129348,245
8,1184,16,20,63,c3_wait_b1,3,129025,129103,78
8,1184,16,20,63,c3_mma,3,129348,130153,805
8,1184,16,20,63,c3_commit,3,130153,130212,59
8,1184,16,20,64,p0_wait_pipe0,0,127575,129445,1870
8,1184,16,20,64,p0_wait_pipe1,0,129445,129491,46
8,1184,16,20,64,p1_wait_pipe1,1,127021,129390,2369
8,1184,16,20,65,p0_wait_pipe0,0,129899,131172,1273
8,1184,16,20,65,p0_wait_pipe1,0,131172,131218,46
8,1184,16,20,65,p1_wait_pipe1,1,129517,130536,1019
8,1184,16,20,-1,epilogue_total,0,337922,350952,13030
