tile_iter,linear_tile,tile_m,tile_n,kt,event,warp,start_cycle,end_cycle,duration_cycle
8,1184,16,20,56,p0_wait_pipe0,0,112152,114930,2778
8,1184,16,20,56,p0_wait_pipe1,0,114930,114976,46
8,1184,16,20,56,p0_issue_a,0,114985,115229,244
8,1184,16,20,56,p0_issue_b0,0,115229,115311,82
8,1184,16,20,56,p1_wait_pipe1,1,111838,114951,3113
8,1184,16,20,56,p1_issue_b1,1,114951,115052,101
8,1184,16,20,56,c2_wait_a,2,116646,117189,543
8,1184,16,20,56,c2_wait_b0,2,116397,116646,249
8,1184,16,20,56,c2_mma,2,117189,118383,1194
8,1184,16,20,56,c2_commit,2,118383,118510,127
8,1184,16,20,56,c3_wait_a,3,116646,117193,547
8,1184,16,20,56,c3_wait_b1,3,116567,116646,79
8,1184,16,20,56,c3_mma,3,117193,118447,1254
8,1184,16,20,56,c3_commit,3,118447,118574,127
8,1184,16,20,57,p0_wait_pipe0,0,115398,116668,1270
8,1184,16,20,57,p0_wait_pipe1,0,116668,116714,46
8,1184,16,20,57,p0_issue_a,0,116723,116928,205
8,1184,16,20,57,p0_issue_b0,0,116928,116994,66
8,1184,16,20,57,p1_wait_pipe1,1,115078,116690,1612
8,1184,16,20,57,p1_issue_b1,1,116690,116776,86
8,1184,16,20,57,c2_wait_a,2,118768,119004,236
8,1184,16,20,57,c2_wait_b0,2,118689,118768,79
8,1184,16,20,57,c2_mma,2,119004,120198,1194
8,1184,16,20,57,c2_commit,2,120198,120325,127
8,1184,16,20,57,c3_wait_a,3,118832,119065,233
8,1184,16,20,57,c3_wait_b1,3,118753,118832,79
8,1184,16,20,57,c3_mma,3,119065,120262,1197
8,1184,16,20,57,c3_commit,3,120262,120389,127
8,1184,16,20,58,p0_wait_pipe0,0,117157,119025,1868
8,1184,16,20,58,p0_wait_pipe1,0,119025,119073,48
8,1184,16,20,58,p0_issue_a,0,119082,119326,244
8,1184,16,20,58,p0_issue_b0,0,119326,119408,82
8,1184,16,20,58,p1_wait_pipe1,1,116796,118970,2174
8,1184,16,20,58,p1_issue_b1,1,118970,119051,81
8,1184,16,20,58,c2_wait_a,2,120581,121427,846
8,1184,16,20,58,c2_wait_b0,2,120503,120581,78
8,1184,16,20,58,c2_mma,2,121427,122672,1245
8,1184,16,20,58,c2_commit,2,122672,122799,127
8,1184,16,20,58,c3_wait_a,3,120648,121346,698
8,1184,16,20,58,c3_wait_b1,3,120570,120648,78
8,1184,16,20,58,c3_mma,3,121346,122481,1135
8,1184,16,20,58,c3_commit,3,122481,122607,126
8,1184,16,20,59,p0_wait_pipe0,0,119495,120777,1282
8,1184,16,20,59,p0_wait_pipe1,0,120777,120823,46
8,1184,16,20,59,p0_issue_a,0,120832,121037,205
8,1184,16,20,59,p0_issue_b0,0,121037,121103,66
8,1184,16,20,59,p1_wait_pipe1,1,119097,120824,1727
8,1184,16,20,59,p1_issue_b1,1,120824,120905,81
8,1184,16,20,59,c2_wait_a,2,123063,123295,232
8,1184,16,20,59,c2_wait_b0,2,122985,123063,78
8,1184,16,20,59,c2_mma,2,123295,124492,1197
8,1184,16,20,59,c2_commit,2,124492,124554,62
8,1184,16,20,59,c3_wait_a,3,122865,123101,236
8,1184,16,20,59,c3_wait_b1,3,122786,122865,79
8,1184,16,20,59,c3_mma,3,123101,124107,1006
8,1184,16,20,59,c3_commit,3,124107,124234,127
8,1184,16,20,60,p0_wait_pipe0,0,121265,123148,1883
8,1184,16,20,60,p0_wait_pipe1,0,123148,123194,46
8,1184,16,20,60,p0_issue_a,0,123203,123447,244
8,1184,16,20,60,p0_issue_b0,0,123447,123529,82
8,1184,16,20,60,p1_wait_pipe1,1,121048,123117,2069
8,1184,16,20,60,p1_issue_b1,1,123117,123218,101
8,1184,16,20,60,c2_wait_a,2,124813,125365,552
8,1184,16,20,60,c2_wait_b0,2,124734,124813,79
8,1184,16,20,60,c2_mma,2,125365,126613,1248
8,1184,16,20,60,c2_commit,2,126613,126740,127
8,1184,16,20,60,c3_wait_a,3,124490,125355,865
8,1184,16,20,60,c3_wait_b1,3,124412,124490,78
8,1184,16,20,60,c3_mma,3,125355,126549,1194
8,1184,16,20,60,c3_commit,3,126549,126676,127
8,1184,16,20,61,p0_wait_pipe0,0,123617,124897,1280
8,1184,16,20,61,p0_wait_pipe1,0,124897,124943,46
8,1184,16,20,61,p0_issue_a,0,124952,125157,205
8,1184,16,20,61,p0_issue_b0,0,125157,125223,66
8,1184,16,20,61,p1_wait_pipe1,1,123244,124702,1458
8,1184,16,20,61,p1_issue_b1,1,124702,124788,86
8,1184,16,20,61,c2_wait_a,2,126998,127234,236
8,1184,16,20,61,c2_wait_b0,2,126919,126998,79
8,1184,16,20,61,c2_mma,2,127234,128428,1194
8,1184,16,20,61,c2_commit,2,128428,128555,127
8,1184,16,20,61,c3_wait_a,3,126934,127170,236
8,1184,16,20,61,c3_wait_b1,3,126856,126934,78
8,1184,16,20,61,c3_mma,3,127170,128364,1194
8,1184,16,20,61,c3_commit,3,128364,128491,127
8,1184,16,20,62,p0_wait_pipe0,0,125386,127100,1714
8,1184,16,20,62,p0_wait_pipe1,0,127100,127146,46
8,1184,16,20,62,p0_issue_a,0,127155,127399,244
8,1184,16,20,62,p0_issue_b0,0,127399,127481,82
8,1184,16,20,62,p1_wait_pipe1,1,124808,127131,2323
8,1184,16,20,62,p1_issue_b1,1,127131,127212,81
8,1184,16,20,62,c2_wait_a,2,128816,129365,549
8,1184,16,20,62,c2_wait_b0,2,128738,128816,78
8,1184,16,20,62,c2_mma,2,129365,130562,1197
8,1184,16,20,62,c2_commit,2,130562,130689,127
8,1184,16,20,62,c3_wait_a,3,128749,129304,555
8,1184,16,20,62,c3_wait_b1,3,128671,128749,78
8,1184,16,20,62,c3_mma,3,129304,130498,1194
8,1184,16,20,62,c3_commit,3,130498,130625,127
8,1184,16,20,63,p0_wait_pipe0,0,127568,128996,1428
8,1184,16,20,63,p0_wait_pipe1,0,128996,129042,46
8,1184,16,20,63,p0_issue_a,0,129051,129256,205
8,1184,16,20,63,p0_issue_b0,0,129256,129322,66
8,1184,16,20,63,p1_wait_pipe1,1,127258,128977,1719
8,1184,16,20,63,p1_issue_b1,1,128977,129058,81
8,1184,16,20,63,c2_wait_a,2,130948,131194,246
8,1184,16,20,63,c2_wait_b0,2,130870,130948,78
8,1184,16,20,63,c2_mma,2,131194,132450,1256
8,1184,16,20,63,c2_commit,2,132450,132577,127
8,1184,16,20,63,c3_wait_a,3,130888,131124,236
8,1184,16,20,63,c3_wait_b1,3,130810,130888,78
8,1184,16,20,63,c3_mma,3,131124,132258,1134
8,1184,16,20,63,c3_commit,3,132258,132385,127
8,1184,16,20,64,p0_wait_pipe0,0,129484,131055,1571
8,1184,16,20,64,p0_wait_pipe1,0,131055,131102,47
8,1184,16,20,64,p1_wait_pipe1,1,129206,131121,1915
8,1184,16,20,65,p0_wait_pipe0,0,131510,132946,1436
8,1184,16,20,65,p0_wait_pipe1,0,132946,132993,47
8,1184,16,20,65,p1_wait_pipe1,1,131248,132858,1610
8,1184,16,20,-1,epilogue_total,0,336965,349883,12918
