tile_iter,linear_tile,tile_m,tile_n,kt,event,warp,start_cycle,end_cycle,duration_cycle
8,1184,16,20,63,c2_commit,2,68664,68727,63
8,1184,16,20,63,c3_wait_a,3,67584,67699,115
8,1184,16,20,63,c3_wait_b1,3,67501,67584,83
8,1184,16,20,63,c3_mma,3,67699,68222,523
8,1184,16,20,63,c3_commit,3,68222,68281,59
8,1184,16,20,64,p0_wait_pipe0,0,66319,67015,696
8,1184,16,20,64,p0_wait_pipe1,0,67015,67076,61
8,1184,16,20,64,p1_wait_pipe1,1,65887,66797,910
8,1184,16,20,65,p0_wait_pipe0,0,67353,68037,684
8,1184,16,20,65,p0_wait_pipe1,0,68037,68098,61
8,1184,16,20,65,p1_wait_pipe1,1,66961,67673,712
8,1184,16,20,66,p0_wait_pipe0,0,68442,69149,707
8,1184,16,20,66,p0_wait_pipe1,0,69149,69213,64
8,1184,16,20,66,p1_wait_pipe1,1,67800,68812,1012
8,1184,16,20,-1,epilogue_total,0,265221,277821,12600
