tile_iter,linear_tile,tile_m,tile_n,kt,event,warp,start_cycle,end_cycle,duration_cycle
8,1184,16,20,56,p0_wait_pipe0,0,57359,57913,554
8,1184,16,20,56,p0_wait_pipe1,0,57913,57978,65
8,1184,16,20,56,p0_issue_a,0,57987,58096,109
8,1184,16,20,56,p0_issue_b0,0,58096,58188,92
8,1184,16,20,56,p1_wait_pipe1,1,56984,57735,751
8,1184,16,20,56,p1_issue_b1,1,57735,57860,125
8,1184,16,20,56,c2_wait_a,2,59968,60084,116
8,1184,16,20,56,c2_wait_b0,2,59888,59968,80
8,1184,16,20,56,c2_mma,2,60084,60731,647
8,1184,16,20,56,c2_commit,2,60731,60793,62
8,1184,16,20,56,c3_wait_a,3,59572,59852,280
8,1184,16,20,56,c3_wait_b1,3,59492,59572,80
8,1184,16,20,56,c3_mma,3,59852,60375,523
8,1184,16,20,56,c3_commit,3,60375,60473,98
8,1184,16,20,57,p0_wait_pipe0,0,58256,59110,854
8,1184,16,20,57,p0_wait_pipe1,0,59110,59171,61
8,1184,16,20,57,p0_issue_a,0,59180,59255,75
8,1184,16,20,57,p0_issue_b0,0,59255,59319,64
8,1184,16,20,57,p1_wait_pipe1,1,57899,58911,1012
8,1184,16,20,57,p1_issue_b1,1,58911,59004,93
8,1184,16,20,57,c2_wait_a,2,61055,61170,115
8,1184,16,20,57,c2_wait_b0,2,60975,61055,80
8,1184,16,20,57,c2_mma,2,61170,61754,584
8,1184,16,20,57,c2_commit,2,61754,61817,63
8,1184,16,20,57,c3_wait_a,3,60732,60853,121
8,1184,16,20,57,c3_wait_b1,3,60652,60732,80
8,1184,16,20,57,c3_mma,3,60853,61376,523
8,1184,16,20,57,c3_commit,3,61376,61435,59
8,1184,16,20,58,p0_wait_pipe0,0,59516,60062,546
8,1184,16,20,58,p0_wait_pipe1,0,60062,60123,61
8,1184,16,20,58,p0_issue_a,0,60132,60244,112
8,1184,16,20,58,p0_issue_b0,0,60244,60336,92
8,1184,16,20,58,p1_wait_pipe1,1,59037,59751,714
8,1184,16,20,58,p1_issue_b1,1,59751,59844,93
8,1184,16,20,58,c2_wait_a,2,62077,62193,116
8,1184,16,20,58,c2_wait_b0,2,61996,62077,81
8,1184,16,20,58,c2_mma,2,62193,62778,585
8,1184,16,20,58,c2_commit,2,62778,62841,63
8,1184,16,20,58,c3_wait_a,3,61698,61814,116
8,1184,16,20,58,c3_wait_b1,3,61618,61698,80
8,1184,16,20,58,c3_mma,3,61814,62337,523
8,1184,16,20,58,c3_commit,3,62337,62396,59
8,1184,16,20,59,p0_wait_pipe0,0,60404,61096,692
8,1184,16,20,59,p0_wait_pipe1,0,61096,61161,65
8,1184,16,20,59,p0_issue_a,0,61170,61245,75
8,1184,16,20,59,p0_issue_b0,0,61245,61309,64
8,1184,16,20,59,p1_wait_pipe1,1,59873,61021,1148
8,1184,16,20,59,p1_issue_b1,1,61021,61114,93
8,1184,16,20,59,c2_wait_a,2,63103,63223,120
8,1184,16,20,59,c2_wait_b0,2,63023,63103,80
8,1184,16,20,59,c2_mma,2,63223,63812,589
8,1184,16,20,59,c2_commit,2,63812,63875,63
8,1184,16,20,59,c3_wait_a,3,62655,62934,279
8,1184,16,20,59,c3_wait_b1,3,62575,62655,80
8,1184,16,20,59,c3_mma,3,62934,63457,523
