tile_iter,linear_tile,tile_m,tile_n,kt,event,warp,start_cycle,end_cycle,duration_cycle
8,1184,16,20,59,c3_commit,3,63457,63516,59
8,1184,16,20,60,p0_wait_pipe0,0,61501,62214,713
8,1184,16,20,60,p0_wait_pipe1,0,62214,62275,61
8,1184,16,20,60,p0_issue_a,0,62284,62393,109
8,1184,16,20,60,p0_issue_b0,0,62393,62485,92
8,1184,16,20,60,p1_wait_pipe1,1,61273,61872,599
8,1184,16,20,60,p1_issue_b1,1,61872,61996,124
8,1184,16,20,60,c2_wait_a,2,64141,64256,115
8,1184,16,20,60,c2_wait_b0,2,64061,64141,80
8,1184,16,20,60,c2_mma,2,64256,64934,678
8,1184,16,20,60,c2_commit,2,64934,64996,62
8,1184,16,20,60,c3_wait_a,3,63777,64055,278
8,1184,16,20,60,c3_wait_b1,3,63697,63777,80
8,1184,16,20,60,c3_mma,3,64055,64578,523
8,1184,16,20,60,c3_commit,3,64578,64676,98
8,1184,16,20,61,p0_wait_pipe0,0,62552,63226,674
8,1184,16,20,61,p0_wait_pipe1,0,63226,63287,61
8,1184,16,20,61,p0_issue_a,0,63296,63371,75
8,1184,16,20,61,p0_issue_b0,0,63371,63435,64
8,1184,16,20,61,p1_wait_pipe1,1,62035,62919,884
8,1184,16,20,61,p1_issue_b1,1,62919,63012,93
8,1184,16,20,61,c2_wait_a,2,65255,65370,115
8,1184,16,20,61,c2_wait_b0,2,65175,65255,80
8,1184,16,20,61,c2_mma,2,65370,65957,587
8,1184,16,20,61,c2_commit,2,65957,66020,63
8,1184,16,20,61,c3_wait_a,3,64935,65056,121
8,1184,16,20,61,c3_wait_b1,3,64855,64935,80
8,1184,16,20,61,c3_mma,3,65056,65579,523
8,1184,16,20,61,c3_commit,3,65579,65638,59
8,1184,16,20,62,p0_wait_pipe0,0,63627,64172,545
8,1184,16,20,62,p0_wait_pipe1,0,64172,64233,61
8,1184,16,20,62,p0_issue_a,0,64242,64351,109
8,1184,16,20,62,p0_issue_b0,0,64351,64443,92
8,1184,16,20,62,p1_wait_pipe1,1,63047,63918,871
8,1184,16,20,62,p1_issue_b1,1,63918,64011,93
8,1184,16,20,62,c2_wait_a,2,66283,66398,115
8,1184,16,20,62,c2_wait_b0,2,66203,66283,80
8,1184,16,20,62,c2_mma,2,66398,66981,583
8,1184,16,20,62,c2_commit,2,66981,67044,63
8,1184,16,20,62,c3_wait_a,3,65900,66016,116
8,1184,16,20,62,c3_wait_b1,3,65820,65900,80
8,1184,16,20,62,c3_mma,3,66016,66539,523
8,1184,16,20,62,c3_commit,3,66539,66598,59
8,1184,16,20,63,p0_wait_pipe0,0,64510,65337,827
8,1184,16,20,63,p0_wait_pipe1,0,65337,65403,66
8,1184,16,20,63,p0_issue_a,0,65412,65487,75
8,1184,16,20,63,p0_issue_b0,0,65487,65551,64
8,1184,16,20,63,p1_wait_pipe1,1,64039,65191,1152
8,1184,16,20,63,p1_issue_b1,1,65191,65284,93
8,1184,16,20,63,c2_wait_a,2,67305,67426,121
8,1184,16,20,63,c2_wait_b0,2,67225,67305,80
8,1184,16,20,63,c2_mma,2,67426,68015,589
8,1184,16,20,63,c2_commit,2,68015,68078,63
8,1184,16,20,63,c3_wait_a,3,66860,67137,277
8,1184,16,20,63,c3_wait_b1,3,66780,66860,80
8,1184,16,20,63,c3_mma,3,67137,67660,523
8,1184,16,20,63,c3_commit,3,67660,67719,59
8,1184,16,20,64,p0_wait_pipe0,0,65744,66295,551
8,1184,16,20,64,p0_wait_pipe1,0,66295,66363,68
8,1184,16,20,64,p1_wait_pipe1,1,65441,66032,591
8,1184,16,20,65,p0_wait_pipe0,0,66640,67317,677
8,1184,16,20,65,p0_wait_pipe1,0,67317,67378,61
8,1184,16,20,65,p1_wait_pipe1,1,66193,67066,873
8,1184,16,20,66,p0_wait_pipe0,0,67718,68414,696
8,1184,16,20,66,p0_wait_pipe1,0,68414,68475,61
8,1184,16,20,66,p1_wait_pipe1,1,67193,68204,1011
8,1184,16,20,-1,epilogue_total,0,263793,276376,12583
