tile_iter,linear_tile,tile_m,tile_n,kt,event,warp,start_cycle,end_cycle,duration_cycle
8,1184,16,20,56,p0_wait_pipe0,0,58801,59050,249
8,1184,16,20,56,p0_wait_pipe1,0,59050,59422,372
8,1184,16,20,56,p0_issue_a,0,59431,59540,109
8,1184,16,20,56,p0_issue_b0,0,59540,59632,92
8,1184,16,20,56,p1_wait_pipe1,1,58754,59499,745
8,1184,16,20,56,p1_issue_b1,1,59499,59622,123
8,1184,16,20,56,c2_wait_a,2,60846,61280,434
8,1184,16,20,56,c2_wait_b0,2,60766,60846,80
8,1184,16,20,56,c2_mma,2,61280,61838,558
8,1184,16,20,56,c2_commit,2,61838,61965,127
8,1184,16,20,56,c3_wait_a,3,61291,61406,115
8,1184,16,20,56,c3_wait_b1,3,61211,61291,80
8,1184,16,20,56,c3_mma,3,61406,62158,752
8,1184,16,20,56,c3_commit,3,62158,62222,64
8,1184,16,20,57,p0_wait_pipe0,0,59704,60077,373
8,1184,16,20,57,p0_wait_pipe1,0,60077,60448,371
8,1184,16,20,57,p0_issue_a,0,60457,60532,75
8,1184,16,20,57,p0_issue_b0,0,60532,60596,64
8,1184,16,20,57,p1_wait_pipe1,1,59661,60527,866
8,1184,16,20,57,p1_issue_b1,1,60527,60620,93
8,1184,16,20,57,c2_wait_a,2,62232,62347,115
8,1184,16,20,57,c2_wait_b0,2,62152,62232,80
8,1184,16,20,57,c2_mma,2,62347,62870,523
8,1184,16,20,57,c2_commit,2,62870,62929,59
8,1184,16,20,57,c3_wait_a,3,62482,62597,115
8,1184,16,20,57,c3_wait_b1,3,62402,62482,80
8,1184,16,20,57,c3_mma,3,62597,63225,628
8,1184,16,20,57,c3_commit,3,63225,63288,63
8,1184,16,20,58,p0_wait_pipe0,0,60788,61034,246
8,1184,16,20,58,p0_wait_pipe1,0,61034,61408,374
8,1184,16,20,58,p0_issue_a,0,61417,61526,109
8,1184,16,20,58,p0_issue_b0,0,61526,61618,92
8,1184,16,20,58,p1_wait_pipe1,1,60655,61375,720
8,1184,16,20,58,p1_issue_b1,1,61375,61468,93
8,1184,16,20,58,c2_wait_a,2,63188,63305,117
