tile_iter,linear_tile,tile_m,tile_n,kt,event,warp,start_cycle,end_cycle,duration_cycle
8,1184,16,20,58,c2_wait_b0,2,63108,63188,80
8,1184,16,20,58,c2_mma,2,63305,63828,523
8,1184,16,20,58,c2_commit,2,63828,63887,59
8,1184,16,20,58,c3_wait_a,3,63552,63668,116
8,1184,16,20,58,c3_wait_b1,3,63467,63552,85
8,1184,16,20,58,c3_mma,3,63668,64249,581
8,1184,16,20,58,c3_commit,3,64249,64312,63
8,1184,16,20,59,p0_wait_pipe0,0,61685,62512,827
8,1184,16,20,59,p0_wait_pipe1,0,62512,62573,61
8,1184,16,20,59,p0_issue_a,0,62582,62657,75
8,1184,16,20,59,p0_issue_b0,0,62657,62721,64
8,1184,16,20,59,p1_wait_pipe1,1,61498,62654,1156
8,1184,16,20,59,p1_issue_b1,1,62654,62747,93
8,1184,16,20,59,c2_wait_a,2,64148,64429,281
8,1184,16,20,59,c2_wait_b0,2,64068,64148,80
8,1184,16,20,59,c2_mma,2,64429,64952,523
8,1184,16,20,59,c2_commit,2,64952,65011,59
8,1184,16,20,59,c3_wait_a,3,64571,64688,117
8,1184,16,20,59,c3_wait_b1,3,64491,64571,80
8,1184,16,20,59,c3_mma,3,64688,65307,619
8,1184,16,20,59,c3_commit,3,65307,65370,63
8,1184,16,20,60,p0_wait_pipe0,0,62913,63308,395
8,1184,16,20,60,p0_wait_pipe1,0,63308,63687,379
8,1184,16,20,60,p0_issue_a,0,63696,63805,109
8,1184,16,20,60,p0_issue_b0,0,63805,63897,92
8,1184,16,20,60,p1_wait_pipe1,1,62904,63652,748
8,1184,16,20,60,p1_issue_b1,1,63652,63774,122
8,1184,16,20,60,c2_wait_a,2,65271,66003,732
8,1184,16,20,60,c2_wait_b0,2,65190,65271,81
8,1184,16,20,60,c2_mma,2,66003,66731,728
8,1184,16,20,60,c2_commit,2,66731,66858,127
8,1184,16,20,60,c3_wait_a,3,65634,65917,283
8,1184,16,20,60,c3_wait_b1,3,65552,65634,82
8,1184,16,20,60,c3_mma,3,65917,66539,622
8,1184,16,20,60,c3_commit,3,66539,66666,127
8,1184,16,20,61,p0_wait_pipe0,0,63965,64345,380
8,1184,16,20,61,p0_wait_pipe1,0,64345,64729,384
8,1184,16,20,61,p0_issue_a,0,64738,64813,75
8,1184,16,20,61,p0_issue_b0,0,64813,64877,64
8,1184,16,20,61,p1_wait_pipe1,1,63813,64680,867
8,1184,16,20,61,p1_issue_b1,1,64680,64773,93
8,1184,16,20,61,c2_wait_a,2,67126,67241,115
8,1184,16,20,61,c2_wait_b0,2,67046,67126,80
8,1184,16,20,61,c2_mma,2,67241,67925,684
8,1184,16,20,61,c2_commit,2,67925,67987,62
8,1184,16,20,61,c3_wait_a,3,66926,67046,120
8,1184,16,20,61,c3_wait_b1,3,66846,66926,80
8,1184,16,20,61,c3_mma,3,67046,67569,523
8,1184,16,20,61,c3_commit,3,67569,67667,98
8,1184,16,20,62,p0_wait_pipe0,0,65069,65467,398
8,1184,16,20,62,p0_wait_pipe1,0,65467,65690,223
8,1184,16,20,62,p0_issue_a,0,65699,65809,110
8,1184,16,20,62,p0_issue_b0,0,65809,65901,92
8,1184,16,20,62,p1_wait_pipe1,1,64808,65679,871
8,1184,16,20,62,p1_issue_b1,1,65679,65772,93
8,1184,16,20,62,c2_wait_a,2,68251,68367,116
8,1184,16,20,62,c2_wait_b0,2,68171,68251,80
8,1184,16,20,62,c2_mma,2,68367,68948,581
8,1184,16,20,62,c2_commit,2,68948,69011,63
8,1184,16,20,62,c3_wait_a,3,67928,68047,119
8,1184,16,20,62,c3_wait_b1,3,67848,67928,80
8,1184,16,20,62,c3_mma,3,68047,68570,523
8,1184,16,20,62,c3_commit,3,68570,68629,59
8,1184,16,20,63,p0_wait_pipe0,0,65968,67252,1284
8,1184,16,20,63,p0_wait_pipe1,0,67252,67313,61
8,1184,16,20,63,p0_issue_a,0,67322,67397,75
8,1184,16,20,63,p0_issue_b0,0,67397,67461,64
8,1184,16,20,63,p1_wait_pipe1,1,65801,67113,1312
8,1184,16,20,63,p1_issue_b1,1,67113,67206,93
8,1184,16,20,63,c2_wait_a,2,69273,69388,115
8,1184,16,20,63,c2_wait_b0,2,69192,69273,81
8,1184,16,20,63,c2_mma,2,69388,69972,584
8,1184,16,20,63,c2_commit,2,69972,70035,63
8,1184,16,20,63,c3_wait_a,3,68890,69007,117
8,1184,16,20,63,c3_wait_b1,3,68809,68890,81
8,1184,16,20,63,c3_mma,3,69007,69530,523
8,1184,16,20,63,c3_commit,3,69530,69589,59
8,1184,16,20,64,p0_wait_pipe0,0,67653,68368,715
8,1184,16,20,64,p0_wait_pipe1,0,68368,68429,61
8,1184,16,20,64,p1_wait_pipe1,1,67363,68111,748
8,1184,16,20,65,p0_wait_pipe0,0,68706,69389,683
8,1184,16,20,65,p0_wait_pipe1,0,69389,69450,61
8,1184,16,20,65,p1_wait_pipe1,1,68272,68988,716
8,1184,16,20,66,p0_wait_pipe0,0,69791,70502,711
8,1184,16,20,66,p0_wait_pipe1,0,70502,70570,68
8,1184,16,20,66,p1_wait_pipe1,1,69114,70123,1009
8,1184,16,20,-1,epilogue_total,0,266139,278765,12626
