tile_iter,linear_tile,tile_m,tile_n,kt,event,warp,start_cycle,end_cycle,duration_cycle
8,1184,16,20,56,p0_wait_pipe0,0,111608,113333,1725
8,1184,16,20,56,p0_wait_pipe1,0,113333,113379,46
8,1184,16,20,56,p0_issue_a,0,113388,113632,244
8,1184,16,20,56,p0_issue_b0,0,113632,113714,82
8,1184,16,20,56,p1_wait_pipe1,1,111344,113409,2065
8,1184,16,20,56,p1_issue_b1,1,113409,113510,101
8,1184,16,20,56,c2_wait_a,2,115081,115774,693
8,1184,16,20,56,c2_wait_b0,2,114676,115081,405
8,1184,16,20,56,c2_mma,2,115774,117005,1231
8,1184,16,20,56,c2_commit,2,117005,117132,127
8,1184,16,20,56,c3_wait_a,3,115050,115747,697
8,1184,16,20,56,c3_wait_b1,3,114971,115050,79
8,1184,16,20,56,c3_mma,3,115747,116941,1194
8,1184,16,20,56,c3_commit,3,116941,117068,127
8,1184,16,20,57,p0_wait_pipe0,0,113801,114922,1121
8,1184,16,20,57,p0_wait_pipe1,0,114922,115129,207
8,1184,16,20,57,p0_issue_a,0,115138,115343,205
8,1184,16,20,57,p0_issue_b0,0,115343,115409,66
8,1184,16,20,57,p1_wait_pipe1,1,113536,115148,1612
8,1184,16,20,57,p1_issue_b1,1,115148,115234,86
8,1184,16,20,57,c2_wait_a,2,117390,117625,235
8,1184,16,20,57,c2_wait_b0,2,117312,117390,78
8,1184,16,20,57,c2_mma,2,117625,118881,1256
8,1184,16,20,57,c2_commit,2,118881,119008,127
8,1184,16,20,57,c3_wait_a,3,117324,117556,232
8,1184,16,20,57,c3_wait_b1,3,117246,117324,78
8,1184,16,20,57,c3_mma,3,117556,118689,1133
8,1184,16,20,57,c3_commit,3,118689,118816,127
8,1184,16,20,58,p0_wait_pipe0,0,115572,117597,2025
8,1184,16,20,58,p0_wait_pipe1,0,117597,117643,46
8,1184,16,20,58,p0_issue_a,0,117652,117896,244
8,1184,16,20,58,p0_issue_b0,0,117896,117978,82
8,1184,16,20,58,p1_wait_pipe1,1,115254,117570,2316
8,1184,16,20,58,p1_issue_b1,1,117570,117651,81
8,1184,16,20,58,c2_wait_a,2,119267,119815,548
8,1184,16,20,58,c2_wait_b0,2,119189,119267,78
8,1184,16,20,58,c2_mma,2,119815,121047,1232
8,1184,16,20,58,c2_commit,2,121047,121174,127
8,1184,16,20,58,c3_wait_a,3,119074,119789,715
8,1184,16,20,58,c3_wait_b1,3,118996,119074,78
8,1184,16,20,58,c3_mma,3,119789,120983,1194
8,1184,16,20,58,c3_commit,3,120983,121110,127
8,1184,16,20,59,p0_wait_pipe0,0,118066,119347,1281
8,1184,16,20,59,p0_wait_pipe1,0,119347,119393,46
8,1184,16,20,59,p0_issue_a,0,119402,119607,205
8,1184,16,20,59,p0_issue_b0,0,119607,119673,66
8,1184,16,20,59,p1_wait_pipe1,1,117697,119274,1577
8,1184,16,20,59,p1_issue_b1,1,119274,119355,81
8,1184,16,20,59,c2_wait_a,2,121431,121671,240
8,1184,16,20,59,c2_wait_b0,2,121353,121431,78
8,1184,16,20,59,c2_mma,2,121671,122927,1256
8,1184,16,20,59,c2_commit,2,122927,123054,127
8,1184,16,20,59,c3_wait_a,3,121370,121605,235
8,1184,16,20,59,c3_wait_b1,3,121292,121370,78
8,1184,16,20,59,c3_mma,3,121605,122735,1130
8,1184,16,20,59,c3_commit,3,122735,122862,127
8,1184,16,20,60,p0_wait_pipe0,0,119835,121561,1726
8,1184,16,20,60,p0_wait_pipe1,0,121561,121607,46
8,1184,16,20,60,p0_issue_a,0,121616,121860,244
8,1184,16,20,60,p0_issue_b0,0,121860,121942,82
8,1184,16,20,60,p1_wait_pipe1,1,119495,121545,2050
8,1184,16,20,60,p1_issue_b1,1,121545,121646,101
8,1184,16,20,60,c2_wait_a,2,123321,124014,693
8,1184,16,20,60,c2_wait_b0,2,123243,123321,78
8,1184,16,20,60,c2_mma,2,124014,125228,1214
8,1184,16,20,60,c2_commit,2,125228,125355,127
8,1184,16,20,60,c3_wait_a,3,123123,123970,847
8,1184,16,20,60,c3_wait_b1,3,123044,123123,79
8,1184,16,20,60,c3_mma,3,123970,125164,1194
8,1184,16,20,60,c3_commit,3,125164,125291,127
8,1184,16,20,61,p0_wait_pipe0,0,122029,123458,1429
8,1184,16,20,61,p0_wait_pipe1,0,123458,123504,46
8,1184,16,20,61,p0_issue_a,0,123513,123718,205
8,1184,16,20,61,p0_issue_b0,0,123718,123784,66
8,1184,16,20,61,p1_wait_pipe1,1,121672,123299,1627
8,1184,16,20,61,p1_issue_b1,1,123299,123385,86
8,1184,16,20,61,c2_wait_a,2,125613,125856,243
8,1184,16,20,61,c2_wait_b0,2,125535,125613,78
8,1184,16,20,61,c2_mma,2,125856,127112,1256
8,1184,16,20,61,c2_commit,2,127112,127239,127
8,1184,16,20,61,c3_wait_a,3,125551,125787,236
8,1184,16,20,61,c3_wait_b1,3,125473,125551,78
8,1184,16,20,61,c3_mma,3,125787,126920,1133
8,1184,16,20,61,c3_commit,3,126920,127047,127
8,1184,16,20,62,p0_wait_pipe0,0,123948,125832,1884
8,1184,16,20,62,p0_wait_pipe1,0,125832,125879,47
8,1184,16,20,62,p0_issue_a,0,125888,126132,244
8,1184,16,20,62,p0_issue_b0,0,126132,126214,82
8,1184,16,20,62,p1_wait_pipe1,1,123405,125731,2326
8,1184,16,20,62,p1_issue_b1,1,125731,125812,81
8,1184,16,20,62,c2_wait_a,2,127501,127732,231
8,1184,16,20,62,c2_wait_b0,2,127423,127501,78
8,1184,16,20,62,c2_mma,2,127732,128961,1229
8,1184,16,20,62,c2_commit,2,128961,129088,127
8,1184,16,20,62,c3_wait_a,3,127303,127703,400
8,1184,16,20,62,c3_wait_b1,3,127225,127303,78
8,1184,16,20,62,c3_mma,3,127703,128897,1194
8,1184,16,20,62,c3_commit,3,128897,129024,127
8,1184,16,20,63,p0_wait_pipe0,0,126301,127584,1283
8,1184,16,20,63,p0_wait_pipe1,0,127584,127630,46
8,1184,16,20,63,p0_issue_a,0,127639,127844,205
8,1184,16,20,63,p0_issue_b0,0,127844,127910,66
8,1184,16,20,63,p1_wait_pipe1,1,125858,127576,1718
8,1184,16,20,63,p1_issue_b1,1,127576,127657,81
8,1184,16,20,63,c2_wait_a,2,129347,129761,414
8,1184,16,20,63,c2_wait_b0,2,129269,129347,78
