tile_iter,linear_tile,tile_m,tile_n,kt,event,warp,start_cycle,end_cycle,duration_cycle
8,1184,16,20,63,c2_mma,2,129761,131008,1247
8,1184,16,20,63,c2_commit,2,131008,131135,127
8,1184,16,20,63,c3_wait_a,3,129289,129682,393
8,1184,16,20,63,c3_wait_b1,3,129209,129289,80
8,1184,16,20,63,c3_mma,3,129682,130816,1134
8,1184,16,20,63,c3_commit,3,130816,130943,127
8,1184,16,20,64,p0_wait_pipe0,0,128073,129508,1435
8,1184,16,20,64,p0_wait_pipe1,0,129508,129554,46
8,1184,16,20,64,p1_wait_pipe1,1,127796,129558,1762
8,1184,16,20,65,p0_wait_pipe0,0,129962,131543,1581
8,1184,16,20,65,p0_wait_pipe1,0,131543,131589,46
8,1184,16,20,65,p1_wait_pipe1,1,129685,131459,1774
8,1184,16,20,-1,epilogue_total,0,336002,349136,13134
