tile_iter,linear_tile,tile_m,tile_n,kt,event,warp,start_cycle,end_cycle,duration_cycle
8,1184,16,20,62,p0_wait_pipe1,0,64723,65253,530
8,1184,16,20,62,p0_issue_a,0,65262,65371,109
8,1184,16,20,62,p0_issue_b0,0,65371,65463,92
8,1184,16,20,62,p1_wait_pipe1,1,64251,65273,1022
8,1184,16,20,62,p1_issue_b1,1,65273,65366,93
8,1184,16,20,62,c2_wait_a,2,66638,66915,277
8,1184,16,20,62,c2_wait_b0,2,66558,66638,80
8,1184,16,20,62,c2_mma,2,66915,67438,523
8,1184,16,20,62,c2_commit,2,67438,67497,59
8,1184,16,20,62,c3_wait_a,3,67058,67173,115
8,1184,16,20,62,c3_wait_b1,3,66978,67058,80
8,1184,16,20,62,c3_mma,3,67173,67793,620
8,1184,16,20,62,c3_commit,3,67793,67856,63
8,1184,16,20,63,p0_wait_pipe0,0,65530,65755,225
8,1184,16,20,63,p0_wait_pipe1,0,65755,66128,373
8,1184,16,20,63,p0_issue_a,0,66137,66212,75
8,1184,16,20,63,p0_issue_b0,0,66212,66276,64
8,1184,16,20,63,p1_wait_pipe1,1,65395,66095,700
8,1184,16,20,63,p1_issue_b1,1,66095,66188,93
8,1184,16,20,63,c2_wait_a,2,67757,67872,115
8,1184,16,20,63,c2_wait_b0,2,67677,67757,80
8,1184,16,20,63,c2_mma,2,67872,68395,523
8,1184,16,20,63,c2_commit,2,68395,68454,59
8,1184,16,20,63,c3_wait_a,3,68117,68236,119
8,1184,16,20,63,c3_wait_b1,3,68037,68117,80
8,1184,16,20,63,c3_mma,3,68236,68817,581
8,1184,16,20,63,c3_commit,3,68817,68880,63
8,1184,16,20,64,p0_wait_pipe0,0,66468,66865,397
8,1184,16,20,64,p0_wait_pipe1,0,66865,67087,222
8,1184,16,20,64,p1_wait_pipe1,1,66350,67091,741
8,1184,16,20,65,p0_wait_pipe0,0,67364,67893,529
8,1184,16,20,65,p0_wait_pipe1,0,67893,68274,381
8,1184,16,20,65,p1_wait_pipe1,1,67252,68263,1011
8,1184,16,20,66,p0_wait_pipe0,0,68617,68865,248
8,1184,16,20,66,p0_wait_pipe1,0,68865,69246,381
8,1184,16,20,66,p1_wait_pipe1,1,68390,69254,864
8,1184,16,20,-1,epilogue_total,0,265166,277892,12726
