tile_iter,linear_tile,tile_m,tile_n,kt,event,warp,start_cycle,end_cycle,duration_cycle
8,1184,16,20,61,c3_mma,3,125790,126980,1190
8,1184,16,20,61,c3_commit,3,126980,127042,62
8,1184,16,20,62,p0_wait_pipe0,0,124122,125549,1427
8,1184,16,20,62,p0_wait_pipe1,0,125549,125595,46
8,1184,16,20,62,p0_issue_a,0,125604,125848,244
8,1184,16,20,62,p0_issue_b0,0,125848,125930,82
8,1184,16,20,62,p1_wait_pipe1,1,123805,125687,1882
8,1184,16,20,62,p1_issue_b1,1,125687,125768,81
8,1184,16,20,62,c2_wait_a,2,127293,127834,541
8,1184,16,20,62,c2_wait_b0,2,126902,127293,391
8,1184,16,20,62,c2_mma,2,127834,129087,1253
8,1184,16,20,62,c2_commit,2,129087,129151,64
8,1184,16,20,62,c3_wait_a,3,127299,127697,398
8,1184,16,20,62,c3_wait_b1,3,127221,127299,78
8,1184,16,20,62,c3_mma,3,127697,128767,1070
8,1184,16,20,62,c3_commit,3,128767,128894,127
8,1184,16,20,63,p0_wait_pipe0,0,126017,127146,1129
8,1184,16,20,63,p0_wait_pipe1,0,127146,127354,208
8,1184,16,20,63,p0_issue_a,0,127363,127568,205
8,1184,16,20,63,p0_issue_b0,0,127568,127634,66
8,1184,16,20,63,p1_wait_pipe1,1,125815,127398,1583
8,1184,16,20,63,p1_issue_b1,1,127398,127479,81
8,1184,16,20,63,c2_wait_a,2,129417,129650,233
8,1184,16,20,63,c2_wait_b0,2,129339,129417,78
8,1184,16,20,63,c2_mma,2,129650,130786,1136
8,1184,16,20,63,c2_commit,2,130786,130848,62
8,1184,16,20,63,c3_wait_a,3,129153,129395,242
8,1184,16,20,63,c3_wait_b1,3,129075,129153,78
8,1184,16,20,63,c3_mma,3,129395,130401,1006
8,1184,16,20,63,c3_commit,3,130401,130528,127
8,1184,16,20,64,p0_wait_pipe0,0,127800,129523,1723
8,1184,16,20,64,p0_wait_pipe1,0,129523,129570,47
8,1184,16,20,64,p1_wait_pipe1,1,127618,129361,1743
8,1184,16,20,65,p0_wait_pipe0,0,129978,131252,1274
8,1184,16,20,65,p0_wait_pipe1,0,131252,131298,46
8,1184,16,20,65,p1_wait_pipe1,1,129488,130956,1468
8,1184,16,20,-1,epilogue_total,0,336488,349337,12849
