tile_iter,linear_tile,tile_m,tile_n,kt,event,warp,start_cycle,end_cycle,duration_cycle
8,1184,16,20,56,p0_wait_pipe0,0,112084,113815,1731
8,1184,16,20,56,p0_wait_pipe1,0,113815,113861,46
8,1184,16,20,56,p0_issue_a,0,113870,114114,244
8,1184,16,20,56,p0_issue_b0,0,114114,114196,82
8,1184,16,20,56,p1_wait_pipe1,1,111574,113796,2222
8,1184,16,20,56,p1_issue_b1,1,113796,113897,101
8,1184,16,20,56,c2_wait_a,2,115474,116169,695
8,1184,16,20,56,c2_wait_b0,2,115396,115474,78
8,1184,16,20,56,c2_mma,2,116169,117401,1232
8,1184,16,20,56,c2_commit,2,117401,117528,127
8,1184,16,20,56,c3_wait_a,3,115284,116143,859
8,1184,16,20,56,c3_wait_b1,3,115199,115284,85
8,1184,16,20,56,c3_mma,3,116143,117337,1194
8,1184,16,20,56,c3_commit,3,117337,117464,127
8,1184,16,20,57,p0_wait_pipe0,0,114284,115548,1264
8,1184,16,20,57,p0_wait_pipe1,0,115548,115597,49
8,1184,16,20,57,p0_issue_a,0,115606,115811,205
8,1184,16,20,57,p0_issue_b0,0,115811,115877,66
8,1184,16,20,57,p1_wait_pipe1,1,113923,115541,1618
8,1184,16,20,57,p1_issue_b1,1,115541,115627,86
8,1184,16,20,57,c2_wait_a,2,117785,118022,237
8,1184,16,20,57,c2_wait_b0,2,117707,117785,78
8,1184,16,20,57,c2_mma,2,118022,119278,1256
8,1184,16,20,57,c2_commit,2,119278,119405,127
8,1184,16,20,57,c3_wait_a,3,117720,117952,232
8,1184,16,20,57,c3_wait_b1,3,117642,117720,78
8,1184,16,20,57,c3_mma,3,117952,119086,1134
8,1184,16,20,57,c3_commit,3,119086,119213,127
8,1184,16,20,58,p0_wait_pipe0,0,116039,117917,1878
8,1184,16,20,58,p0_wait_pipe1,0,117917,117963,46
8,1184,16,20,58,p0_issue_a,0,117972,118216,244
8,1184,16,20,58,p0_issue_b0,0,118216,118298,82
8,1184,16,20,58,p1_wait_pipe1,1,115647,117966,2319
8,1184,16,20,58,p1_issue_b1,1,117966,118047,81
8,1184,16,20,58,c2_wait_a,2,119664,120062,398
8,1184,16,20,58,c2_wait_b0,2,119585,119664,79
8,1184,16,20,58,c2_mma,2,120062,121196,1134
8,1184,16,20,58,c2_commit,2,121196,121323,127
8,1184,16,20,58,c3_wait_a,3,119471,120171,700
8,1184,16,20,58,c3_wait_b1,3,119392,119471,79
8,1184,16,20,58,c3_mma,3,120171,121388,1217
8,1184,16,20,58,c3_commit,3,121388,121515,127
8,1184,16,20,59,p0_wait_pipe0,0,118386,119822,1436
8,1184,16,20,59,p0_wait_pipe1,0,119822,119868,46
8,1184,16,20,59,p0_issue_a,0,119877,120082,205
8,1184,16,20,59,p0_issue_b0,0,120082,120148,66
8,1184,16,20,59,p1_wait_pipe1,1,118093,119669,1576
8,1184,16,20,59,p1_issue_b1,1,119669,119750,81
8,1184,16,20,59,c2_wait_a,2,121582,121817,235
8,1184,16,20,59,c2_wait_b0,2,121501,121582,81
8,1184,16,20,59,c2_mma,2,121817,122887,1070
8,1184,16,20,59,c2_commit,2,122887,123014,127
8,1184,16,20,59,c3_wait_a,3,121776,122007,231
8,1184,16,20,59,c3_wait_b1,3,121698,121776,78
8,1184,16,20,59,c3_mma,3,122007,123207,1200
8,1184,16,20,59,c3_commit,3,123207,123271,64
8,1184,16,20,60,p0_wait_pipe0,0,120310,121728,1418
8,1184,16,20,60,p0_wait_pipe1,0,121728,121777,49
8,1184,16,20,60,p0_issue_a,0,121786,122030,244
8,1184,16,20,60,p0_issue_b0,0,122030,122112,82
8,1184,16,20,60,p1_wait_pipe1,1,119892,121947,2055
8,1184,16,20,60,p1_issue_b1,1,121947,122048,101
8,1184,16,20,60,c2_wait_a,2,123599,123839,240
8,1184,16,20,60,c2_wait_b0,2,123193,123599,406
8,1184,16,20,60,c2_mma,2,123839,124973,1134
8,1184,16,20,60,c2_commit,2,124973,125100,127
8,1184,16,20,60,c3_wait_a,3,123536,123936,400
8,1184,16,20,60,c3_wait_b1,3,123451,123536,85
8,1184,16,20,60,c3_mma,3,123936,125165,1229
8,1184,16,20,60,c3_commit,3,125165,125292,127
8,1184,16,20,61,p0_wait_pipe0,0,122199,123467,1268
8,1184,16,20,61,p0_wait_pipe1,0,123467,123680,213
8,1184,16,20,61,p0_issue_a,0,123689,123894,205
8,1184,16,20,61,p0_issue_b0,0,123894,123960,66
8,1184,16,20,61,p1_wait_pipe1,1,122074,123699,1625
8,1184,16,20,61,p1_issue_b1,1,123699,123785,86
8,1184,16,20,61,c2_wait_a,2,125358,125589,231
8,1184,16,20,61,c2_wait_b0,2,125279,125358,79
8,1184,16,20,61,c2_mma,2,125589,126595,1006
8,1184,16,20,61,c2_commit,2,126595,126722,127
8,1184,16,20,61,c3_wait_a,3,125556,125790,234
8,1184,16,20,61,c3_wait_b1,3,125478,125556,78
