tile_iter,linear_tile,tile_m,tile_n,kt,event,warp,start_cycle,end_cycle,duration_cycle
8,1184,16,20,56,p0_wait_pipe0,0,58503,58899,396
8,1184,16,20,56,p0_wait_pipe1,0,58899,59279,380
8,1184,16,20,56,p0_issue_a,0,59288,59400,112
8,1184,16,20,56,p0_issue_b0,0,59400,59492,92
8,1184,16,20,56,p1_wait_pipe1,1,58492,59257,765
8,1184,16,20,56,p1_issue_b1,1,59257,59379,122
8,1184,16,20,56,c2_wait_a,2,60709,60824,115
8,1184,16,20,56,c2_wait_b0,2,60629,60709,80
8,1184,16,20,56,c2_mma,2,60824,61358,534
8,1184,16,20,56,c2_commit,2,61358,61485,127
8,1184,16,20,56,c3_wait_a,3,61161,61279,118
8,1184,16,20,56,c3_wait_b1,3,61077,61161,84
8,1184,16,20,56,c3_mma,3,61279,61870,591
8,1184,16,20,56,c3_commit,3,61870,61933,63
8,1184,16,20,57,p0_wait_pipe0,0,59560,59940,380
8,1184,16,20,57,p0_wait_pipe1,0,59940,60312,372
8,1184,16,20,57,p0_issue_a,0,60321,60396,75
8,1184,16,20,57,p0_issue_b0,0,60396,60460,64
8,1184,16,20,57,p1_wait_pipe1,1,59418,60431,1013
8,1184,16,20,57,p1_issue_b1,1,60431,60524,93
8,1184,16,20,57,c2_wait_a,2,61906,62022,116
8,1184,16,20,57,c2_wait_b0,2,61665,61906,241
8,1184,16,20,57,c2_mma,2,62022,62545,523
8,1184,16,20,57,c2_commit,2,62545,62604,59
8,1184,16,20,57,c3_wait_a,3,62194,62319,125
8,1184,16,20,57,c3_wait_b1,3,62114,62194,80
8,1184,16,20,57,c3_mma,3,62319,62900,581
8,1184,16,20,57,c3_commit,3,62900,62963,63
8,1184,16,20,58,p0_wait_pipe0,0,60652,60900,248
8,1184,16,20,58,p0_wait_pipe1,0,60900,61423,523
8,1184,16,20,58,p0_issue_a,0,61432,61541,109
8,1184,16,20,58,p0_issue_b0,0,61541,61633,92
8,1184,16,20,58,p1_wait_pipe1,1,60559,61420,861
8,1184,16,20,58,p1_issue_b1,1,61420,61513,93
8,1184,16,20,58,c2_wait_a,2,62869,62984,115
8,1184,16,20,58,c2_wait_b0,2,62789,62869,80
8,1184,16,20,58,c2_mma,2,62984,63507,523
