tile_iter,linear_tile,tile_m,tile_n,kt,event,warp,start_cycle,end_cycle,duration_cycle
8,1184,16,20,58,c2_commit,2,63507,63566,59
8,1184,16,20,58,c3_wait_a,3,63229,63344,115
8,1184,16,20,58,c3_wait_b1,3,63149,63229,80
8,1184,16,20,58,c3_mma,3,63344,63924,580
8,1184,16,20,58,c3_commit,3,63924,63987,63
8,1184,16,20,59,p0_wait_pipe0,0,61700,61924,224
8,1184,16,20,59,p0_wait_pipe1,0,61924,62297,373
8,1184,16,20,59,p0_issue_a,0,62306,62381,75
8,1184,16,20,59,p0_issue_b0,0,62381,62445,64
8,1184,16,20,59,p1_wait_pipe1,1,61542,62255,713
8,1184,16,20,59,p1_issue_b1,1,62255,62348,93
8,1184,16,20,59,c2_wait_a,2,63986,64103,117
8,1184,16,20,59,c2_wait_b0,2,63745,63986,241
8,1184,16,20,59,c2_mma,2,64103,64626,523
8,1184,16,20,59,c2_commit,2,64626,64685,59
8,1184,16,20,59,c3_wait_a,3,64248,64365,117
8,1184,16,20,59,c3_wait_b1,3,64168,64248,80
8,1184,16,20,59,c3_mma,3,64365,64981,616
8,1184,16,20,59,c3_commit,3,64981,65044,63
8,1184,16,20,60,p0_wait_pipe0,0,62637,63043,406
8,1184,16,20,60,p0_wait_pipe1,0,63043,63271,228
8,1184,16,20,60,p0_issue_a,0,63280,63389,109
8,1184,16,20,60,p0_issue_b0,0,63389,63481,92
8,1184,16,20,60,p1_wait_pipe1,1,62505,63254,749
8,1184,16,20,60,p1_issue_b1,1,63254,63376,122
8,1184,16,20,60,c2_wait_a,2,64944,65224,280
8,1184,16,20,60,c2_wait_b0,2,64864,64944,80
8,1184,16,20,60,c2_mma,2,65224,65747,523
8,1184,16,20,60,c2_commit,2,65747,65845,98
8,1184,16,20,60,c3_wait_a,3,65308,65426,118
8,1184,16,20,60,c3_wait_b1,3,65228,65308,80
8,1184,16,20,60,c3_mma,3,65426,66103,677
8,1184,16,20,60,c3_commit,3,66103,66165,62
8,1184,16,20,61,p0_wait_pipe0,0,63548,64084,536
8,1184,16,20,61,p0_wait_pipe1,0,64084,64309,225
8,1184,16,20,61,p0_issue_a,0,64318,64393,75
8,1184,16,20,61,p0_issue_b0,0,64393,64457,64
8,1184,16,20,61,p1_wait_pipe1,1,63415,64287,872
8,1184,16,20,61,p1_issue_b1,1,64287,64380,93
8,1184,16,20,61,c2_wait_a,2,66105,66220,115
8,1184,16,20,61,c2_wait_b0,2,66025,66105,80
8,1184,16,20,61,c2_mma,2,66220,66743,523
8,1184,16,20,61,c2_commit,2,66743,66802,59
8,1184,16,20,61,c3_wait_a,3,66425,66545,120
8,1184,16,20,61,c3_wait_b1,3,66345,66425,80
8,1184,16,20,61,c3_mma,3,66545,67126,581
8,1184,16,20,61,c3_commit,3,67126,67189,63
8,1184,16,20,62,p0_wait_pipe0,0,64649,65205,556
8,1184,16,20,62,p0_wait_pipe1,0,65205,65434,229
8,1184,16,20,62,p0_issue_a,0,65443,65552,109
8,1184,16,20,62,p0_issue_b0,0,65552,65644,92
8,1184,16,20,62,p1_wait_pipe1,1,64415,65432,1017
8,1184,16,20,62,p1_issue_b1,1,65432,65525,93
8,1184,16,20,62,c2_wait_a,2,67221,67336,115
8,1184,16,20,62,c2_wait_b0,2,66981,67221,240
8,1184,16,20,62,c2_mma,2,67336,67859,523
8,1184,16,20,62,c2_commit,2,67859,67957,98
8,1184,16,20,62,c3_wait_a,3,67448,67569,121
8,1184,16,20,62,c3_wait_b1,3,67368,67448,80
8,1184,16,20,62,c3_mma,3,67569,68215,646
8,1184,16,20,62,c3_commit,3,68215,68277,62
8,1184,16,20,63,p0_wait_pipe0,0,65711,66249,538
8,1184,16,20,63,p0_wait_pipe1,0,66249,66478,229
8,1184,16,20,63,p0_issue_a,0,66487,66562,75
8,1184,16,20,63,p0_issue_b0,0,66562,66626,64
8,1184,16,20,63,p1_wait_pipe1,1,65554,66561,1007
8,1184,16,20,63,p1_issue_b1,1,66561,66654,93
8,1184,16,20,63,c2_wait_a,2,68219,68334,115
8,1184,16,20,63,c2_wait_b0,2,68139,68219,80
8,1184,16,20,63,c2_mma,2,68334,68857,523
8,1184,16,20,63,c2_commit,2,68857,68916,59
8,1184,16,20,63,c3_wait_a,3,68538,68659,121
8,1184,16,20,63,c3_wait_b1,3,68458,68538,80
8,1184,16,20,63,c3_mma,3,68659,69238,579
8,1184,16,20,63,c3_commit,3,69238,69301,63
8,1184,16,20,64,p0_wait_pipe0,0,66818,67213,395
8,1184,16,20,64,p0_wait_pipe1,0,67213,67587,374
8,1184,16,20,64,p1_wait_pipe1,1,66811,67554,743
8,1184,16,20,65,p0_wait_pipe0,0,67865,68396,531
8,1184,16,20,65,p0_wait_pipe1,0,68396,68617,221
8,1184,16,20,65,p1_wait_pipe1,1,67715,68575,860
8,1184,16,20,66,p0_wait_pipe0,0,68957,69364,407
8,1184,16,20,66,p0_wait_pipe1,0,69364,69741,377
8,1184,16,20,66,p1_wait_pipe1,1,68702,69720,1018
8,1184,16,20,-1,epilogue_total,0,266403,279004,12601
