size,input,sm_id,block_idx,tile_iter,linear_tile,tile_m,tile_n,slot,event,warp,start_raw,end_raw,start_rel,end_rel,cycles
16384,random,142,0,8,1210,26,11,0,scheduler_atomic,0,787089689464428,787089689464722,0,294,294
16384,random,142,0,8,1210,26,11,1,scheduler_barrier,0,787089689464742,787089689464812,314,384,70
16384,random,142,0,8,1210,26,11,2,scheduler_barrier,1,787089689464436,787089689464470,8,42,34
16384,random,142,0,8,1210,26,11,3,scheduler_barrier,2,787089689464438,787089689464472,10,44,34
16384,random,142,0,8,1210,26,11,4,scheduler_barrier,3,787089689464440,787089689464474,12,46,34
16384,random,142,0,8,1210,26,11,5,decode,0,787089689464831,787089689465228,403,800,397
16384,random,142,0,8,1210,26,11,6,producer_mainloop,0,787089689465273,787089689729421,845,264993,264148
16384,random,142,0,8,1210,26,11,7,producer_mainloop,1,787089689465310,787089689728975,882,264547,263665
16384,random,142,0,8,1210,26,11,8,consumer_mainloop_and_drain,2,787089689465389,787089689732121,961,267693,266732
16384,random,142,0,8,1210,26,11,9,consumer_mainloop_and_drain,3,787089689465391,787089689731803,963,267375,266412
16384,random,142,0,8,1210,26,11,10,mainloop_join_barrier,0,787089689729539,787089689729604,265111,265176,65
16384,random,142,0,8,1210,26,11,11,mainloop_join_barrier,1,787089689729052,787089689729117,264624,264689,65
16384,random,142,0,8,1210,26,11,12,mainloop_join_barrier,2,787089689732130,787089689732195,267702,267767,65
16384,random,142,0,8,1210,26,11,13,mainloop_join_barrier,3,787089689731812,787089689731877,267384,267449,65
16384,random,142,0,8,1210,26,11,14,epilogue_cstore_and_return_barrier,0,787089689732369,787089689742400,267941,277972,10031
16384,random,142,0,8,1210,26,11,15,epilogue_cstore_and_return_barrier,1,787089689732373,787089689742400,267945,277972,10027
16384,random,142,0,8,1210,26,11,16,epilogue_cstore_and_return_barrier,2,787089689732377,787089689742400,267949,277972,10023
16384,random,142,0,8,1210,26,11,17,epilogue_cstore_and_return_barrier,3,787089689732365,787089689742400,267937,277972,10035
16384,random,142,0,8,1210,26,11,18,final_tile_barrier,0,787089689742548,787089689742550,278120,278122,2
16384,random,142,0,8,1210,26,11,19,final_tile_barrier,1,787089689742449,787089689742451,278021,278023,2
16384,random,142,0,8,1210,26,11,20,final_tile_barrier,2,787089689742450,787089689742452,278022,278024,2
16384,random,142,0,8,1210,26,11,21,final_tile_barrier,3,787089689742451,787089689742453,278023,278025,2
16384,random,142,0,8,1210,26,11,22,clock_overhead,0,787089689742589,787089689742591,278161,278163,2
16384,random,142,0,8,1210,26,11,23,clock_overhead,1,787089689742588,787089689742590,278160,278162,2
16384,random,142,0,8,1210,26,11,24,clock_overhead,2,787089689742587,787089689742589,278159,278161,2
16384,random,142,0,8,1210,26,11,25,clock_overhead,3,787089689742586,787089689742588,278158,278160,2
