size,input,sm_id,block_idx,tile_iter,linear_tile,tile_m,tile_n,slot,event,warp,start_raw,end_raw,start_rel,end_rel,cycles
16384,random-signed8,142,0,8,1233,17,13,0,scheduler_atomic,0,787094832936925,787094832937194,0,269,269
16384,random-signed8,142,0,8,1233,17,13,1,scheduler_barrier,0,787094832937214,787094832937284,289,359,70
16384,random-signed8,142,0,8,1233,17,13,2,scheduler_barrier,1,787094832936933,787094832936967,8,42,34
16384,random-signed8,142,0,8,1233,17,13,3,scheduler_barrier,2,787094832936935,787094832936969,10,44,34
16384,random-signed8,142,0,8,1233,17,13,4,scheduler_barrier,3,787094832936937,787094832936971,12,46,34
16384,random-signed8,142,0,8,1233,17,13,5,decode,0,787094832937303,787094832937700,378,775,397
16384,random-signed8,142,0,8,1233,17,13,6,producer_mainloop,0,787094832937745,787094833200058,820,263133,262313
16384,random-signed8,142,0,8,1233,17,13,7,producer_mainloop,1,787094832937782,787094833200071,857,263146,262289
16384,random-signed8,142,0,8,1233,17,13,8,consumer_mainloop_and_drain,2,787094832937861,787094833202576,936,265651,264715
16384,random-signed8,142,0,8,1233,17,13,9,consumer_mainloop_and_drain,3,787094832937863,787094833202811,938,265886,264948
16384,random-signed8,142,0,8,1233,17,13,10,mainloop_join_barrier,0,787094833200176,787094833200241,263251,263316,65
16384,random-signed8,142,0,8,1233,17,13,11,mainloop_join_barrier,1,787094833200148,787094833200214,263223,263289,66
16384,random-signed8,142,0,8,1233,17,13,12,mainloop_join_barrier,2,787094833202585,787094833202650,265660,265725,65
16384,random-signed8,142,0,8,1233,17,13,13,mainloop_join_barrier,3,787094833202820,787094833202885,265895,265960,65
16384,random-signed8,142,0,8,1233,17,13,14,epilogue_cstore_and_return_barrier,0,787094833203055,787094833213089,266130,276164,10034
16384,random-signed8,142,0,8,1233,17,13,15,epilogue_cstore_and_return_barrier,1,787094833203059,787094833213089,266134,276164,10030
16384,random-signed8,142,0,8,1233,17,13,16,epilogue_cstore_and_return_barrier,2,787094833203063,787094833213089,266138,276164,10026
16384,random-signed8,142,0,8,1233,17,13,17,epilogue_cstore_and_return_barrier,3,787094833203067,787094833213089,266142,276164,10022
16384,random-signed8,142,0,8,1233,17,13,18,final_tile_barrier,0,787094833213237,787094833213239,276312,276314,2
16384,random-signed8,142,0,8,1233,17,13,19,final_tile_barrier,1,787094833213138,787094833213140,276213,276215,2
16384,random-signed8,142,0,8,1233,17,13,20,final_tile_barrier,2,787094833213139,787094833213141,276214,276216,2
16384,random-signed8,142,0,8,1233,17,13,21,final_tile_barrier,3,787094833213140,787094833213142,276215,276217,2
16384,random-signed8,142,0,8,1233,17,13,22,clock_overhead,0,787094833213278,787094833213280,276353,276355,2
16384,random-signed8,142,0,8,1233,17,13,23,clock_overhead,1,787094833213275,787094833213277,276350,276352,2
16384,random-signed8,142,0,8,1233,17,13,24,clock_overhead,2,787094833213276,787094833213278,276351,276353,2
16384,random-signed8,142,0,8,1233,17,13,25,clock_overhead,3,787094833213277,787094833213279,276352,276354,2
