size,input,sm_id,block_idx,tile_iter,linear_tile,tile_m,tile_n,slot,event,warp,start_raw,end_raw,start_rel,end_rel,cycles
16384,random-signed8,142,0,8,1225,25,12,0,scheduler_atomic,0,787102640640062,787102640640341,0,279,279
16384,random-signed8,142,0,8,1225,25,12,1,scheduler_barrier,0,787102640640361,787102640640431,299,369,70
16384,random-signed8,142,0,8,1225,25,12,2,scheduler_barrier,1,787102640640070,787102640640104,8,42,34
16384,random-signed8,142,0,8,1225,25,12,3,scheduler_barrier,2,787102640640072,787102640640106,10,44,34
16384,random-signed8,142,0,8,1225,25,12,4,scheduler_barrier,3,787102640640074,787102640640108,12,46,34
16384,random-signed8,142,0,8,1225,25,12,5,decode,0,787102640640450,787102640640847,388,785,397
16384,random-signed8,142,0,8,1225,25,12,6,producer_mainloop,0,787102640640892,787102640904197,830,264135,263305
16384,random-signed8,142,0,8,1225,25,12,7,producer_mainloop,1,787102640640929,787102640903426,867,263364,262497
16384,random-signed8,142,0,8,1225,25,12,8,consumer_mainloop_and_drain,2,787102640641008,787102640906791,946,266729,265783
16384,random-signed8,142,0,8,1225,25,12,9,consumer_mainloop_and_drain,3,787102640641010,787102640906345,948,266283,265335
16384,random-signed8,142,0,8,1225,25,12,10,mainloop_join_barrier,0,787102640904315,787102640904380,264253,264318,65
16384,random-signed8,142,0,8,1225,25,12,11,mainloop_join_barrier,1,787102640903503,787102640903568,263441,263506,65
16384,random-signed8,142,0,8,1225,25,12,12,mainloop_join_barrier,2,787102640906800,787102640906865,266738,266803,65
16384,random-signed8,142,0,8,1225,25,12,13,mainloop_join_barrier,3,787102640906354,787102640906419,266292,266357,65
16384,random-signed8,142,0,8,1225,25,12,14,epilogue_cstore_and_return_barrier,0,787102640907039,787102640917070,266977,277008,10031
16384,random-signed8,142,0,8,1225,25,12,15,epilogue_cstore_and_return_barrier,1,787102640907043,787102640917070,266981,277008,10027
16384,random-signed8,142,0,8,1225,25,12,16,epilogue_cstore_and_return_barrier,2,787102640907047,787102640917070,266985,277008,10023
16384,random-signed8,142,0,8,1225,25,12,17,epilogue_cstore_and_return_barrier,3,787102640907035,787102640917070,266973,277008,10035
16384,random-signed8,142,0,8,1225,25,12,18,final_tile_barrier,0,787102640917218,787102640917220,277156,277158,2
16384,random-signed8,142,0,8,1225,25,12,19,final_tile_barrier,1,787102640917119,787102640917121,277057,277059,2
16384,random-signed8,142,0,8,1225,25,12,20,final_tile_barrier,2,787102640917120,787102640917122,277058,277060,2
16384,random-signed8,142,0,8,1225,25,12,21,final_tile_barrier,3,787102640917121,787102640917123,277059,277061,2
16384,random-signed8,142,0,8,1225,25,12,22,clock_overhead,0,787102640917259,787102640917261,277197,277199,2
16384,random-signed8,142,0,8,1225,25,12,23,clock_overhead,1,787102640917257,787102640917259,277195,277197,2
16384,random-signed8,142,0,8,1225,25,12,24,clock_overhead,2,787102640917258,787102640917260,277196,277198,2
16384,random-signed8,142,0,8,1225,25,12,25,clock_overhead,3,787102640917256,787102640917258,277194,277196,2
