size,input,sm_id,block_idx,tile_iter,linear_tile,tile_m,tile_n,slot,event,warp,start_raw,end_raw,start_rel,end_rel,cycles
16384,random,142,0,8,1186,18,10,0,scheduler_atomic,0,787078446362213,787078446362624,0,411,411
16384,random,142,0,8,1186,18,10,1,scheduler_barrier,0,787078446362644,787078446362714,431,501,70
16384,random,142,0,8,1186,18,10,2,scheduler_barrier,1,787078446362221,787078446362255,8,42,34
16384,random,142,0,8,1186,18,10,3,scheduler_barrier,2,787078446362223,787078446362257,10,44,34
16384,random,142,0,8,1186,18,10,4,scheduler_barrier,3,787078446362225,787078446362259,12,46,34
16384,random,142,0,8,1186,18,10,5,decode,0,787078446362733,787078446363130,520,917,397
16384,random,142,0,8,1186,18,10,6,producer_mainloop,0,787078446363175,787078446628758,962,266545,265583
16384,random,142,0,8,1186,18,10,7,producer_mainloop,1,787078446363212,787078446628669,999,266456,265457
16384,random,142,0,8,1186,18,10,8,consumer_mainloop_and_drain,2,787078446363291,787078446631347,1078,269134,268056
16384,random,142,0,8,1186,18,10,9,consumer_mainloop_and_drain,3,787078446363293,787078446631518,1080,269305,268225
16384,random,142,0,8,1186,18,10,10,mainloop_join_barrier,0,787078446628876,787078446628941,266663,266728,65
16384,random,142,0,8,1186,18,10,11,mainloop_join_barrier,1,787078446628747,787078446628812,266534,266599,65
16384,random,142,0,8,1186,18,10,12,mainloop_join_barrier,2,787078446631356,787078446631421,269143,269208,65
16384,random,142,0,8,1186,18,10,13,mainloop_join_barrier,3,787078446631527,787078446631592,269314,269379,65
16384,random,142,0,8,1186,18,10,14,epilogue_cstore_and_return_barrier,0,787078446631762,787078446641796,269549,279583,10034
16384,random,142,0,8,1186,18,10,15,epilogue_cstore_and_return_barrier,1,787078446631766,787078446641796,269553,279583,10030
16384,random,142,0,8,1186,18,10,16,epilogue_cstore_and_return_barrier,2,787078446631770,787078446641796,269557,279583,10026
16384,random,142,0,8,1186,18,10,17,epilogue_cstore_and_return_barrier,3,787078446631774,787078446641796,269561,279583,10022
16384,random,142,0,8,1186,18,10,18,final_tile_barrier,0,787078446641944,787078446641946,279731,279733,2
16384,random,142,0,8,1186,18,10,19,final_tile_barrier,1,787078446641845,787078446641847,279632,279634,2
16384,random,142,0,8,1186,18,10,20,final_tile_barrier,2,787078446641846,787078446641848,279633,279635,2
16384,random,142,0,8,1186,18,10,21,final_tile_barrier,3,787078446641847,787078446641849,279634,279636,2
16384,random,142,0,8,1186,18,10,22,clock_overhead,0,787078446641985,787078446641987,279772,279774,2
16384,random,142,0,8,1186,18,10,23,clock_overhead,1,787078446641982,787078446641984,279769,279771,2
16384,random,142,0,8,1186,18,10,24,clock_overhead,2,787078446641984,787078446641986,279771,279773,2
16384,random,142,0,8,1186,18,10,25,clock_overhead,3,787078446641983,787078446641985,279770,279772,2
