size,input,sm_id,block_idx,tile_iter,linear_tile,tile_m,tile_n,slot,event,warp,start_raw,end_raw,start_rel,end_rel,cycles
16384,random,142,0,8,1206,22,11,0,scheduler_atomic,0,787087119966662,787087119966953,0,291,291
16384,random,142,0,8,1206,22,11,1,scheduler_barrier,0,787087119966973,787087119967043,311,381,70
16384,random,142,0,8,1206,22,11,2,scheduler_barrier,1,787087119966670,787087119966704,8,42,34
16384,random,142,0,8,1206,22,11,3,scheduler_barrier,2,787087119966672,787087119966706,10,44,34
16384,random,142,0,8,1206,22,11,4,scheduler_barrier,3,787087119966674,787087119966708,12,46,34
16384,random,142,0,8,1206,22,11,5,decode,0,787087119967062,787087119967459,400,797,397
16384,random,142,0,8,1206,22,11,6,producer_mainloop,0,787087119967504,787087120232115,842,265453,264611
16384,random,142,0,8,1206,22,11,7,producer_mainloop,1,787087119967541,787087120232175,879,265513,264634
16384,random,142,0,8,1206,22,11,8,consumer_mainloop_and_drain,2,787087119967620,787087120234906,958,268244,267286
16384,random,142,0,8,1206,22,11,9,consumer_mainloop_and_drain,3,787087119967622,787087120235077,960,268415,267455
16384,random,142,0,8,1206,22,11,10,mainloop_join_barrier,0,787087120232233,787087120232298,265571,265636,65
16384,random,142,0,8,1206,22,11,11,mainloop_join_barrier,1,787087120232252,787087120232317,265590,265655,65
16384,random,142,0,8,1206,22,11,12,mainloop_join_barrier,2,787087120234915,787087120234980,268253,268318,65
16384,random,142,0,8,1206,22,11,13,mainloop_join_barrier,3,787087120235086,787087120235151,268424,268489,65
16384,random,142,0,8,1206,22,11,14,epilogue_cstore_and_return_barrier,0,787087120235321,787087120245355,268659,278693,10034
16384,random,142,0,8,1206,22,11,15,epilogue_cstore_and_return_barrier,1,787087120235325,787087120245355,268663,278693,10030
16384,random,142,0,8,1206,22,11,16,epilogue_cstore_and_return_barrier,2,787087120235329,787087120245355,268667,278693,10026
16384,random,142,0,8,1206,22,11,17,epilogue_cstore_and_return_barrier,3,787087120235333,787087120245355,268671,278693,10022
16384,random,142,0,8,1206,22,11,18,final_tile_barrier,0,787087120245503,787087120245505,278841,278843,2
16384,random,142,0,8,1206,22,11,19,final_tile_barrier,1,787087120245404,787087120245406,278742,278744,2
16384,random,142,0,8,1206,22,11,20,final_tile_barrier,2,787087120245405,787087120245407,278743,278745,2
16384,random,142,0,8,1206,22,11,21,final_tile_barrier,3,787087120245406,787087120245408,278744,278746,2
16384,random,142,0,8,1206,22,11,22,clock_overhead,0,787087120245544,787087120245546,278882,278884,2
16384,random,142,0,8,1206,22,11,23,clock_overhead,1,787087120245541,787087120245543,278879,278881,2
16384,random,142,0,8,1206,22,11,24,clock_overhead,2,787087120245542,787087120245544,278880,278882,2
16384,random,142,0,8,1206,22,11,25,clock_overhead,3,787087120245543,787087120245545,278881,278883,2
