blocks,steps_n,steps_2n,warmup,iters,seed,ms_n,ms_2n,delta_ms,differential_tflops,logical_tma_TBps,c_store_bytes
592,8192,16384,1,5,20260718,21.564723969,44.076683044,22.511959076,1807.125275,14.118166,77594624
