tile_iter,linear_tile,tile_m,tile_n,logical_stage,stage_epoch,k64_cursor,stage_k,smem_slot,event,warp,start_cycle,end_cycle,duration_cycle
8,1184,16,20,58,1426,87,64,0,p0_wait_pipe0,0,135595,136182,587
8,1184,16,20,58,1426,87,64,0,p0_wait_pipe1,0,136182,136243,61
8,1184,16,20,58,1426,87,64,0,p0_issue_a0,0,136305,136370,65
8,1184,16,20,58,1426,87,64,0,p0_issue_b0,0,136430,136521,91
8,1184,16,20,58,1426,87,64,0,p1_wait_pipe1,1,135148,136209,1061
8,1184,16,20,58,1426,87,64,0,p1_issue_b1,1,136301,136394,93
8,1184,16,20,58,1426,87,64,0,c2_wait_b0,2,139289,139360,71
8,1184,16,20,58,1426,87,64,0,c2_wait_a0,2,139360,139444,84
8,1184,16,20,58,1426,87,64,0,c2_mma,2,139486,140238,752
8,1184,16,20,58,1426,87,64,0,c2_commit,2,140238,140365,127
8,1184,16,20,58,1426,87,64,0,c3_wait_b1,3,139223,139291,68
8,1184,16,20,58,1426,87,64,0,c3_wait_a0,3,139291,139376,85
8,1184,16,20,58,1426,87,64,0,c3_mma,3,139418,140046,628
8,1184,16,20,58,1426,87,64,0,c3_commit,3,140046,140173,127
8,1184,16,20,59,1427,88,128,1,p0_wait_pipe0,0,136757,139312,2555
8,1184,16,20,59,1427,88,128,1,p0_wait_pipe1,0,139312,139373,61
8,1184,16,20,59,1427,88,128,1,p0_issue_a0,0,139435,139500,65
8,1184,16,20,59,1427,88,128,1,p0_issue_a1,0,139537,139606,69
8,1184,16,20,59,1427,88,128,1,p0_issue_b0,0,139647,139738,91
8,1184,16,20,59,1427,88,128,1,p1_wait_pipe1,1,136553,139422,2869
8,1184,16,20,59,1427,88,128,1,p1_issue_b1,1,139514,139607,93
8,1184,16,20,59,1427,88,128,1,c2_wait_b0,2,140562,141405,843
8,1184,16,20,59,1427,88,128,1,c2_wait_a0,2,141405,141513,108
8,1184,16,20,59,1427,88,128,1,c2_wait_a1,2,141515,141595,80
8,1184,16,20,59,1427,88,128,1,c2_mma,2,141597,143296,1699
8,1184,16,20,59,1427,88,128,1,c2_commit,2,143296,143423,127
8,1184,16,20,59,1427,88,128,1,c3_wait_b1,3,140429,141418,989
8,1184,16,20,59,1427,88,128,1,c3_wait_a0,3,141418,141526,108
8,1184,16,20,59,1427,88,128,1,c3_wait_a1,3,141528,141608,80
8,1184,16,20,59,1427,88,128,1,c3_mma,3,141610,143360,1750
8,1184,16,20,59,1427,88,128,1,c3_commit,3,143360,143487,127
8,1184,16,20,60,1428,90,64,0,p0_wait_pipe0,0,139971,140708,737
8,1184,16,20,60,1428,90,64,0,p0_wait_pipe1,0,140708,140769,61
8,1184,16,20,60,1428,90,64,0,p0_issue_a0,0,140831,140896,65
8,1184,16,20,60,1428,90,64,0,p0_issue_b0,0,140956,141047,91
8,1184,16,20,60,1428,90,64,0,p1_wait_pipe1,1,139766,140672,906
8,1184,16,20,60,1428,90,64,0,p1_issue_b1,1,140764,140857,93
8,1184,16,20,60,1428,90,64,0,c2_wait_b0,2,143741,143809,68
8,1184,16,20,60,1428,90,64,0,c2_wait_a0,2,143809,143894,85
8,1184,16,20,60,1428,90,64,0,c2_mma,2,143936,144564,628
8,1184,16,20,60,1428,90,64,0,c2_commit,2,144564,144691,127
8,1184,16,20,60,1428,90,64,0,c3_wait_b1,3,143807,143878,71
8,1184,16,20,60,1428,90,64,0,c3_wait_a0,3,143878,143962,84
8,1184,16,20,60,1428,90,64,0,c3_mma,3,144004,144756,752
8,1184,16,20,60,1428,90,64,0,c3_commit,3,144756,144883,127
8,1184,16,20,61,1429,91,128,1,p0_wait_pipe0,0,141285,143834,2549
8,1184,16,20,61,1429,91,128,1,p0_wait_pipe1,0,143834,143895,61
8,1184,16,20,61,1429,91,128,1,p0_issue_a0,0,143957,144022,65
8,1184,16,20,61,1429,91,128,1,p0_issue_a1,0,144059,144128,69
8,1184,16,20,61,1429,91,128,1,p0_issue_b0,0,144169,144260,91
8,1184,16,20,61,1429,91,128,1,p1_wait_pipe1,1,141019,143898,2879
8,1184,16,20,61,1429,91,128,1,p1_issue_b1,1,143990,144083,93
8,1184,16,20,61,1429,91,128,1,c2_wait_b0,2,144947,145645,698
8,1184,16,20,61,1429,91,128,1,c2_wait_a0,2,145645,145755,110
8,1184,16,20,61,1429,91,128,1,c2_wait_a1,2,145757,145837,80
8,1184,16,20,61,1429,91,128,1,c2_mma,2,145839,147563,1724
8,1184,16,20,61,1429,91,128,1,c2_commit,2,147563,147627,64
8,1184,16,20,61,1429,91,128,1,c3_wait_b1,3,145076,145316,240
8,1184,16,20,61,1429,91,128,1,c3_wait_a0,3,145316,145424,108
8,1184,16,20,61,1429,91,128,1,c3_wait_a1,3,145426,145666,240
8,1184,16,20,61,1429,91,128,1,c3_mma,3,145668,147243,1575
8,1184,16,20,61,1429,91,128,1,c3_commit,3,147243,147370,127
8,1184,16,20,62,1430,93,64,0,p0_wait_pipe0,0,144494,145227,733
8,1184,16,20,62,1430,93,64,0,p0_wait_pipe1,0,145227,145288,61
8,1184,16,20,62,1430,93,64,0,p0_issue_a0,0,145350,145415,65
8,1184,16,20,62,1430,93,64,0,p0_issue_b0,0,145475,145566,91
8,1184,16,20,62,1430,93,64,0,p1_wait_pipe1,1,144242,145297,1055
8,1184,16,20,62,1430,93,64,0,p1_issue_b1,1,145389,145482,93
8,1184,16,20,62,1430,93,64,0,c2_wait_b0,2,147895,147963,68
8,1184,16,20,62,1430,93,64,0,c2_wait_a0,2,147963,148047,84
8,1184,16,20,62,1430,93,64,0,c2_mma,2,148089,148773,684
8,1184,16,20,62,1430,93,64,0,c2_commit,2,148773,148835,62
8,1184,16,20,62,1430,93,64,0,c3_wait_b1,3,147692,147760,68
8,1184,16,20,62,1430,93,64,0,c3_wait_a0,3,147760,147844,84
8,1184,16,20,62,1430,93,64,0,c3_mma,3,147886,148415,529
8,1184,16,20,62,1430,93,64,0,c3_commit,3,148415,148515,100
8,1184,16,20,63,1431,94,128,1,p0_wait_pipe0,0,145801,148035,2234
8,1184,16,20,63,1431,94,128,1,p0_wait_pipe1,0,148035,148096,61
8,1184,16,20,63,1431,94,128,1,p0_issue_a0,0,148158,148223,65
8,1184,16,20,63,1431,94,128,1,p0_issue_a1,0,148260,148329,69
8,1184,16,20,63,1431,94,128,1,p0_issue_b0,0,148370,148461,91
8,1184,16,20,63,1431,94,128,1,p1_wait_pipe1,1,145647,147910,2263
8,1184,16,20,63,1431,94,128,1,p1_issue_b1,1,148006,148099,93
8,1184,16,20,63,1431,94,128,1,c2_wait_b0,2,149033,149874,841
8,1184,16,20,63,1431,94,128,1,c2_wait_a0,2,149874,149982,108
8,1184,16,20,63,1431,94,128,1,c2_wait_a1,2,149984,150064,80
8,1184,16,20,63,1431,94,128,1,c2_mma,2,150066,151765,1699
8,1184,16,20,63,1431,94,128,1,c2_commit,2,151765,151892,127
8,1184,16,20,63,1431,94,128,1,c3_wait_b1,3,148771,148834,63
8,1184,16,20,63,1431,94,128,1,c3_wait_a0,3,148834,149879,1045
8,1184,16,20,63,1431,94,128,1,c3_wait_a1,3,149881,150122,241
8,1184,16,20,63,1431,94,128,1,c3_mma,3,150124,151829,1705
8,1184,16,20,63,1431,94,128,1,c3_commit,3,151829,151956,127
