tile_iter,linear_tile,tile_m,tile_n,logical_stage,stage_epoch,k64_cursor,stage_k,smem_slot,event,warp,start_cycle,end_cycle,duration_cycle
8,1184,16,20,56,1424,84,64,0,p0_wait_pipe0,0,131080,131810,730
8,1184,16,20,56,1424,84,64,0,p0_wait_pipe1,0,131810,131871,61
8,1184,16,20,56,1424,84,64,0,p0_issue_a0,0,131933,131998,65
8,1184,16,20,56,1424,84,64,0,p0_issue_b0,0,132058,132149,91
8,1184,16,20,56,1424,84,64,0,p1_wait_pipe1,1,130832,131741,909
8,1184,16,20,56,1424,84,64,0,p1_issue_b1,1,131833,131926,93
8,1184,16,20,56,1424,84,64,0,c2_wait_b0,2,134701,134770,69
8,1184,16,20,56,1424,84,64,0,c2_wait_a0,2,134770,134855,85
8,1184,16,20,56,1424,84,64,0,c2_mma,2,134897,135525,628
8,1184,16,20,56,1424,84,64,0,c2_commit,2,135525,135652,127
8,1184,16,20,56,1424,84,64,0,c3_wait_b1,3,134767,134839,72
8,1184,16,20,56,1424,84,64,0,c3_wait_a0,3,134839,134923,84
8,1184,16,20,56,1424,84,64,0,c3_mma,3,134965,135717,752
8,1184,16,20,56,1424,84,64,0,c3_commit,3,135717,135844,127
8,1184,16,20,57,1425,85,128,1,p0_wait_pipe0,0,132386,134931,2545
8,1184,16,20,57,1425,85,128,1,p0_wait_pipe1,0,134931,134992,61
8,1184,16,20,57,1425,85,128,1,p0_issue_a0,0,135054,135119,65
8,1184,16,20,57,1425,85,128,1,p0_issue_a1,0,135156,135225,69
8,1184,16,20,57,1425,85,128,1,p0_issue_b0,0,135266,135357,91
8,1184,16,20,57,1425,85,128,1,p1_wait_pipe1,1,132089,134804,2715
8,1184,16,20,57,1425,85,128,1,p1_issue_b1,1,134896,134989,93
8,1184,16,20,57,1425,85,128,1,c2_wait_b0,2,135908,136750,842
8,1184,16,20,57,1425,85,128,1,c2_wait_a0,2,136750,136859,109
8,1184,16,20,57,1425,85,128,1,c2_wait_a1,2,136861,137105,244
8,1184,16,20,57,1425,85,128,1,c2_mma,2,137107,138842,1735
8,1184,16,20,57,1425,85,128,1,c2_commit,2,138842,138969,127
8,1184,16,20,57,1425,85,128,1,c3_wait_b1,3,136038,136101,63
8,1184,16,20,57,1425,85,128,1,c3_wait_a0,3,136101,136535,434
8,1184,16,20,57,1425,85,128,1,c3_wait_a1,3,136537,137077,540
8,1184,16,20,57,1425,85,128,1,c3_mma,3,137079,138778,1699
8,1184,16,20,57,1425,85,128,1,c3_commit,3,138778,138905,127
