tile_iter,linear_tile,tile_m,tile_n,logical_stage,stage_epoch,k64_cursor,stage_k,smem_slot,event,warp,start_cycle,end_cycle,duration_cycle
8,1184,16,20,57,1425,85,128,1,c2_mma,2,141728,143087,1359
8,1184,16,20,57,1425,85,128,1,c2_commit,2,143087,143150,63
8,1184,16,20,57,1425,85,128,1,c3_wait_b1,3,138199,138590,391
8,1184,16,20,57,1425,85,128,1,c3_wait_a0,3,138590,140064,1474
8,1184,16,20,57,1425,85,128,1,c3_wait_a1,3,140066,140146,80
8,1184,16,20,57,1425,85,128,1,c3_mma,3,140148,141165,1017
8,1184,16,20,57,1425,85,128,1,c3_commit,3,141165,141222,57
8,1184,16,20,58,1426,87,64,0,p0_wait_pipe0,0,139414,139693,279
8,1184,16,20,58,1426,87,64,0,p0_wait_pipe1,0,139693,139754,61
8,1184,16,20,58,1426,87,64,0,p0_issue_a0,0,139816,139881,65
8,1184,16,20,58,1426,87,64,0,p0_issue_b0,0,139941,140032,91
8,1184,16,20,58,1426,87,64,0,p1_wait_pipe1,1,137126,138479,1353
8,1184,16,20,58,1426,87,64,0,p1_issue_b1,1,138572,138665,93
8,1184,16,20,58,1426,87,64,0,c2_wait_b0,2,143425,143493,68
8,1184,16,20,58,1426,87,64,0,c2_wait_a0,2,143493,143578,85
8,1184,16,20,58,1426,87,64,0,c2_mma,2,143620,144149,529
8,1184,16,20,58,1426,87,64,0,c2_commit,2,144149,144206,57
8,1184,16,20,58,1426,87,64,0,c3_wait_b1,3,141499,141567,68
8,1184,16,20,58,1426,87,64,0,c3_wait_a0,3,141567,141651,84
8,1184,16,20,58,1426,87,64,0,c3_mma,3,141693,142383,690
8,1184,16,20,58,1426,87,64,0,c3_commit,3,142383,142510,127
8,1184,16,20,59,1427,88,128,1,p0_wait_pipe0,0,140267,143559,3292
8,1184,16,20,59,1427,88,128,1,p0_wait_pipe1,0,143559,143620,61
8,1184,16,20,59,1427,88,128,1,p0_issue_a0,0,143683,143748,65
8,1184,16,20,59,1427,88,128,1,p0_issue_a1,0,143785,143854,69
8,1184,16,20,59,1427,88,128,1,p0_issue_b0,0,143895,143986,91
8,1184,16,20,59,1427,88,128,1,p1_wait_pipe1,1,138827,141398,2571
8,1184,16,20,59,1427,88,128,1,p1_issue_b1,1,141492,141585,93
8,1184,16,20,59,1427,88,128,1,c2_wait_b0,2,144402,146146,1744
8,1184,16,20,59,1427,88,128,1,c2_wait_a0,2,146146,146255,109
8,1184,16,20,59,1427,88,128,1,c2_wait_a1,2,146257,146337,80
8,1184,16,20,59,1427,88,128,1,c2_mma,2,146339,147722,1383
8,1184,16,20,59,1427,88,128,1,c2_commit,2,147722,147785,63
8,1184,16,20,59,1427,88,128,1,c3_wait_b1,3,142766,143157,391
8,1184,16,20,59,1427,88,128,1,c3_wait_a0,3,143157,144783,1626
8,1184,16,20,59,1427,88,128,1,c3_wait_a1,3,144785,144865,80
8,1184,16,20,59,1427,88,128,1,c3_mma,3,144867,145884,1017
8,1184,16,20,59,1427,88,128,1,c3_commit,3,145884,145941,57
8,1184,16,20,60,1428,90,64,0,p0_wait_pipe0,0,144226,144343,117
8,1184,16,20,60,1428,90,64,0,p0_wait_pipe1,0,144343,144404,61
8,1184,16,20,60,1428,90,64,0,p0_issue_a0,0,144470,144535,65
8,1184,16,20,60,1428,90,64,0,p0_issue_b0,0,144595,144686,91
8,1184,16,20,60,1428,90,64,0,p1_wait_pipe1,1,141745,142954,1209
8,1184,16,20,60,1428,90,64,0,p1_issue_b1,1,143046,143139,93
8,1184,16,20,60,1428,90,64,0,c2_wait_b0,2,148054,148122,68
8,1184,16,20,60,1428,90,64,0,c2_wait_a0,2,148122,148206,84
8,1184,16,20,60,1428,90,64,0,c2_mma,2,148248,148777,529
8,1184,16,20,60,1428,90,64,0,c2_commit,2,148777,148834,57
8,1184,16,20,60,1428,90,64,0,c3_wait_b1,3,146210,146278,68
8,1184,16,20,60,1428,90,64,0,c3_wait_a0,3,146278,146362,84
8,1184,16,20,60,1428,90,64,0,c3_mma,3,146404,147146,742
8,1184,16,20,60,1428,90,64,0,c3_commit,3,147146,147273,127
8,1184,16,20,61,1429,91,128,1,p0_wait_pipe0,0,144925,148070,3145
8,1184,16,20,61,1429,91,128,1,p0_wait_pipe1,0,148070,148131,61
8,1184,16,20,61,1429,91,128,1,p0_issue_a0,0,148193,148258,65
8,1184,16,20,61,1429,91,128,1,p0_issue_a1,0,148295,148364,69
8,1184,16,20,61,1429,91,128,1,p0_issue_b0,0,148405,148496,91
8,1184,16,20,61,1429,91,128,1,p1_wait_pipe1,1,143301,146163,2862
8,1184,16,20,61,1429,91,128,1,p1_issue_b1,1,146256,146349,93
8,1184,16,20,61,1429,91,128,1,c2_wait_b0,2,149032,150473,1441
8,1184,16,20,61,1429,91,128,1,c2_wait_a0,2,150473,150591,118
8,1184,16,20,61,1429,91,128,1,c2_wait_a1,2,150593,150673,80
8,1184,16,20,61,1429,91,128,1,c2_mma,2,150675,152138,1463
8,1184,16,20,61,1429,91,128,1,c2_commit,2,152138,152201,63
8,1184,16,20,61,1429,91,128,1,c3_wait_b1,3,147529,147767,238
8,1184,16,20,61,1429,91,128,1,c3_wait_a0,3,147767,149545,1778
8,1184,16,20,61,1429,91,128,1,c3_wait_a1,3,149547,150241,694
8,1184,16,20,61,1429,91,128,1,c3_mma,3,150243,151498,1255
8,1184,16,20,61,1429,91,128,1,c3_commit,3,151498,151625,127
8,1184,16,20,62,1430,93,64,0,p0_wait_pipe0,0,148732,149011,279
8,1184,16,20,62,1430,93,64,0,p0_wait_pipe1,0,149011,149072,61
8,1184,16,20,62,1430,93,64,0,p0_issue_a0,0,149134,149199,65
8,1184,16,20,62,1430,93,64,0,p0_issue_b0,0,149259,149350,91
8,1184,16,20,62,1430,93,64,0,p1_wait_pipe1,1,146508,147717,1209
8,1184,16,20,62,1430,93,64,0,p1_issue_b1,1,147809,147902,93
8,1184,16,20,62,1430,93,64,0,c2_wait_b0,2,152469,152537,68
8,1184,16,20,62,1430,93,64,0,c2_wait_a0,2,152537,152621,84
8,1184,16,20,62,1430,93,64,0,c2_mma,2,152663,153192,529
8,1184,16,20,62,1430,93,64,0,c2_commit,2,153192,153249,57
8,1184,16,20,62,1430,93,64,0,c3_wait_b1,3,151942,152010,68
8,1184,16,20,62,1430,93,64,0,c3_wait_a0,3,152010,152094,84
8,1184,16,20,62,1430,93,64,0,c3_mma,3,152136,152665,529
8,1184,16,20,62,1430,93,64,0,c3_commit,3,152665,152722,57
8,1184,16,20,63,1431,94,128,1,p0_wait_pipe0,0,149590,152588,2998
8,1184,16,20,63,1431,94,128,1,p0_wait_pipe1,0,152588,152649,61
8,1184,16,20,63,1431,94,128,1,p0_issue_a0,0,152711,152776,65
8,1184,16,20,63,1431,94,128,1,p0_issue_a1,0,152813,152882,69
8,1184,16,20,63,1431,94,128,1,p0_issue_b0,0,152923,153014,91
8,1184,16,20,63,1431,94,128,1,p1_wait_pipe1,1,148066,152136,4070
8,1184,16,20,63,1431,94,128,1,p1_issue_b1,1,152228,152321,93
8,1184,16,20,63,1431,94,128,1,c2_wait_b0,2,153445,155040,1595
8,1184,16,20,63,1431,94,128,1,c2_wait_a0,2,155040,155163,123
8,1184,16,20,63,1431,94,128,1,c2_wait_a1,2,155165,155246,81
8,1184,16,20,63,1431,94,128,1,c2_mma,2,155248,156774,1526
8,1184,16,20,63,1431,94,128,1,c2_commit,2,156774,156837,63
8,1184,16,20,63,1431,94,128,1,c3_wait_b1,3,152915,153150,235
8,1184,16,20,63,1431,94,128,1,c3_wait_a0,3,153150,154334,1184
8,1184,16,20,63,1431,94,128,1,c3_wait_a1,3,154336,154877,541
8,1184,16,20,63,1431,94,128,1,c3_mma,3,154879,156198,1319
8,1184,16,20,63,1431,94,128,1,c3_commit,3,156198,156325,127
