tile_iter,linear_tile,tile_m,tile_n,logical_stage,stage_epoch,k64_cursor,stage_k,smem_slot,event,warp,start_cycle,end_cycle,duration_cycle
8,1184,16,20,56,1424,84,64,0,p0_wait_pipe0,0,135075,135354,279
8,1184,16,20,56,1424,84,64,0,p0_wait_pipe1,0,135354,135415,61
8,1184,16,20,56,1424,84,64,0,p0_issue_a0,0,135477,135542,65
8,1184,16,20,56,1424,84,64,0,p0_issue_b0,0,135602,135693,91
8,1184,16,20,56,1424,84,64,0,p1_wait_pipe1,1,134225,134981,756
8,1184,16,20,56,1424,84,64,0,p1_issue_b1,1,135073,135166,93
8,1184,16,20,56,1424,84,64,0,c2_wait_b0,2,139388,139456,68
8,1184,16,20,56,1424,84,64,0,c2_wait_a0,2,139456,139540,84
8,1184,16,20,56,1424,84,64,0,c2_mma,2,139582,140111,529
8,1184,16,20,56,1424,84,64,0,c2_commit,2,140111,140168,57
8,1184,16,20,56,1424,84,64,0,c3_wait_b1,3,138231,138299,68
8,1184,16,20,56,1424,84,64,0,c3_wait_a0,3,138299,138384,85
8,1184,16,20,56,1424,84,64,0,c3_mma,3,138426,139258,832
8,1184,16,20,56,1424,84,64,0,c3_commit,3,139258,139322,64
8,1184,16,20,57,1425,85,128,1,p0_wait_pipe0,0,135929,139531,3602
8,1184,16,20,57,1425,85,128,1,p0_wait_pipe1,0,139531,139592,61
8,1184,16,20,57,1425,85,128,1,p0_issue_a0,0,139654,139719,65
8,1184,16,20,57,1425,85,128,1,p0_issue_a1,0,139756,139825,69
8,1184,16,20,57,1425,85,128,1,p0_issue_b0,0,139866,139957,91
8,1184,16,20,57,1425,85,128,1,p1_wait_pipe1,1,135326,138341,3015
8,1184,16,20,57,1425,85,128,1,p1_issue_b1,1,138433,138526,93
8,1184,16,20,57,1425,85,128,1,c2_wait_b0,2,140363,141954,1591
8,1184,16,20,57,1425,85,128,1,c2_wait_a0,2,141954,142062,108
8,1184,16,20,57,1425,85,128,1,c2_wait_a1,2,142064,142144,80
8,1184,16,20,57,1425,85,128,1,c2_mma,2,142146,143522,1376
8,1184,16,20,57,1425,85,128,1,c2_commit,2,143522,143585,63
8,1184,16,20,57,1425,85,128,1,c3_wait_b1,3,139515,139902,387
8,1184,16,20,57,1425,85,128,1,c3_wait_a0,3,139902,141383,1481
8,1184,16,20,57,1425,85,128,1,c3_wait_a1,3,141385,141625,240
8,1184,16,20,57,1425,85,128,1,c3_mma,3,141627,142818,1191
8,1184,16,20,57,1425,85,128,1,c3_commit,3,142818,142945,127
8,1184,16,20,58,1426,87,64,0,p0_wait_pipe0,0,140191,140310,119
8,1184,16,20,58,1426,87,64,0,p0_wait_pipe1,0,140310,140371,61
8,1184,16,20,58,1426,87,64,0,p0_issue_a0,0,140436,140501,65
8,1184,16,20,58,1426,87,64,0,p0_issue_b0,0,140561,140652,91
8,1184,16,20,58,1426,87,64,0,p1_wait_pipe1,1,138685,139750,1065
8,1184,16,20,58,1426,87,64,0,p1_issue_b1,1,139842,139935,93
8,1184,16,20,58,1426,87,64,0,c2_wait_b0,2,143903,143971,68
8,1184,16,20,58,1426,87,64,0,c2_wait_a0,2,143971,144056,85
8,1184,16,20,58,1426,87,64,0,c2_mma,2,144098,144627,529
8,1184,16,20,58,1426,87,64,0,c2_commit,2,144627,144684,57
8,1184,16,20,58,1426,87,64,0,c3_wait_b1,3,143263,143332,69
8,1184,16,20,58,1426,87,64,0,c3_wait_a0,3,143332,143416,84
8,1184,16,20,58,1426,87,64,0,c3_mma,3,143458,144034,576
8,1184,16,20,58,1426,87,64,0,c3_commit,3,144034,144097,63
8,1184,16,20,59,1427,88,128,1,p0_wait_pipe0,0,140887,144029,3142
8,1184,16,20,59,1427,88,128,1,p0_wait_pipe1,0,144029,144090,61
8,1184,16,20,59,1427,88,128,1,p0_issue_a0,0,144152,144217,65
8,1184,16,20,59,1427,88,128,1,p0_issue_a1,0,144254,144323,69
8,1184,16,20,59,1427,88,128,1,p0_issue_b0,0,144364,144455,91
8,1184,16,20,59,1427,88,128,1,p1_wait_pipe1,1,140095,143419,3324
8,1184,16,20,59,1427,88,128,1,p1_issue_b1,1,143511,143604,93
8,1184,16,20,59,1427,88,128,1,c2_wait_b0,2,144881,146796,1915
8,1184,16,20,59,1427,88,128,1,c2_wait_a0,2,146796,146904,108
8,1184,16,20,59,1427,88,128,1,c2_wait_a1,2,146906,146993,87
8,1184,16,20,59,1427,88,128,1,c2_mma,2,146995,148284,1289
8,1184,16,20,59,1427,88,128,1,c2_commit,2,148284,148411,127
8,1184,16,20,59,1427,88,128,1,c3_wait_b1,3,144291,144354,63
8,1184,16,20,59,1427,88,128,1,c3_wait_a0,3,144354,145567,1213
8,1184,16,20,59,1427,88,128,1,c3_wait_a1,3,145569,146259,690
8,1184,16,20,59,1427,88,128,1,c3_mma,3,146261,147278,1017
8,1184,16,20,59,1427,88,128,1,c3_commit,3,147278,147387,109
8,1184,16,20,60,1428,90,64,0,p0_wait_pipe0,0,144689,144970,281
8,1184,16,20,60,1428,90,64,0,p0_wait_pipe1,0,144970,145031,61
8,1184,16,20,60,1428,90,64,0,p0_issue_a0,0,145093,145158,65
8,1184,16,20,60,1428,90,64,0,p0_issue_b0,0,145218,145309,91
8,1184,16,20,60,1428,90,64,0,p1_wait_pipe1,1,143763,144524,761
8,1184,16,20,60,1428,90,64,0,p1_issue_b1,1,144616,144709,93
8,1184,16,20,60,1428,90,64,0,c2_wait_b0,2,148730,148798,68
8,1184,16,20,60,1428,90,64,0,c2_wait_a0,2,148798,148882,84
8,1184,16,20,60,1428,90,64,0,c2_mma,2,148925,149454,529
8,1184,16,20,60,1428,90,64,0,c2_commit,2,149454,149511,57
8,1184,16,20,60,1428,90,64,0,c3_wait_b1,3,147706,147774,68
8,1184,16,20,60,1428,90,64,0,c3_wait_a0,3,147774,147858,84
8,1184,16,20,60,1428,90,64,0,c3_mma,3,147900,148669,769
8,1184,16,20,60,1428,90,64,0,c3_commit,3,148669,148731,62
8,1184,16,20,61,1429,91,128,1,p0_wait_pipe0,0,145543,148867,3324
8,1184,16,20,61,1429,91,128,1,p0_wait_pipe1,0,148867,148928,61
8,1184,16,20,61,1429,91,128,1,p0_issue_a0,0,148990,149055,65
8,1184,16,20,61,1429,91,128,1,p0_issue_a1,0,149092,149161,69
8,1184,16,20,61,1429,91,128,1,p0_issue_b0,0,149202,149293,91
8,1184,16,20,61,1429,91,128,1,p1_wait_pipe1,1,144873,147921,3048
8,1184,16,20,61,1429,91,128,1,p1_issue_b1,1,148013,148106,93
8,1184,16,20,61,1429,91,128,1,c2_wait_b0,2,149708,151305,1597
8,1184,16,20,61,1429,91,128,1,c2_wait_a0,2,151305,151414,109
8,1184,16,20,61,1429,91,128,1,c2_wait_a1,2,151416,151496,80
8,1184,16,20,61,1429,91,128,1,c2_mma,2,151498,152732,1234
8,1184,16,20,61,1429,91,128,1,c2_commit,2,152732,152859,127
8,1184,16,20,61,1429,91,128,1,c3_wait_b1,3,148928,148991,63
8,1184,16,20,61,1429,91,128,1,c3_wait_a0,3,148991,150337,1346
8,1184,16,20,61,1429,91,128,1,c3_wait_a1,3,150339,150579,240
8,1184,16,20,61,1429,91,128,1,c3_mma,3,150581,151598,1017
8,1184,16,20,61,1429,91,128,1,c3_commit,3,151598,151655,57
8,1184,16,20,62,1430,93,64,0,p0_wait_pipe0,0,149528,149645,117
8,1184,16,20,62,1430,93,64,0,p0_wait_pipe1,0,149645,149706,61
8,1184,16,20,62,1430,93,64,0,p0_issue_a0,0,149770,149835,65
8,1184,16,20,62,1430,93,64,0,p0_issue_b0,0,149895,149986,91
8,1184,16,20,62,1430,93,64,0,p1_wait_pipe1,1,148266,149031,765
8,1184,16,20,62,1430,93,64,0,p1_issue_b1,1,149123,149216,93
8,1184,16,20,62,1430,93,64,0,c2_wait_b0,2,153176,153251,75
8,1184,16,20,62,1430,93,64,0,c2_wait_a0,2,153251,153338,87
8,1184,16,20,62,1430,93,64,0,c2_mma,2,153380,153909,529
8,1184,16,20,62,1430,93,64,0,c2_commit,2,153909,153966,57
8,1184,16,20,62,1430,93,64,0,c3_wait_b1,3,151925,151994,69
8,1184,16,20,62,1430,93,64,0,c3_wait_a0,3,151994,152078,84
8,1184,16,20,62,1430,93,64,0,c3_mma,3,152120,152924,804
8,1184,16,20,62,1430,93,64,0,c3_commit,3,152924,153051,127
8,1184,16,20,63,1431,94,128,1,p0_wait_pipe0,0,150223,153390,3167
8,1184,16,20,63,1431,94,128,1,p0_wait_pipe1,0,153390,153451,61
8,1184,16,20,63,1431,94,128,1,p0_issue_a0,0,153513,153578,65
8,1184,16,20,63,1431,94,128,1,p0_issue_a1,0,153615,153684,69
8,1184,16,20,63,1431,94,128,1,p0_issue_b0,0,153725,153816,91
8,1184,16,20,63,1431,94,128,1,p1_wait_pipe1,1,149375,151981,2606
8,1184,16,20,63,1431,94,128,1,p1_issue_b1,1,152073,152166,93
8,1184,16,20,63,1431,94,128,1,c2_wait_b0,2,154163,155921,1758
8,1184,16,20,63,1431,94,128,1,c2_wait_a0,2,155921,156040,119
8,1184,16,20,63,1431,94,128,1,c2_wait_a1,2,156042,156123,81
8,1184,16,20,63,1431,94,128,1,c2_mma,2,156125,157459,1334
8,1184,16,20,63,1431,94,128,1,c2_commit,2,157459,157586,127
8,1184,16,20,63,1431,94,128,1,c3_wait_b1,3,153250,153636,386
8,1184,16,20,63,1431,94,128,1,c3_wait_a0,3,153636,154825,1189
8,1184,16,20,63,1431,94,128,1,c3_wait_a1,3,154827,155370,543
8,1184,16,20,63,1431,94,128,1,c3_mma,3,155372,156389,1017
8,1184,16,20,63,1431,94,128,1,c3_commit,3,156389,156446,57
