size,m,n,k,cta_m,cta_n,stage_k,mtile,ntile,ktiles,ctas,launch_ctas,warmup,iters,grid_swizzle,group_m,group_n,pipe1_phase_cycles,pipe1_tma_phase_cycles,pipe1_mma_phase_cycles,cstore_swizzle_128b,single_pipeline,single_pipeline_ntile_128,single_pipeline_wide_mma,single_pipeline_split_tma,single_pipeline_interleave_pipes,tma_a_l2_promotion,tma_b_l2_promotion,tma_c_l2_promotion,input_init,store_mode,dynamic_smem_bytes,event_ms,wall_ms,event_TFLOPS,wall_TFLOPS,checksum,device
8192,8192,8192,8192,256,256,64,32,32,128,1024,148,1,5,1,12,1,128,0,0,1,0,0,0,1,1,0,0,0,random-signed8,tma,197632,0.738931,0.741246,1487.976,1483.328,00000000,NVIDIA B200
