mode,elapsed_ms,iter,pipe,warp_id,tma_start,tma_end,tma_cycles,mma_start,mma_end,mma_cycles,ld_start,ld_end,ld_cycles,pack_start,pack_end,pack_cycles,st_start,st_end,st_cycles,v_tma_start,v_tma_end,v_tma_cycles,pv_start,pv_end,pv_cycles,total_start,total_end,total_cycles,ld_warp0_start,ld_warp0_end,ld_warp1_start,ld_warp1_end,ld_warp2_start,ld_warp2_end,ld_warp3_start,ld_warp3_end,ld_warp4_start,ld_warp4_end,ld_warp5_start,ld_warp5_end,ld_warp6_start,ld_warp6_end,ld_warp7_start,ld_warp7_end,pack_warp0_start,pack_warp0_end,pack_warp1_start,pack_warp1_end,pack_warp2_start,pack_warp2_end,pack_warp3_start,pack_warp3_end,pack_warp4_start,pack_warp4_end,pack_warp5_start,pack_warp5_end,pack_warp6_start,pack_warp6_end,pack_warp7_start,pack_warp7_end,st_warp0_start,st_warp0_end,st_warp1_start,st_warp1_end,st_warp2_start,st_warp2_end,st_warp3_start,st_warp3_end,st_warp4_start,st_warp4_end,st_warp5_start,st_warp5_end,st_warp6_start,st_warp6_end,st_warp7_start,st_warp7_end,status,cuda_error,notes
qk_pack_smem_pv_2pipe_trace,0.105376,30,0,0,94217,95170,953,97609,98571,962,101026,102213,1187,101045,103030,1985,101687,103937,2250,101189,102287,1098,105165,106026,861,94217,106026,11809,101030,101047,102067,102084,101032,101049,102132,102149,101026,101043,102152,102169,101036,101053,102196,102213,101049,101685,102132,102989,101051,101711,102196,102990,101045,101711,102216,102989,101055,101728,102263,103030,101687,101901,102991,103937,101713,101989,102992,103809,101713,102012,102991,103787,101730,102103,103032,103856,ok,no error,warp0_1_k_tma_qk_mma_warp2_3_v_tma_pv_mma_pipe_consumers_x64_exp2_pack_store_x2_p_done_after_ld_pv_pingpong_dep
qk_pack_smem_pv_2pipe_trace,0.105376,31,1,1,95293,96240,947,99637,101062,1425,101782,103695,1913,101801,104354,2553,102654,104908,2254,102287,103174,887,105918,106792,874,95293,106792,11499,101785,101802,103678,103695,101787,101804,103374,103391,101789,101806,103352,103369,101782,101799,103317,103334,101804,102740,103737,104354,101806,102668,103433,104035,101808,102668,103411,103999,101801,102652,103376,103937,102742,103518,104356,104908,102670,103200,104037,104716,102670,103179,104001,104675,102654,103144,103939,104249,ok,no error,warp0_1_k_tma_qk_mma_warp2_3_v_tma_pv_mma_pipe_consumers_x64_exp2_pack_store_x2_p_done_after_ld_pv_pingpong_dep
qk_pack_smem_pv_2pipe_trace,0.105376,32,0,0,99108,100185,1077,102332,103098,766,105913,107200,1287,105936,108064,2128,106576,109049,2473,106341,107200,859,109747,110814,1067,99108,110814,11706,105919,105940,106804,106911,105916,105937,106786,106887,105913,105934,106894,106950,106225,106246,107158,107200,105942,106582,106958,107974,105939,106574,106934,107974,105936,106605,106997,107982,106248,107015,107251,108064,106584,106789,107976,109049,106576,106768,107976,109009,106607,106876,107984,108985,107017,107143,108066,108710,ok,no error,warp0_1_k_tma_qk_mma_warp2_3_v_tma_pv_mma_pipe_consumers_x64_exp2_pack_store_x2_p_done_after_ld_pv_pingpong_dep
qk_pack_smem_pv_2pipe_trace,0.105376,33,1,1,101174,102064,890,103817,104673,856,106730,108962,2232,106758,109627,2869,107751,109971,2220,107229,108166,937,110738,111539,801,101174,111539,10365,106783,106811,108814,108962,106782,106805,108797,108944,106790,106811,108651,108790,106730,106753,107891,108277,106813,107917,109004,109627,106807,107925,108986,109627,106813,107861,108832,109416,106758,107749,108319,108875,107919,108801,109629,109971,107927,108784,109629,109968,107863,108637,109418,109674,107751,107878,108877,109263,ok,no error,warp0_1_k_tma_qk_mma_warp2_3_v_tma_pv_mma_pipe_consumers_x64_exp2_pack_store_x2_p_done_after_ld_pv_pingpong_dep
qk_pack_smem_pv_2pipe_trace,0.105376,34,0,0,103808,104738,930,107322,108084,762,110717,111939,1222,110736,112735,1999,111423,113608,2185,111008,111867,859,114560,115434,874,103808,115434,11626,110720,110737,111872,111891,110722,110739,111859,111876,110719,110736,111922,111939,110717,110734,111920,111937,110739,111421,111937,112721,110741,111421,111923,112694,110738,111455,111986,112702,110736,111440,111988,112735,111423,111668,112723,113548,111423,111692,112696,113608,111457,111788,112704,113455,111442,111775,112737,113516,ok,no error,warp0_1_k_tma_qk_mma_warp2_3_v_tma_pv_mma_pipe_consumers_x64_exp2_pack_store_x2_p_done_after_ld_pv_pingpong_dep
qk_pack_smem_pv_2pipe_trace,0.105376,35,1,1,104952,105830,878,109078,110015,937,111492,113188,1696,111511,113841,2330,112321,114319,1998,111956,112924,968,115330,116197,867,104952,116197,11245,111497,111514,113049,113066,111499,111516,113171,113188,111495,111513,112985,113002,111492,111509,113058,113075,111516,112334,113108,113705,111518,112382,113230,113841,111515,112319,113044,113603,111511,112335,113117,113682,112336,112876,113707,114211,112384,113005,113843,114319,112321,112549,113605,114043,112337,112885,113684,114259,ok,no error,warp0_1_k_tma_qk_mma_warp2_3_v_tma_pv_mma_pipe_consumers_x64_exp2_pack_store_x2_p_done_after_ld_pv_pingpong_dep
qk_pack_smem_pv_2pipe_trace,0.105376,36,0,0,108799,109949,1150,112058,112821,763,115326,116575,1249,115349,117473,2124,115990,118249,2259,115569,116433,864,118819,119831,1012,108799,119831,11032,115330,115351,116213,116324,115327,115348,116211,116317,115326,115347,116290,116375,115629,115650,116531,116575,115353,115988,116371,117394,115350,115988,116364,117395,115349,116020,116422,117377,115652,116374,116622,117473,115990,116198,117396,118249,115990,116194,117397,118131,116022,116273,117379,117935,116376,116510,117475,118108,ok,no error,warp0_1_k_tma_qk_mma_warp2_3_v_tma_pv_mma_pipe_consumers_x64_exp2_pack_store_x2_p_done_after_ld_pv_pingpong_dep
qk_pack_smem_pv_2pipe_trace,0.105376,37,1,1,110215,111106,891,113301,114304,1003,116156,118101,1945,116181,118784,2603,117216,119143,1927,116384,117360,976,119850,120615,765,110215,120615,10400,116195,116220,117958,118101,116203,116230,117823,117954,116178,116199,117447,117598,116156,116177,117518,117675,116222,117320,118145,118784,116232,117302,117996,118605,116201,117214,117640,118196,116181,117230,117717,118274,117322,117945,118786,119143,117304,117810,118607,119032,117216,117434,118198,118662,117232,117505,118276,118599,ok,no error,warp0_1_k_tma_qk_mma_warp2_3_v_tma_pv_mma_pipe_consumers_x64_exp2_pack_store_x2_p_done_after_ld_pv_pingpong_dep
qk_pack_smem_pv_2pipe_trace,0.105376,38,0,0,113378,114407,1029,116692,117639,947,119804,120987,1183,119823,121803,1980,120461,122719,2258,120029,120921,892,123627,124518,891,113378,124518,11140,119805,119822,120895,120912,119807,119824,120896,120913,119810,119827,120936,120953,119804,119821,120970,120987,119824,120459,120959,121770,119826,120459,120960,121762,119829,120493,121000,121761,119823,120491,121034,121803,120461,120693,121772,122719,120461,120708,121764,122590,120495,120797,121763,122508,120493,120881,121805,122698,ok,no error,warp0_1_k_tma_qk_mma_warp2_3_v_tma_pv_mma_pipe_consumers_x64_exp2_pack_store_x2_p_done_after_ld_pv_pingpong_dep
qk_pack_smem_pv_2pipe_trace,0.105376,39,1,1,114494,115352,858,118224,119134,910,120565,122356,1791,120584,123010,2426,121403,123544,2141,121061,122029,968,124422,125192,770,114494,125192,10698,120569,120586,122339,122356,120571,120588,122156,122173,120565,120582,122019,122036,120567,120584,122242,122259,120588,121475,122398,123010,120590,121449,122215,122808,120584,121401,122078,122640,120586,121458,122306,122873,121477,122175,123012,123544,121451,121988,122811,123415,121403,121578,122642,123045,121460,122063,122875,123431,ok,no error,warp0_1_k_tma_qk_mma_warp2_3_v_tma_pv_mma_pipe_consumers_x64_exp2_pack_store_x2_p_done_after_ld_pv_pingpong_dep
qk_pack_smem_pv_2pipe_trace,0.105376,40,0,0,118253,119213,960,121105,121879,774,124411,125576,1165,124434,126639,2205,125075,127473,2398,124835,125683,848,128065,129111,1046,118253,129111,10858,124418,124439,125363,125487,124415,124436,125371,125501,124411,124432,125427,125535,124412,124433,125524,125576,124441,125073,125532,126615,124438,125073,125546,126597,124434,125091,125582,126621,124435,125107,125625,126639,125075,125350,126617,127473,125075,125357,126599,127429,125093,125413,126623,127333,125109,125508,126641,127350,ok,no error,warp0_1_k_tma_qk_mma_warp2_3_v_tma_pv_mma_pipe_consumers_x64_exp2_pack_store_x2_p_done_after_ld_pv_pingpong_dep
qk_pack_smem_pv_2pipe_trace,0.105376,41,1,1,119409,120232,823,122468,123424,956,125418,127471,2053,125441,128147,2706,126540,128354,1814,125714,126651,937,129046,129824,778,119409,129824,10415,125422,125443,127338,127471,125427,125448,127043,127191,125431,125452,127028,127180,125418,125439,127036,127171,125445,126581,127518,128147,125450,126538,127233,127856,125454,126546,127222,127829,125441,126546,127213,127809,126583,127325,128149,128354,126540,127030,127858,128250,126548,127015,127831,128119,126548,127023,127811,128082,ok,no error,warp0_1_k_tma_qk_mma_warp2_3_v_tma_pv_mma_pipe_consumers_x64_exp2_pack_store_x2_p_done_after_ld_pv_pingpong_dep
qk_pack_smem_pv_2pipe_trace,0.105376,42,0,0,122601,123634,1033,125697,126459,762,129022,130263,1241,129041,131045,2004,129730,131878,2148,129304,130163,859,133029,134105,1076,122601,134105,11504,129026,129043,130195,130212,129028,129045,130147,130165,129022,129039,130228,130245,129025,129042,130246,130263,129045,129728,130260,131013,129047,129728,130212,130999,129041,129769,130292,131007,129044,129762,130310,131045,129730,130002,131015,131859,129730,129953,131001,131868,129771,130109,131009,131716,129764,130102,131047,131878,ok,no error,warp0_1_k_tma_qk_mma_warp2_3_v_tma_pv_mma_pipe_consumers_x64_exp2_pack_store_x2_p_done_after_ld_pv_pingpong_dep
qk_pack_smem_pv_2pipe_trace,0.105376,43,1,1,123621,124585,964,127591,128377,786,129800,131482,1682,129819,132122,2303,130607,132690,2083,130226,131128,902,134009,134780,771,123621,134780,11159,129804,129821,131378,131395,129806,129823,131458,131475,129803,129820,131239,131256,129800,129817,131465,131482,129823,130645,131437,132027,129825,130677,131517,132122,129822,130605,131298,131859,129819,130661,131526,132097,130647,131203,132029,132619,130679,131298,132124,132690,130607,131038,131861,132327,130663,131283,132099,132658,ok,no error,warp0_1_k_tma_qk_mma_warp2_3_v_tma_pv_mma_pipe_consumers_x64_exp2_pack_store_x2_p_done_after_ld_pv_pingpong_dep
qk_pack_smem_pv_2pipe_trace,0.105376,44,0,0,126557,127582,1025,130380,131156,776,133998,135180,1182,134021,136242,2221,134656,136964,2308,134232,135092,860,137574,138492,918,126557,138492,11935,133999,134020,134939,135074,134002,134023,134965,135105,133998,134019,135043,135153,134005,134029,135116,135180,134022,134654,135120,136187,134025,134662,135150,136203,134021,134686,135200,136203,134031,134686,135232,136242,134656,134926,136189,136964,134664,134951,136205,136889,134688,135025,136205,136922,134688,135096,136244,136953,ok,no error,warp0_1_k_tma_qk_mma_warp2_3_v_tma_pv_mma_pipe_consumers_x64_exp2_pack_store_x2_p_done_after_ld_pv_pingpong_dep
qk_pack_smem_pv_2pipe_trace,0.105376,45,1,1,128600,129426,826,131599,132579,980,135004,136889,1885,135027,137554,2527,136105,138004,1899,135186,136083,897,138528,139297,769,128600,139297,10697,135004,135025,136783,136889,135027,135048,136661,136769,135011,135035,136421,136561,135018,135039,136562,136689,135027,136143,136933,137554,135050,136143,136811,137432,135037,136103,136603,137154,135041,136120,136731,137320,136145,136767,137556,138004,136145,136647,137434,137990,136105,136408,137156,137414,136122,136549,137322,137726,ok,no error,warp0_1_k_tma_qk_mma_warp2_3_v_tma_pv_mma_pipe_consumers_x64_exp2_pack_store_x2_p_done_after_ld_pv_pingpong_dep
qk_pack_smem_pv_2pipe_trace,0.105376,46,0,0,131724,132980,1256,135301,136259,958,138482,139662,1180,138501,140487,1986,139138,141387,2249,138692,139545,853,142293,143190,897,131724,143190,11466,138489,138506,139576,139593,138485,138502,139551,139568,138486,138503,139632,139649,138482,138499,139644,139662,138508,139136,139640,140454,138504,139137,139616,140446,138505,139186,139696,140454,138501,139168,139710,140487,139138,139373,140456,141387,139139,139364,140448,141360,139188,139520,140456,141178,139170,139541,140489,141326,ok,no error,warp0_1_k_tma_qk_mma_warp2_3_v_tma_pv_mma_pipe_consumers_x64_exp2_pack_store_x2_p_done_after_ld_pv_pingpong_dep
qk_pack_smem_pv_2pipe_trace,0.105376,47,1,1,132824,133689,865,137004,137955,951,139242,140963,1721,139261,141607,2346,140095,142154,2059,139736,140651,915,143088,143870,782,132824,143870,11046,139242,139259,140938,140955,139243,139260,140946,140963,139246,139263,140703,140720,139248,139265,140865,140882,139261,140165,140997,141603,139262,140173,141005,141607,139265,140093,140762,141318,139267,140141,140925,141493,140167,140778,141605,142145,140175,140786,141609,142154,140095,140257,141320,141814,140143,140706,141495,142078,ok,no error,warp0_1_k_tma_qk_mma_warp2_3_v_tma_pv_mma_pipe_consumers_x64_exp2_pack_store_x2_p_done_after_ld_pv_pingpong_dep
qk_pack_smem_pv_2pipe_trace,0.105376,48,0,0,136789,137906,1117,139780,140563,783,143084,144285,1201,143109,145382,2273,143745,146121,2376,143498,144410,912,146708,147831,1123,136789,147831,11042,143086,143107,143977,144068,143089,143110,143994,144084,143432,143453,144256,144285,143084,143108,144042,144104,143109,143743,144133,145219,143112,143751,144126,145206,143455,144111,144330,145382,143110,143767,144150,145254,143745,143963,145221,145959,143753,143980,145208,145866,144113,144242,145384,146121,143769,144026,145256,146033,ok,no error,warp0_1_k_tma_qk_mma_warp2_3_v_tma_pv_mma_pipe_consumers_x64_exp2_pack_store_x2_p_done_after_ld_pv_pingpong_dep
qk_pack_smem_pv_2pipe_trace,0.105376,49,1,1,138222,139099,877,141079,142064,985,144029,145952,1923,144052,146617,2565,145151,147021,1870,144350,145263,913,147746,148551,805,138222,148551,10329,144036,144057,145648,145782,144029,144050,145656,145803,144194,144216,145813,145952,144034,144061,145733,145872,144059,145149,145829,146448,144052,145162,145845,146481,144218,145299,145994,146617,144063,145194,145914,146531,145151,145635,146450,146819,145164,145643,146483,146758,145301,145800,146619,147021,145196,145720,146533,146912,ok,no error,warp0_1_k_tma_qk_mma_warp2_3_v_tma_pv_mma_pipe_consumers_x64_exp2_pack_store_x2_p_done_after_ld_pv_pingpong_dep
qk_pack_smem_pv_2pipe_trace,0.105376,50,0,0,141265,142332,1067,144402,145171,769,147722,148959,1237,147741,149740,1999,148423,150649,2226,148025,148884,859,151824,152674,850,141265,152674,11409,147722,147739,148828,148846,147726,147743,148854,148871,147729,147746,148942,148959,147725,147742,148920,148937,147741,148421,148893,149709,147745,148429,148918,149708,147748,148455,149007,149716,147744,148453,148985,149740,148423,148641,149711,150649,148431,148674,149710,150568,148457,148841,149718,150360,148455,148776,149742,150504,ok,no error,warp0_1_k_tma_qk_mma_warp2_3_v_tma_pv_mma_pipe_consumers_x64_exp2_pack_store_x2_p_done_after_ld_pv_pingpong_dep
qk_pack_smem_pv_2pipe_trace,0.105376,51,1,1,142305,143188,883,146066,146917,851,148503,150344,1841,148522,151005,2483,149308,151500,2192,148956,149882,926,152579,153350,771,142305,153350,11045,148505,148522,150327,150344,148503,148520,150152,150169,148507,148524,149883,149900,148509,148526,150043,150060,148524,149412,150389,151005,148522,149388,150211,150796,148526,149306,149942,150504,148528,149358,150102,150666,149414,150186,151007,151500,149390,149974,150798,151436,149308,149443,150506,150910,149360,149870,150668,151147,ok,no error,warp0_1_k_tma_qk_mma_warp2_3_v_tma_pv_mma_pipe_consumers_x64_exp2_pack_store_x2_p_done_after_ld_pv_pingpong_dep
qk_pack_smem_pv_2pipe_trace,0.105376,52,0,0,145557,146706,1149,149078,149850,772,152567,153753,1186,152590,154809,2219,153234,155642,2408,152802,153659,857,156176,157221,1045,145557,157221,11664,152575,152596,153536,153675,152568,152590,153537,153684,152567,152588,153632,153735,152575,152599,153666,153753,152598,153232,153722,154773,152592,153232,153731,154784,152590,153256,153781,154770,152601,153256,153804,154809,153234,153523,154775,155642,153234,153524,154786,155474,153258,153618,154772,155418,153258,153651,154811,155413,ok,no error,warp0_1_k_tma_qk_mma_warp2_3_v_tma_pv_mma_pipe_consumers_x64_exp2_pack_store_x2_p_done_after_ld_pv_pingpong_dep
qk_pack_smem_pv_2pipe_trace,0.105376,53,1,1,147172,148004,832,150460,151449,989,153575,155640,2065,153598,156296,2698,154654,156533,1879,153748,154682,934,157256,158023,767,147172,158023,10851,153591,153612,155506,155640,153600,153621,155194,155334,153575,153596,154818,154967,153584,153605,155042,155150,153614,154750,155687,156296,153623,154724,155376,155960,153598,154652,155009,155568,153607,154688,155192,155770,154752,155493,156298,156533,154726,155181,155962,156208,154654,154805,155570,155889,154690,155029,155772,156076,ok,no error,warp0_1_k_tma_qk_mma_warp2_3_v_tma_pv_mma_pipe_consumers_x64_exp2_pack_store_x2_p_done_after_ld_pv_pingpong_dep
qk_pack_smem_pv_2pipe_trace,0.105376,54,0,0,150496,151497,1001,153875,154826,951,157210,158389,1179,157229,159211,1982,157858,160163,2305,157421,158317,896,160612,161659,1047,150496,161659,11163,157211,157228,158249,158266,157213,157230,158263,158280,157216,157233,158371,158389,157210,157227,158348,158365,157230,157856,158314,159180,157232,157865,158327,159170,157235,157915,158436,159170,157229,157897,158413,159211,157858,158064,159182,160163,157867,158091,159172,160070,157917,158282,159172,159845,157899,158239,159213,160049,ok,no error,warp0_1_k_tma_qk_mma_warp2_3_v_tma_pv_mma_pipe_consumers_x64_exp2_pack_store_x2_p_done_after_ld_pv_pingpong_dep
qk_pack_smem_pv_2pipe_trace,0.105376,55,1,1,151702,152582,880,155783,156756,973,157969,159913,1944,157988,160593,2605,158803,161048,2245,158437,159359,922,161699,162453,754,151702,162453,10751,157976,157993,159896,159913,157971,157988,159666,159683,157969,157986,159348,159365,157973,157990,159638,159655,157995,158945,159958,160593,157990,158897,159725,160320,157988,158801,159407,159966,157992,158881,159697,160279,158947,159729,160595,161048,158899,159503,160322,160895,158803,158929,159968,160368,158883,159462,160281,160815,ok,no error,warp0_1_k_tma_qk_mma_warp2_3_v_tma_pv_mma_pipe_consumers_x64_exp2_pack_store_x2_p_done_after_ld_pv_pingpong_dep
qk_pack_smem_pv_2pipe_trace,0.105376,56,0,0,155321,156538,1217,158508,159278,770,161688,162999,1311,161711,163847,2136,162353,164794,2441,162026,162908,882,165467,166482,1015,155321,166482,11161,161694,161715,162577,162665,161696,161717,162578,162668,162007,162036,162970,162999,161688,161709,162687,162723,161717,162351,162726,163804,161719,162351,162729,163806,162039,162817,163046,163835,161711,162386,162772,163847,162353,162563,163806,164794,162353,162564,163808,164703,162819,162949,163837,164391,162388,162672,163849,164742,ok,no error,warp0_1_k_tma_qk_mma_warp2_3_v_tma_pv_mma_pipe_consumers_x64_exp2_pack_store_x2_p_done_after_ld_pv_pingpong_dep
qk_pack_smem_pv_2pipe_trace,0.105376,57,1,1,156867,157668,801,160029,160897,868,162537,164813,2276,162565,165476,2911,163502,165811,2309,162955,163867,912,166412,167213,801,156867,167213,10346,162629,162650,164647,164813,162632,162653,164519,164644,162537,162560,163814,164016,162622,162643,164479,164612,162652,163788,164856,165476,162655,163764,164686,165323,162565,163500,164058,164614,162645,163788,164654,165247,163790,164634,165478,165811,163766,164506,165325,165647,163502,163798,164616,165003,163790,164466,165249,165375,ok,no error,warp0_1_k_tma_qk_mma_warp2_3_v_tma_pv_mma_pipe_consumers_x64_exp2_pack_store_x2_p_done_after_ld_pv_pingpong_dep
qk_pack_smem_pv_2pipe_trace,0.105376,58,0,0,160109,161065,956,163118,163883,765,166393,167630,1237,166412,168422,2010,167095,169351,2256,166674,167557,883,170525,171376,851,160109,171376,11267,166396,166413,167523,167540,166398,166415,167456,167473,166393,166410,167613,167630,166402,166421,167590,167607,166415,167103,167587,168407,166417,167093,167521,168381,166412,167145,167678,168389,166423,167128,167657,168422,167105,167335,168409,169335,167095,167294,168383,169351,167147,167534,168391,169020,167130,167466,168424,169206,ok,no error,warp0_1_k_tma_qk_mma_warp2_3_v_tma_pv_mma_pipe_consumers_x64_exp2_pack_store_x2_p_done_after_ld_pv_pingpong_dep
qk_pack_smem_pv_2pipe_trace,0.105376,59,1,1,161066,161954,888,164933,165776,843,167183,169062,1879,167202,169700,2498,168007,170257,2250,167609,168535,926,171287,172056,769,161066,172056,10990,167189,167206,169002,169019,167183,167200,169045,169062,167185,167202,168531,168548,167186,167203,168770,168787,167208,168119,169061,169700,167202,168157,169104,169691,167204,168005,168590,169149,167205,168077,168829,169421,168121,168853,169702,170257,168159,168893,169693,170255,168007,168133,169151,169524,168079,168603,169423,170081,ok,no error,warp0_1_k_tma_qk_mma_warp2_3_v_tma_pv_mma_pipe_consumers_x64_exp2_pack_store_x2_p_done_after_ld_pv_pingpong_dep
qk_pack_smem_pv_2pipe_trace,0.105376,60,0,0,164425,165662,1237,167748,168525,777,171270,172458,1188,171293,173525,2232,171932,174258,2326,171503,172351,848,174889,175954,1065,164425,175954,11529,171272,171293,172215,172354,171279,171300,172239,172372,171270,171291,172288,172412,171277,171298,172403,172458,171295,171930,172400,173460,171302,171938,172418,173489,171293,171954,172459,173504,171300,171972,172511,173525,171932,172202,173462,174250,171940,172226,173491,174162,171956,172275,173506,174258,171974,172384,173527,174239,ok,no error,warp0_1_k_tma_qk_mma_warp2_3_v_tma_pv_mma_pipe_consumers_x64_exp2_pack_store_x2_p_done_after_ld_pv_pingpong_dep
qk_pack_smem_pv_2pipe_trace,0.105376,61,1,1,166025,166828,803,169174,170142,968,172287,174379,2092,172310,175032,2722,173400,175341,1941,172476,173388,912,175993,176765,772,166025,176765,10740,172287,172308,174253,174379,172303,172324,173965,174081,172305,172326,173874,173993,172300,172321,173709,173857,172310,173470,174421,175032,172326,173437,174123,174723,172328,173429,174035,174604,172323,173398,173899,174453,173472,174235,175034,175341,173439,173952,174725,175200,173431,173861,174606,174852,173400,173696,174455,174728,ok,no error,warp0_1_k_tma_qk_mma_warp2_3_v_tma_pv_mma_pipe_consumers_x64_exp2_pack_store_x2_p_done_after_ld_pv_pingpong_dep
qk_pack_smem_pv_2pipe_trace,0.105376,62,0,0,169115,170113,998,172582,173561,979,175943,177122,1179,175962,177911,1949,176606,178808,2202,176156,177003,847,179363,180153,790,169115,180153,11038,175945,175962,177066,177083,175943,175960,177051,177068,175948,175965,177105,177122,175950,175967,177101,177118,175964,176604,177129,177863,175962,176604,177115,177872,175967,176646,177169,177877,175969,176636,177167,177911,176606,176838,177865,178761,176606,176830,177874,178808,176648,176980,177879,178653,176638,176979,177913,178734,ok,no error,warp0_1_k_tma_qk_mma_warp2_3_v_tma_pv_mma_pipe_consumers_x64_exp2_pack_store_x2_p_done_after_ld_pv_pingpong_dep
qk_pack_smem_pv_2pipe_trace,0.105376,63,1,1,170403,171289,886,174506,175411,905,176712,178461,1749,176731,179079,2348,177543,179495,1952,177169,178092,923,180169,181019,850,170403,181019,10616,176716,176733,178299,178316,176717,176734,178444,178461,176712,176729,178195,178212,176713,176730,178251,178268,176735,177580,178358,178921,176736,177584,178503,179079,176731,177541,178254,178815,176732,177555,178310,178874,177582,178123,178923,179386,177586,178285,179081,179495,177543,177807,178817,179179,177557,178083,178876,179302,ok,no error,warp0_1_k_tma_qk_mma_warp2_3_v_tma_pv_mma_pipe_consumers_x64_exp2_pack_store_x2_p_done_after_ld_pv_pingpong_dep
