mode,q_shape,k_shape,v_shape,output_shape,tile_m,tile_n,mma_k,accumulates_per_load,blocks,repeats,k_tiles,warmup,iters,threads_per_cta,actual_ctas_per_sm,dynamic_smem_bytes,tmem_columns_allocated,tmem_columns_used,p_tmem_cols,o_tmem_cols,s_storage,elapsed_ms,total_groups,total_mmas,q_tma_GB,k_tma_GB,v_tma_GB,total_tma_GB,p_read_GB,s_store_GB,q_tma_TBps,k_tma_TBps,v_tma_TBps,total_tma_TBps,p_read_TBps,s_store_TBps,qk_TFLOP_per_s,pv_TFLOP_per_s,total_TFLOP_per_s,sink_checksum,status,cuda_error,notes
qk_pack_smem_pv_2pipe,Q[4096,128,128]_bf16,K[8192,128,128]_bf16,V[8192,128,128]_bf16,sink[4096]_u32_checksum,128,128,16,8,4096,8192,8192,2,3,384,1,230400,512,512,256,256,smem,163.472916,33554432,536870912,0.134,1099.512,1099.512,2199.157,2199.023,1099.512,0.001,6.726,6.726,13.453,13.452,6.726,860.922,860.922,1721.845,13853009251661054851,ok,no error,smem_q_k2_v2_s2_tmem_p2_o2_warp0_1_qk_warp2_3_pv_pipe_consumers_x64_exp2_pack_store_x2_p_done_after_ld_pv_pingpong_dep
