mode,q_shape,k_shape,v_shape,output_shape,tile_m,tile_n,mma_k,accumulates_per_load,blocks,repeats,k_tiles,warmup,iters,threads_per_cta,actual_ctas_per_sm,dynamic_smem_bytes,tmem_columns_allocated,tmem_columns_used,p_tmem_cols,o_tmem_cols,s_storage,elapsed_ms,total_groups,total_mmas,q_tma_GB,k_tma_GB,v_tma_GB,total_tma_GB,p_read_GB,s_store_GB,q_tma_TBps,k_tma_TBps,v_tma_TBps,total_tma_TBps,p_read_TBps,s_store_TBps,qk_TFLOP_per_s,pv_TFLOP_per_s,total_TFLOP_per_s,status,cuda_error,notes
contiguous_qkv_sw128_2d_tma_pv_2pipe_bf16_output,Q[4096,128,128]_bf16,K[4096,128,128]_bf16,V[4096,128,128]_bf16,O[4096,128,128]_bf16,128,128,16,8,4096,256,256,3,10,384,1,230400,512,512,256,256,bf16_direct,5.585616,1048576,16777216,0.134,34.360,34.360,68.854,68.719,34.360,0.024,6.151,6.151,12.327,12.303,6.151,787.388,787.388,1574.776,ok,no error,fixed_best_path_qk_contiguous_row_major_2d_sw128_tma_major_k_v_contiguous_k16_sw128_mn_major_dep_masked_split_s_ready_bf16_output_dep_default_mask_0x00d
