size,input,sm_id,block_idx,tile_iter,linear_tile,tile_m,tile_n,slot,event,warp,kind,start_raw,end_raw,start_rel,end_rel,envelope_cycles,total_cycles,sample_count,avg_cycles_per_sample
16384,random,142,0,8,1207,23,11,0,scheduler_atomic,0,interval,788120022920141,788120022920542,0,401,401,401,1,401.000000
16384,random,142,0,8,1207,23,11,1,scheduler_barrier,0,interval,788120022920585,788120022920655,444,514,70,70,1,70.000000
16384,random,142,0,8,1207,23,11,2,scheduler_barrier,1,interval,788120022920147,788120022920181,6,40,34,34,1,34.000000
16384,random,142,0,8,1207,23,11,3,scheduler_barrier,2,interval,788120022920149,788120022920183,8,42,34,34,1,34.000000
16384,random,142,0,8,1207,23,11,4,scheduler_barrier,3,interval,788120022920156,788120022920190,15,49,34,34,1,34.000000
16384,random,142,0,8,1207,23,11,5,scheduler_decode,0,interval,788120022920676,788120022921075,535,934,399,399,1,399.000000
16384,random,142,0,8,1207,23,11,6,producer_reuse_wait_and_tma_issue_loop,0,interval,788120022921168,788120023186616,1027,266475,265448,265448,1,265448.000000
16384,random,142,0,8,1207,23,11,7,producer_reuse_wait_and_tma_issue_loop,1,interval,788120022921166,788120023186449,1025,266308,265283,265283,1,265283.000000
16384,random,142,0,8,1207,23,11,8,consumer_mainloop_and_final_drain,2,interval,788120022921241,788120023189314,1100,269173,268073,268073,1,268073.000000
16384,random,142,0,8,1207,23,11,9,consumer_mainloop_and_final_drain,3,interval,788120022921249,788120023189460,1108,269319,268211,268211,1,268211.000000
16384,random,142,0,8,1207,23,11,10,consumer_wait_a,2,aggregate,788120022921417,788120023187987,1276,267846,266570,42308,256,165.265625
16384,random,142,0,8,1207,23,11,11,consumer_wait_a,3,aggregate,788120022921425,788120023188087,1284,267946,266662,39814,256,155.523438
16384,random,142,0,8,1207,23,11,12,consumer_wait_b0,2,aggregate,788120022922956,788120023188100,2815,267959,265144,25331,256,98.949219
16384,random,142,0,8,1207,23,11,13,consumer_wait_b0,3,aggregate,788120022922962,788120023188200,2821,268059,265238,25244,256,98.609375
16384,random,142,0,8,1207,23,11,14,consumer_mma_b0_issue,2,aggregate,788120022923234,788120023188292,3093,268151,265058,45056,512,88.000000
16384,random,142,0,8,1207,23,11,15,consumer_mma_b0_issue,3,aggregate,788120022923242,788120023188392,3101,268251,265150,45056,512,88.000000
16384,random,142,0,8,1207,23,11,16,consumer_wait_b1,2,aggregate,788120022923426,788120023188392,3285,268251,264966,21564,256,84.234375
16384,random,142,0,8,1207,23,11,17,consumer_wait_b1,3,aggregate,788120022923434,788120023188492,3293,268351,265058,21577,256,84.285156
16384,random,142,0,8,1207,23,11,18,consumer_mma_b1_issue,2,aggregate,788120022923526,788120023188567,3385,268426,265041,40704,512,79.500000
16384,random,142,0,8,1207,23,11,19,consumer_mma_b1_issue,3,aggregate,788120022923534,788120023188667,3393,268526,265133,40704,512,79.500000
16384,random,142,0,8,1207,23,11,20,consumer_mma_commit,2,aggregate,788120022923701,788120023188650,3560,268509,264949,17152,256,67.000000
16384,random,142,0,8,1207,23,11,21,consumer_mma_commit,3,aggregate,788120022923709,788120023188750,3568,268609,265041,17152,256,67.000000
16384,random,142,0,8,1207,23,11,22,consumer_final_mma_drain,2,interval,788120023188749,788120023189314,268608,269173,565,565,1,565.000000
16384,random,142,0,8,1207,23,11,23,consumer_final_mma_drain,3,interval,788120023188897,788120023189460,268756,269319,563,563,1,563.000000
16384,random,142,0,8,1207,23,11,24,mainloop_join_barrier,0,interval,788120023186746,788120023189720,266605,269579,2974,2974,1,2974.000000
16384,random,142,0,8,1207,23,11,25,mainloop_join_barrier,1,interval,788120023186521,788120023189720,266380,269579,3199,3199,1,3199.000000
16384,random,142,0,8,1207,23,11,26,mainloop_join_barrier,2,interval,788120023189485,788120023189720,269344,269579,235,235,1,235.000000
16384,random,142,0,8,1207,23,11,27,mainloop_join_barrier,3,interval,788120023189630,788120023189720,269489,269579,90,90,1,90.000000
16384,random,142,0,8,1207,23,11,28,epilogue_chunk_0_stage_and_tma_issue,0,interval,788120023189933,788120023190776,269792,270635,843,843,1,843.000000
16384,random,142,0,8,1207,23,11,29,epilogue_chunk_0_stage_and_tma_issue,1,interval,788120023189937,788120023190776,269796,270635,839,839,1,839.000000
16384,random,142,0,8,1207,23,11,30,epilogue_chunk_0_stage_and_tma_issue,2,interval,788120023189941,788120023190779,269800,270638,838,838,1,838.000000
16384,random,142,0,8,1207,23,11,31,epilogue_chunk_0_stage_and_tma_issue,3,interval,788120023189945,788120023190781,269804,270640,836,836,1,836.000000
16384,random,142,0,8,1207,23,11,32,epilogue_chunk_1_stage_and_tma_issue,0,interval,788120023190797,788120023191668,270656,271527,871,871,1,871.000000
16384,random,142,0,8,1207,23,11,33,epilogue_chunk_1_stage_and_tma_issue,1,interval,788120023190797,788120023191665,270656,271524,868,868,1,868.000000
16384,random,142,0,8,1207,23,11,34,epilogue_chunk_1_stage_and_tma_issue,2,interval,788120023190800,788120023191668,270659,271527,868,868,1,868.000000
16384,random,142,0,8,1207,23,11,35,epilogue_chunk_1_stage_and_tma_issue,3,interval,788120023190802,788120023191669,270661,271528,867,867,1,867.000000
16384,random,142,0,8,1207,23,11,36,epilogue_chunk_2_stage_and_tma_issue,0,interval,788120023194974,788120023195823,274833,275682,849,849,1,849.000000
16384,random,142,0,8,1207,23,11,37,epilogue_chunk_2_stage_and_tma_issue,1,interval,788120023194974,788120023195820,274833,275679,846,846,1,846.000000
16384,random,142,0,8,1207,23,11,38,epilogue_chunk_2_stage_and_tma_issue,2,interval,788120023194974,788120023195823,274833,275682,849,849,1,849.000000
16384,random,142,0,8,1207,23,11,39,epilogue_chunk_2_stage_and_tma_issue,3,interval,788120023194974,788120023195824,274833,275683,850,850,1,850.000000
16384,random,142,0,8,1207,23,11,40,epilogue_chunk_3_stage_and_tma_issue,0,interval,788120023195844,788120023196704,275703,276563,860,860,1,860.000000
16384,random,142,0,8,1207,23,11,41,epilogue_chunk_3_stage_and_tma_issue,1,interval,788120023195841,788120023196704,275700,276563,863,863,1,863.000000
16384,random,142,0,8,1207,23,11,42,epilogue_chunk_3_stage_and_tma_issue,2,interval,788120023195844,788120023196704,275703,276563,860,860,1,860.000000
16384,random,142,0,8,1207,23,11,43,epilogue_chunk_3_stage_and_tma_issue,3,interval,788120023195845,788120023196704,275704,276563,859,859,1,859.000000
16384,random,142,0,8,1207,23,11,44,epilogue_group_0_commit_wait_and_barrier,0,interval,788120023191719,788120023194952,271578,274811,3233,3233,1,3233.000000
16384,random,142,0,8,1207,23,11,45,epilogue_group_0_commit_wait_and_barrier,1,interval,788120023191716,788120023191780,271575,271639,64,64,1,64.000000
16384,random,142,0,8,1207,23,11,46,epilogue_group_0_commit_wait_and_barrier,2,interval,788120023191720,788120023191784,271579,271643,64,64,1,64.000000
16384,random,142,0,8,1207,23,11,47,epilogue_group_0_commit_wait_and_barrier,3,interval,788120023191728,788120023191792,271587,271651,64,64,1,64.000000
16384,random,142,0,8,1207,23,11,48,epilogue_group_1_commit_wait_and_barrier,0,interval,788120023196761,788120023199983,276620,279842,3222,3222,1,3222.000000
16384,random,142,0,8,1207,23,11,49,epilogue_group_1_commit_wait_and_barrier,1,interval,788120023196747,788120023196813,276606,276672,66,66,1,66.000000
16384,random,142,0,8,1207,23,11,50,epilogue_group_1_commit_wait_and_barrier,2,interval,788120023196749,788120023196814,276608,276673,65,65,1,65.000000
16384,random,142,0,8,1207,23,11,51,epilogue_group_1_commit_wait_and_barrier,3,interval,788120023196750,788120023196815,276609,276674,65,65,1,65.000000
16384,random,142,0,8,1207,23,11,52,epilogue_complete,0,interval,788120023189929,788120023200006,269788,279865,10077,10077,1,10077.000000
16384,random,142,0,8,1207,23,11,53,epilogue_complete,1,interval,788120023189933,788120023200006,269792,279865,10073,10073,1,10073.000000
16384,random,142,0,8,1207,23,11,54,epilogue_complete,2,interval,788120023189937,788120023200006,269796,279865,10069,10069,1,10069.000000
16384,random,142,0,8,1207,23,11,55,epilogue_complete,3,interval,788120023189941,788120023200006,269800,279865,10065,10065,1,10065.000000
16384,random,142,0,8,1207,23,11,56,final_tile_barrier,0,interval,788120023200172,788120023200198,280031,280057,26,26,1,26.000000
16384,random,142,0,8,1207,23,11,57,final_tile_barrier,1,interval,788120023200077,788120023200198,279936,280057,121,121,1,121.000000
16384,random,142,0,8,1207,23,11,58,final_tile_barrier,2,interval,788120023200079,788120023200198,279938,280057,119,119,1,119.000000
16384,random,142,0,8,1207,23,11,59,final_tile_barrier,3,interval,788120023200080,788120023200198,279939,280057,118,118,1,118.000000
16384,random,142,0,8,1207,23,11,60,clock_overhead,0,interval,788120023200232,788120023200234,280091,280093,2,2,1,2.000000
16384,random,142,0,8,1207,23,11,61,clock_overhead,1,interval,788120023200229,788120023200231,280088,280090,2,2,1,2.000000
16384,random,142,0,8,1207,23,11,62,clock_overhead,2,interval,788120023200230,788120023200232,280089,280091,2,2,1,2.000000
16384,random,142,0,8,1207,23,11,63,clock_overhead,3,interval,788120023200231,788120023200233,280090,280092,2,2,1,2.000000
