size,input,sm_id,block_idx,tile_iter,linear_tile,tile_m,tile_n,slot,event,warp,kind,start_raw,end_raw,start_rel,end_rel,envelope_cycles,total_cycles,sample_count,avg_cycles_per_sample
16384,random,142,0,8,1212,28,11,0,scheduler_atomic,0,interval,788115484569193,788115484569481,0,288,288,288,1,288.000000
16384,random,142,0,8,1212,28,11,1,scheduler_barrier,0,interval,788115484569524,788115484569594,331,401,70,70,1,70.000000
16384,random,142,0,8,1212,28,11,2,scheduler_barrier,1,interval,788115484569199,788115484569233,6,40,34,34,1,34.000000
16384,random,142,0,8,1212,28,11,3,scheduler_barrier,2,interval,788115484569201,788115484569235,8,42,34,34,1,34.000000
16384,random,142,0,8,1212,28,11,4,scheduler_barrier,3,interval,788115484569208,788115484569242,15,49,34,34,1,34.000000
16384,random,142,0,8,1212,28,11,5,scheduler_decode,0,interval,788115484569615,788115484570014,422,821,399,399,1,399.000000
16384,random,142,0,8,1212,28,11,6,producer_reuse_wait_and_tma_issue_loop,0,interval,788115484570107,788115484834554,914,265361,264447,264447,1,264447.000000
16384,random,142,0,8,1212,28,11,7,producer_reuse_wait_and_tma_issue_loop,1,interval,788115484570105,788115484834577,912,265384,264472,264472,1,264472.000000
16384,random,142,0,8,1212,28,11,8,consumer_mainloop_and_final_drain,2,interval,788115484570180,788115484837418,987,268225,267238,267238,1,267238.000000
16384,random,142,0,8,1212,28,11,9,consumer_mainloop_and_final_drain,3,interval,788115484570188,788115484837524,995,268331,267336,267336,1,267336.000000
16384,random,142,0,8,1212,28,11,10,consumer_wait_a,2,aggregate,788115484570356,788115484835891,1163,266698,265535,40590,256,158.554688
16384,random,142,0,8,1212,28,11,11,consumer_wait_a,3,aggregate,788115484570364,788115484836152,1171,266959,265788,38784,256,151.500000
16384,random,142,0,8,1212,28,11,12,consumer_wait_b0,2,aggregate,788115484571895,788115484836004,2702,266811,264109,25615,256,100.058594
16384,random,142,0,8,1212,28,11,13,consumer_wait_b0,3,aggregate,788115484571900,788115484836265,2707,267072,264365,24927,256,97.371094
16384,random,142,0,8,1212,28,11,14,consumer_mma_b0_issue,2,aggregate,788115484572008,788115484836196,2815,267003,264188,45056,512,88.000000
16384,random,142,0,8,1212,28,11,15,consumer_mma_b0_issue,3,aggregate,788115484572016,788115484836457,2823,267264,264441,45056,512,88.000000
16384,random,142,0,8,1212,28,11,16,consumer_wait_b1,2,aggregate,788115484572200,788115484836296,3007,267103,264096,21569,256,84.253906
