size,input,sm_id,block_idx,tile_iter,linear_tile,tile_m,tile_n,slot,event,warp,kind,start_raw,end_raw,start_rel,end_rel,envelope_cycles,total_cycles,sample_count,avg_cycles_per_sample
16384,random-signed8,142,0,8,1227,27,12,0,scheduler_atomic,0,interval,788131353874033,788131353874304,0,271,271,271,1,271.000000
16384,random-signed8,142,0,8,1227,27,12,1,scheduler_barrier,0,interval,788131353874347,788131353874417,314,384,70,70,1,70.000000
16384,random-signed8,142,0,8,1227,27,12,2,scheduler_barrier,1,interval,788131353874039,788131353874073,6,40,34,34,1,34.000000
16384,random-signed8,142,0,8,1227,27,12,3,scheduler_barrier,2,interval,788131353874041,788131353874075,8,42,34,34,1,34.000000
16384,random-signed8,142,0,8,1227,27,12,4,scheduler_barrier,3,interval,788131353874048,788131353874082,15,49,34,34,1,34.000000
16384,random-signed8,142,0,8,1227,27,12,5,scheduler_decode,0,interval,788131353874438,788131353874837,405,804,399,399,1,399.000000
16384,random-signed8,142,0,8,1227,27,12,6,producer_reuse_wait_and_tma_issue_loop,0,interval,788131353874930,788131354137286,897,263253,262356,262356,1,262356.000000
16384,random-signed8,142,0,8,1227,27,12,7,producer_reuse_wait_and_tma_issue_loop,1,interval,788131353874928,788131354137224,895,263191,262296,262296,1,262296.000000
16384,random-signed8,142,0,8,1227,27,12,8,consumer_mainloop_and_final_drain,2,interval,788131353875003,788131354140161,970,266128,265158,265158,1,265158.000000
16384,random-signed8,142,0,8,1227,27,12,9,consumer_mainloop_and_final_drain,3,interval,788131353875011,788131354140055,978,266022,265044,265044,1,265044.000000
16384,random-signed8,142,0,8,1227,27,12,10,consumer_wait_a,2,aggregate,788131353875179,788131354138785,1146,264752,263606,36397,256,142.175781
16384,random-signed8,142,0,8,1227,27,12,11,consumer_wait_a,3,aggregate,788131353875187,788131354138533,1154,264500,263346,36476,256,142.484375
16384,random-signed8,142,0,8,1227,27,12,12,consumer_wait_b0,2,aggregate,788131353876111,788131354138898,2078,264865,262787,25715,256,100.449219
16384,random-signed8,142,0,8,1227,27,12,13,consumer_wait_b0,3,aggregate,788131353876120,788131354138646,2087,264613,262526,25248,256,98.625000
16384,random-signed8,142,0,8,1227,27,12,14,consumer_mma_b0_issue,2,aggregate,788131353876534,788131354139090,2501,265057,262556,45056,512,88.000000
16384,random-signed8,142,0,8,1227,27,12,15,consumer_mma_b0_issue,3,aggregate,788131353876543,788131354138838,2510,264805,262295,45056,512,88.000000
16384,random-signed8,142,0,8,1227,27,12,16,consumer_wait_b1,2,aggregate,788131353876726,788131354139190,2693,265157,262464,21566,256,84.242188
16384,random-signed8,142,0,8,1227,27,12,17,consumer_wait_b1,3,aggregate,788131353876735,788131354138938,2702,264905,262203,21583,256,84.308594
16384,random-signed8,142,0,8,1227,27,12,18,consumer_mma_b1_issue,2,aggregate,788131353876826,788131354139365,2793,265332,262539,40704,512,79.500000
16384,random-signed8,142,0,8,1227,27,12,19,consumer_mma_b1_issue,3,aggregate,788131353876836,788131354139113,2803,265080,262277,40704,512,79.500000
16384,random-signed8,142,0,8,1227,27,12,20,consumer_mma_commit,2,aggregate,788131353877001,788131354139448,2968,265415,262447,17152,256,67.000000
16384,random-signed8,142,0,8,1227,27,12,21,consumer_mma_commit,3,aggregate,788131353877011,788131354139196,2978,265163,262185,17152,256,67.000000
16384,random-signed8,142,0,8,1227,27,12,22,consumer_final_mma_drain,2,interval,788131354139599,788131354140161,265566,266128,562,562,1,562.000000
16384,random-signed8,142,0,8,1227,27,12,23,consumer_final_mma_drain,3,interval,788131354139342,788131354140055,265309,266022,713,713,1,713.000000
16384,random-signed8,142,0,8,1227,27,12,24,mainloop_join_barrier,0,interval,788131354137416,788131354140421,263383,266388,3005,3005,1,3005.000000
16384,random-signed8,142,0,8,1227,27,12,25,mainloop_join_barrier,1,interval,788131354137296,788131354140421,263263,266388,3125,3125,1,3125.000000
16384,random-signed8,142,0,8,1227,27,12,26,mainloop_join_barrier,2,interval,788131354140331,788131354140421,266298,266388,90,90,1,90.000000
16384,random-signed8,142,0,8,1227,27,12,27,mainloop_join_barrier,3,interval,788131354140226,788131354140421,266193,266388,195,195,1,195.000000
16384,random-signed8,142,0,8,1227,27,12,28,epilogue_chunk_0_stage_and_tma_issue,0,interval,788131354140638,788131354141477,266605,267444,839,839,1,839.000000
16384,random-signed8,142,0,8,1227,27,12,29,epilogue_chunk_0_stage_and_tma_issue,1,interval,788131354140642,788131354141480,266609,267447,838,838,1,838.000000
16384,random-signed8,142,0,8,1227,27,12,30,epilogue_chunk_0_stage_and_tma_issue,2,interval,788131354140646,788131354141482,266613,267449,836,836,1,836.000000
16384,random-signed8,142,0,8,1227,27,12,31,epilogue_chunk_0_stage_and_tma_issue,3,interval,788131354140634,788131354141477,266601,267444,843,843,1,843.000000
16384,random-signed8,142,0,8,1227,27,12,32,epilogue_chunk_1_stage_and_tma_issue,0,interval,788131354141498,788131354142370,267465,268337,872,872,1,872.000000
16384,random-signed8,142,0,8,1227,27,12,33,epilogue_chunk_1_stage_and_tma_issue,1,interval,788131354141501,788131354142369,267468,268336,868,868,1,868.000000
16384,random-signed8,142,0,8,1227,27,12,34,epilogue_chunk_1_stage_and_tma_issue,2,interval,788131354141503,788131354142370,267470,268337,867,867,1,867.000000
16384,random-signed8,142,0,8,1227,27,12,35,epilogue_chunk_1_stage_and_tma_issue,3,interval,788131354141498,788131354142366,267465,268333,868,868,1,868.000000
16384,random-signed8,142,0,8,1227,27,12,36,epilogue_chunk_2_stage_and_tma_issue,0,interval,788131354145675,788131354146528,271642,272495,853,853,1,853.000000
16384,random-signed8,142,0,8,1227,27,12,37,epilogue_chunk_2_stage_and_tma_issue,1,interval,788131354145675,788131354146522,271642,272489,847,847,1,847.000000
16384,random-signed8,142,0,8,1227,27,12,38,epilogue_chunk_2_stage_and_tma_issue,2,interval,788131354145675,788131354146527,271642,272494,852,852,1,852.000000
16384,random-signed8,142,0,8,1227,27,12,39,epilogue_chunk_2_stage_and_tma_issue,3,interval,788131354145675,788131354146522,271642,272489,847,847,1,847.000000
16384,random-signed8,142,0,8,1227,27,12,40,epilogue_chunk_3_stage_and_tma_issue,0,interval,788131354146549,788131354147409,272516,273376,860,860,1,860.000000
16384,random-signed8,142,0,8,1227,27,12,41,epilogue_chunk_3_stage_and_tma_issue,1,interval,788131354146543,788131354147409,272510,273376,866,866,1,866.000000
16384,random-signed8,142,0,8,1227,27,12,42,epilogue_chunk_3_stage_and_tma_issue,2,interval,788131354146548,788131354147409,272515,273376,861,861,1,861.000000
16384,random-signed8,142,0,8,1227,27,12,43,epilogue_chunk_3_stage_and_tma_issue,3,interval,788131354146543,788131354147409,272510,273376,866,866,1,866.000000
16384,random-signed8,142,0,8,1227,27,12,44,epilogue_group_0_commit_wait_and_barrier,0,interval,788131354142421,788131354145653,268388,271620,3232,3232,1,3232.000000
16384,random-signed8,142,0,8,1227,27,12,45,epilogue_group_0_commit_wait_and_barrier,1,interval,788131354142420,788131354142484,268387,268451,64,64,1,64.000000
16384,random-signed8,142,0,8,1227,27,12,46,epilogue_group_0_commit_wait_and_barrier,2,interval,788131354142429,788131354142493,268396,268460,64,64,1,64.000000
16384,random-signed8,142,0,8,1227,27,12,47,epilogue_group_0_commit_wait_and_barrier,3,interval,788131354142417,788131354142481,268384,268448,64,64,1,64.000000
16384,random-signed8,142,0,8,1227,27,12,48,epilogue_group_1_commit_wait_and_barrier,0,interval,788131354147466,788131354150687,273433,276654,3221,3221,1,3221.000000
16384,random-signed8,142,0,8,1227,27,12,49,epilogue_group_1_commit_wait_and_barrier,1,interval,788131354147452,788131354147518,273419,273485,66,66,1,66.000000
16384,random-signed8,142,0,8,1227,27,12,50,epilogue_group_1_commit_wait_and_barrier,2,interval,788131354147455,788131354147520,273422,273487,65,65,1,65.000000
16384,random-signed8,142,0,8,1227,27,12,51,epilogue_group_1_commit_wait_and_barrier,3,interval,788131354147454,788131354147519,273421,273486,65,65,1,65.000000
16384,random-signed8,142,0,8,1227,27,12,52,epilogue_complete,0,interval,788131354140634,788131354150710,266601,276677,10076,10076,1,10076.000000
16384,random-signed8,142,0,8,1227,27,12,53,epilogue_complete,1,interval,788131354140638,788131354150710,266605,276677,10072,10072,1,10072.000000
16384,random-signed8,142,0,8,1227,27,12,54,epilogue_complete,2,interval,788131354140642,788131354150710,266609,276677,10068,10068,1,10068.000000
16384,random-signed8,142,0,8,1227,27,12,55,epilogue_complete,3,interval,788131354140630,788131354150710,266597,276677,10080,10080,1,10080.000000
16384,random-signed8,142,0,8,1227,27,12,56,final_tile_barrier,0,interval,788131354150876,788131354150902,276843,276869,26,26,1,26.000000
16384,random-signed8,142,0,8,1227,27,12,57,final_tile_barrier,1,interval,788131354150781,788131354150902,276748,276869,121,121,1,121.000000
16384,random-signed8,142,0,8,1227,27,12,58,final_tile_barrier,2,interval,788131354150784,788131354150902,276751,276869,118,118,1,118.000000
16384,random-signed8,142,0,8,1227,27,12,59,final_tile_barrier,3,interval,788131354150783,788131354150902,276750,276869,119,119,1,119.000000
16384,random-signed8,142,0,8,1227,27,12,60,clock_overhead,0,interval,788131354150936,788131354150938,276903,276905,2,2,1,2.000000
16384,random-signed8,142,0,8,1227,27,12,61,clock_overhead,1,interval,788131354150933,788131354150935,276900,276902,2,2,1,2.000000
16384,random-signed8,142,0,8,1227,27,12,62,clock_overhead,2,interval,788131354150935,788131354150937,276902,276904,2,2,1,2.000000
16384,random-signed8,142,0,8,1227,27,12,63,clock_overhead,3,interval,788131354150934,788131354150936,276901,276903,2,2,1,2.000000
