size,input,sm_id,block_idx,tile_iter,linear_tile,tile_m,tile_n,slot,event,warp,kind,start_raw,end_raw,start_rel,end_rel,envelope_cycles,total_cycles,sample_count,avg_cycles_per_sample
16384,random,142,0,8,1239,23,13,21,consumer_mma_commit,3,aggregate,788117713566387,788117713830396,3474,267483,264009,17152,256,67.000000
16384,random,142,0,8,1239,23,13,22,consumer_final_mma_drain,2,interval,788117713830286,788117713830999,267373,268086,713,713,1,713.000000
16384,random,142,0,8,1239,23,13,23,consumer_final_mma_drain,3,interval,788117713830543,788117713831105,267630,268192,562,562,1,562.000000
16384,random,142,0,8,1239,23,13,24,mainloop_join_barrier,0,interval,788117713828308,788117713831365,265395,268452,3057,3057,1,3057.000000
16384,random,142,0,8,1239,23,13,25,mainloop_join_barrier,1,interval,788117713828228,788117713831365,265315,268452,3137,3137,1,3137.000000
16384,random,142,0,8,1239,23,13,26,mainloop_join_barrier,2,interval,788117713831170,788117713831365,268257,268452,195,195,1,195.000000
16384,random,142,0,8,1239,23,13,27,mainloop_join_barrier,3,interval,788117713831275,788117713831365,268362,268452,90,90,1,90.000000
16384,random,142,0,8,1239,23,13,28,epilogue_chunk_0_stage_and_tma_issue,0,interval,788117713831578,788117713832421,268665,269508,843,843,1,843.000000
16384,random,142,0,8,1239,23,13,29,epilogue_chunk_0_stage_and_tma_issue,1,interval,788117713831582,788117713832421,268669,269508,839,839,1,839.000000
16384,random,142,0,8,1239,23,13,30,epilogue_chunk_0_stage_and_tma_issue,2,interval,788117713831586,788117713832424,268673,269511,838,838,1,838.000000
16384,random,142,0,8,1239,23,13,31,epilogue_chunk_0_stage_and_tma_issue,3,interval,788117713831590,788117713832426,268677,269513,836,836,1,836.000000
16384,random,142,0,8,1239,23,13,32,epilogue_chunk_1_stage_and_tma_issue,0,interval,788117713832442,788117713833313,269529,270400,871,871,1,871.000000
16384,random,142,0,8,1239,23,13,33,epilogue_chunk_1_stage_and_tma_issue,1,interval,788117713832442,788117713833310,269529,270397,868,868,1,868.000000
16384,random,142,0,8,1239,23,13,34,epilogue_chunk_1_stage_and_tma_issue,2,interval,788117713832445,788117713833313,269532,270400,868,868,1,868.000000
16384,random,142,0,8,1239,23,13,35,epilogue_chunk_1_stage_and_tma_issue,3,interval,788117713832447,788117713833314,269534,270401,867,867,1,867.000000
16384,random,142,0,8,1239,23,13,36,epilogue_chunk_2_stage_and_tma_issue,0,interval,788117713836619,788117713837468,273706,274555,849,849,1,849.000000
16384,random,142,0,8,1239,23,13,37,epilogue_chunk_2_stage_and_tma_issue,1,interval,788117713836619,788117713837465,273706,274552,846,846,1,846.000000
16384,random,142,0,8,1239,23,13,38,epilogue_chunk_2_stage_and_tma_issue,2,interval,788117713836619,788117713837468,273706,274555,849,849,1,849.000000
16384,random,142,0,8,1239,23,13,39,epilogue_chunk_2_stage_and_tma_issue,3,interval,788117713836619,788117713837469,273706,274556,850,850,1,850.000000
16384,random,142,0,8,1239,23,13,40,epilogue_chunk_3_stage_and_tma_issue,0,interval,788117713837489,788117713838349,274576,275436,860,860,1,860.000000
16384,random,142,0,8,1239,23,13,41,epilogue_chunk_3_stage_and_tma_issue,1,interval,788117713837486,788117713838349,274573,275436,863,863,1,863.000000
16384,random,142,0,8,1239,23,13,42,epilogue_chunk_3_stage_and_tma_issue,2,interval,788117713837489,788117713838349,274576,275436,860,860,1,860.000000
16384,random,142,0,8,1239,23,13,43,epilogue_chunk_3_stage_and_tma_issue,3,interval,788117713837490,788117713838349,274577,275436,859,859,1,859.000000
16384,random,142,0,8,1239,23,13,44,epilogue_group_0_commit_wait_and_barrier,0,interval,788117713833364,788117713836597,270451,273684,3233,3233,1,3233.000000
16384,random,142,0,8,1239,23,13,45,epilogue_group_0_commit_wait_and_barrier,1,interval,788117713833361,788117713833425,270448,270512,64,64,1,64.000000
16384,random,142,0,8,1239,23,13,46,epilogue_group_0_commit_wait_and_barrier,2,interval,788117713833365,788117713833429,270452,270516,64,64,1,64.000000
16384,random,142,0,8,1239,23,13,47,epilogue_group_0_commit_wait_and_barrier,3,interval,788117713833373,788117713833437,270460,270524,64,64,1,64.000000
16384,random,142,0,8,1239,23,13,48,epilogue_group_1_commit_wait_and_barrier,0,interval,788117713838406,788117713841628,275493,278715,3222,3222,1,3222.000000
16384,random,142,0,8,1239,23,13,49,epilogue_group_1_commit_wait_and_barrier,1,interval,788117713838392,788117713838458,275479,275545,66,66,1,66.000000
16384,random,142,0,8,1239,23,13,50,epilogue_group_1_commit_wait_and_barrier,2,interval,788117713838394,788117713838459,275481,275546,65,65,1,65.000000
16384,random,142,0,8,1239,23,13,51,epilogue_group_1_commit_wait_and_barrier,3,interval,788117713838395,788117713838460,275482,275547,65,65,1,65.000000
16384,random,142,0,8,1239,23,13,52,epilogue_complete,0,interval,788117713831574,788117713841651,268661,278738,10077,10077,1,10077.000000
16384,random,142,0,8,1239,23,13,53,epilogue_complete,1,interval,788117713831578,788117713841651,268665,278738,10073,10073,1,10073.000000
16384,random,142,0,8,1239,23,13,54,epilogue_complete,2,interval,788117713831582,788117713841651,268669,278738,10069,10069,1,10069.000000
16384,random,142,0,8,1239,23,13,55,epilogue_complete,3,interval,788117713831586,788117713841651,268673,278738,10065,10065,1,10065.000000
16384,random,142,0,8,1239,23,13,56,final_tile_barrier,0,interval,788117713841817,788117713841843,278904,278930,26,26,1,26.000000
16384,random,142,0,8,1239,23,13,57,final_tile_barrier,1,interval,788117713841722,788117713841843,278809,278930,121,121,1,121.000000
16384,random,142,0,8,1239,23,13,58,final_tile_barrier,2,interval,788117713841724,788117713841843,278811,278930,119,119,1,119.000000
16384,random,142,0,8,1239,23,13,59,final_tile_barrier,3,interval,788117713841725,788117713841843,278812,278930,118,118,1,118.000000
16384,random,142,0,8,1239,23,13,60,clock_overhead,0,interval,788117713841877,788117713841879,278964,278966,2,2,1,2.000000
16384,random,142,0,8,1239,23,13,61,clock_overhead,1,interval,788117713841874,788117713841876,278961,278963,2,2,1,2.000000
16384,random,142,0,8,1239,23,13,62,clock_overhead,2,interval,788117713841875,788117713841877,278962,278964,2,2,1,2.000000
16384,random,142,0,8,1239,23,13,63,clock_overhead,3,interval,788117713841876,788117713841878,278963,278965,2,2,1,2.000000
