size,input,sm_id,block_idx,tile_iter,linear_tile,tile_m,tile_n,slot,event,warp,kind,start_raw,end_raw,start_rel,end_rel,envelope_cycles,total_cycles,sample_count,avg_cycles_per_sample
16384,random-signed8,142,0,8,1205,21,11,0,scheduler_atomic,0,interval,788124547457168,788124547457487,0,319,319,319,1,319.000000
16384,random-signed8,142,0,8,1205,21,11,1,scheduler_barrier,0,interval,788124547457530,788124547457600,362,432,70,70,1,70.000000
16384,random-signed8,142,0,8,1205,21,11,2,scheduler_barrier,1,interval,788124547457174,788124547457208,6,40,34,34,1,34.000000
16384,random-signed8,142,0,8,1205,21,11,3,scheduler_barrier,2,interval,788124547457176,788124547457210,8,42,34,34,1,34.000000
16384,random-signed8,142,0,8,1205,21,11,4,scheduler_barrier,3,interval,788124547457183,788124547457217,15,49,34,34,1,34.000000
16384,random-signed8,142,0,8,1205,21,11,5,scheduler_decode,0,interval,788124547457621,788124547458020,453,852,399,399,1,399.000000
16384,random-signed8,142,0,8,1205,21,11,6,producer_reuse_wait_and_tma_issue_loop,0,interval,788124547458113,788124547721478,945,264310,263365,263365,1,263365.000000
16384,random-signed8,142,0,8,1205,21,11,7,producer_reuse_wait_and_tma_issue_loop,1,interval,788124547458111,788124547721483,943,264315,263372,263372,1,263372.000000
16384,random-signed8,142,0,8,1205,21,11,8,consumer_mainloop_and_final_drain,2,interval,788124547458186,788124547724363,1018,267195,266177,266177,1,266177.000000
16384,random-signed8,142,0,8,1205,21,11,9,consumer_mainloop_and_final_drain,3,interval,788124547458194,788124547724257,1026,267089,266063,266063,1,266063.000000
16384,random-signed8,142,0,8,1205,21,11,10,consumer_wait_a,2,aggregate,788124547458362,788124547722987,1194,265819,264625,37653,256,147.082031
16384,random-signed8,142,0,8,1205,21,11,11,consumer_wait_a,3,aggregate,788124547458370,788124547722735,1202,265567,264365,38361,256,149.847656
16384,random-signed8,142,0,8,1205,21,11,12,consumer_wait_b0,2,aggregate,788124547459901,788124547723100,2733,265932,263199,25526,256,99.710938
16384,random-signed8,142,0,8,1205,21,11,13,consumer_wait_b0,3,aggregate,788124547459906,788124547722848,2738,265680,262942,24932,256,97.390625
16384,random-signed8,142,0,8,1205,21,11,14,consumer_mma_b0_issue,2,aggregate,788124547460014,788124547723292,2846,266124,263278,45056,512,88.000000
16384,random-signed8,142,0,8,1205,21,11,15,consumer_mma_b0_issue,3,aggregate,788124547460022,788124547723040,2854,265872,263018,45056,512,88.000000
16384,random-signed8,142,0,8,1205,21,11,16,consumer_wait_b1,2,aggregate,788124547460206,788124547723392,3038,266224,263186,21550,256,84.179688
16384,random-signed8,142,0,8,1205,21,11,17,consumer_wait_b1,3,aggregate,788124547460214,788124547723140,3046,265972,262926,21553,256,84.191406
16384,random-signed8,142,0,8,1205,21,11,18,consumer_mma_b1_issue,2,aggregate,788124547460306,788124547723567,3138,266399,263261,40704,512,79.500000
16384,random-signed8,142,0,8,1205,21,11,19,consumer_mma_b1_issue,3,aggregate,788124547460314,788124547723315,3146,266147,263001,40704,512,79.500000
16384,random-signed8,142,0,8,1205,21,11,20,consumer_mma_commit,2,aggregate,788124547460481,788124547723650,3313,266482,263169,17152,256,67.000000
16384,random-signed8,142,0,8,1205,21,11,21,consumer_mma_commit,3,aggregate,788124547460489,788124547723398,3321,266230,262909,17152,256,67.000000
16384,random-signed8,142,0,8,1205,21,11,22,consumer_final_mma_drain,2,interval,788124547723801,788124547724363,266633,267195,562,562,1,562.000000
16384,random-signed8,142,0,8,1205,21,11,23,consumer_final_mma_drain,3,interval,788124547723544,788124547724257,266376,267089,713,713,1,713.000000
16384,random-signed8,142,0,8,1205,21,11,24,mainloop_join_barrier,0,interval,788124547721609,788124547724623,264441,267455,3014,3014,1,3014.000000
16384,random-signed8,142,0,8,1205,21,11,25,mainloop_join_barrier,1,interval,788124547721555,788124547724623,264387,267455,3068,3068,1,3068.000000
16384,random-signed8,142,0,8,1205,21,11,26,mainloop_join_barrier,2,interval,788124547724533,788124547724623,267365,267455,90,90,1,90.000000
16384,random-signed8,142,0,8,1205,21,11,27,mainloop_join_barrier,3,interval,788124547724428,788124547724623,267260,267455,195,195,1,195.000000
16384,random-signed8,142,0,8,1205,21,11,28,epilogue_chunk_0_stage_and_tma_issue,0,interval,788124547724840,788124547725679,267672,268511,839,839,1,839.000000
16384,random-signed8,142,0,8,1205,21,11,29,epilogue_chunk_0_stage_and_tma_issue,1,interval,788124547724844,788124547725684,267676,268516,840,840,1,840.000000
16384,random-signed8,142,0,8,1205,21,11,30,epilogue_chunk_0_stage_and_tma_issue,2,interval,788124547724848,788124547725682,267680,268514,834,834,1,834.000000
16384,random-signed8,142,0,8,1205,21,11,31,epilogue_chunk_0_stage_and_tma_issue,3,interval,788124547724836,788124547725679,267668,268511,843,843,1,843.000000
16384,random-signed8,142,0,8,1205,21,11,32,epilogue_chunk_1_stage_and_tma_issue,0,interval,788124547725700,788124547726572,268532,269404,872,872,1,872.000000
16384,random-signed8,142,0,8,1205,21,11,33,epilogue_chunk_1_stage_and_tma_issue,1,interval,788124547725705,788124547726572,268537,269404,867,867,1,867.000000
16384,random-signed8,142,0,8,1205,21,11,34,epilogue_chunk_1_stage_and_tma_issue,2,interval,788124547725703,788124547726571,268535,269403,868,868,1,868.000000
16384,random-signed8,142,0,8,1205,21,11,35,epilogue_chunk_1_stage_and_tma_issue,3,interval,788124547725700,788124547726568,268532,269400,868,868,1,868.000000
16384,random-signed8,142,0,8,1205,21,11,36,epilogue_chunk_2_stage_and_tma_issue,0,interval,788124547729877,788124547730729,272709,273561,852,852,1,852.000000
16384,random-signed8,142,0,8,1205,21,11,37,epilogue_chunk_2_stage_and_tma_issue,1,interval,788124547729877,788124547730727,272709,273559,850,850,1,850.000000
16384,random-signed8,142,0,8,1205,21,11,38,epilogue_chunk_2_stage_and_tma_issue,2,interval,788124547729877,788124547730723,272709,273555,846,846,1,846.000000
16384,random-signed8,142,0,8,1205,21,11,39,epilogue_chunk_2_stage_and_tma_issue,3,interval,788124547729877,788124547730723,272709,273555,846,846,1,846.000000
16384,random-signed8,142,0,8,1205,21,11,40,epilogue_chunk_3_stage_and_tma_issue,0,interval,788124547730750,788124547731611,273582,274443,861,861,1,861.000000
16384,random-signed8,142,0,8,1205,21,11,41,epilogue_chunk_3_stage_and_tma_issue,1,interval,788124547730748,788124547731611,273580,274443,863,863,1,863.000000
16384,random-signed8,142,0,8,1205,21,11,42,epilogue_chunk_3_stage_and_tma_issue,2,interval,788124547730744,788124547731611,273576,274443,867,867,1,867.000000
16384,random-signed8,142,0,8,1205,21,11,43,epilogue_chunk_3_stage_and_tma_issue,3,interval,788124547730744,788124547731611,273576,274443,867,867,1,867.000000
16384,random-signed8,142,0,8,1205,21,11,44,epilogue_group_0_commit_wait_and_barrier,0,interval,788124547726623,788124547729855,269455,272687,3232,3232,1,3232.000000
16384,random-signed8,142,0,8,1205,21,11,45,epilogue_group_0_commit_wait_and_barrier,1,interval,788124547726631,788124547726695,269463,269527,64,64,1,64.000000
16384,random-signed8,142,0,8,1205,21,11,46,epilogue_group_0_commit_wait_and_barrier,2,interval,788124547726622,788124547726686,269454,269518,64,64,1,64.000000
16384,random-signed8,142,0,8,1205,21,11,47,epilogue_group_0_commit_wait_and_barrier,3,interval,788124547726619,788124547726683,269451,269515,64,64,1,64.000000
16384,random-signed8,142,0,8,1205,21,11,48,epilogue_group_1_commit_wait_and_barrier,0,interval,788124547731668,788124547734887,274500,277719,3219,3219,1,3219.000000
16384,random-signed8,142,0,8,1205,21,11,49,epilogue_group_1_commit_wait_and_barrier,1,interval,788124547731657,788124547731722,274489,274554,65,65,1,65.000000
16384,random-signed8,142,0,8,1205,21,11,50,epilogue_group_1_commit_wait_and_barrier,2,interval,788124547731654,788124547731719,274486,274551,65,65,1,65.000000
16384,random-signed8,142,0,8,1205,21,11,51,epilogue_group_1_commit_wait_and_barrier,3,interval,788124547731656,788124547731721,274488,274553,65,65,1,65.000000
16384,random-signed8,142,0,8,1205,21,11,52,epilogue_complete,0,interval,788124547724836,788124547734910,267668,277742,10074,10074,1,10074.000000
16384,random-signed8,142,0,8,1205,21,11,53,epilogue_complete,1,interval,788124547724840,788124547734910,267672,277742,10070,10070,1,10070.000000
16384,random-signed8,142,0,8,1205,21,11,54,epilogue_complete,2,interval,788124547724844,788124547734910,267676,277742,10066,10066,1,10066.000000
16384,random-signed8,142,0,8,1205,21,11,55,epilogue_complete,3,interval,788124547724832,788124547734910,267664,277742,10078,10078,1,10078.000000
16384,random-signed8,142,0,8,1205,21,11,56,final_tile_barrier,0,interval,788124547735076,788124547735102,277908,277934,26,26,1,26.000000
16384,random-signed8,142,0,8,1205,21,11,57,final_tile_barrier,1,interval,788124547734984,788124547735102,277816,277934,118,118,1,118.000000
16384,random-signed8,142,0,8,1205,21,11,58,final_tile_barrier,2,interval,788124547734981,788124547735102,277813,277934,121,121,1,121.000000
16384,random-signed8,142,0,8,1205,21,11,59,final_tile_barrier,3,interval,788124547734983,788124547735102,277815,277934,119,119,1,119.000000
16384,random-signed8,142,0,8,1205,21,11,60,clock_overhead,0,interval,788124547735136,788124547735138,277968,277970,2,2,1,2.000000
16384,random-signed8,142,0,8,1205,21,11,61,clock_overhead,1,interval,788124547735135,788124547735137,277967,277969,2,2,1,2.000000
16384,random-signed8,142,0,8,1205,21,11,62,clock_overhead,2,interval,788124547735133,788124547735135,277965,277967,2,2,1,2.000000
16384,random-signed8,142,0,8,1205,21,11,63,clock_overhead,3,interval,788124547735134,788124547735136,277966,277968,2,2,1,2.000000
