size,input,sm_id,block_idx,tile_iter,linear_tile,tile_m,tile_n,slot,event,warp,kind,start_raw,end_raw,start_rel,end_rel,envelope_cycles,total_cycles,sample_count,avg_cycles_per_sample
16384,random,142,0,8,1196,28,10,0,scheduler_atomic,0,interval,788113245668864,788113245669246,0,382,382,382,1,382.000000
16384,random,142,0,8,1196,28,10,1,scheduler_barrier,0,interval,788113245669289,788113245669359,425,495,70,70,1,70.000000
16384,random,142,0,8,1196,28,10,2,scheduler_barrier,1,interval,788113245668870,788113245668904,6,40,34,34,1,34.000000
16384,random,142,0,8,1196,28,10,3,scheduler_barrier,2,interval,788113245668872,788113245668906,8,42,34,34,1,34.000000
16384,random,142,0,8,1196,28,10,4,scheduler_barrier,3,interval,788113245668879,788113245668913,15,49,34,34,1,34.000000
16384,random,142,0,8,1196,28,10,5,scheduler_decode,0,interval,788113245669380,788113245669779,516,915,399,399,1,399.000000
16384,random,142,0,8,1196,28,10,6,producer_reuse_wait_and_tma_issue_loop,0,interval,788113245669872,788113245935225,1008,266361,265353,265353,1,265353.000000
16384,random,142,0,8,1196,28,10,7,producer_reuse_wait_and_tma_issue_loop,1,interval,788113245669870,788113245935176,1006,266312,265306,265306,1,265306.000000
16384,random,142,0,8,1196,28,10,8,consumer_mainloop_and_final_drain,2,interval,788113245669945,788113245938108,1081,269244,268163,268163,1,268163.000000
16384,random,142,0,8,1196,28,10,9,consumer_mainloop_and_final_drain,3,interval,788113245669953,788113245938214,1089,269350,268261,268261,1,268261.000000
16384,random,142,0,8,1196,28,10,10,consumer_wait_a,2,aggregate,788113245670121,788113245936581,1257,267717,266460,38984,256,152.281250
16384,random,142,0,8,1196,28,10,11,consumer_wait_a,3,aggregate,788113245670129,788113245936842,1265,267978,266713,38940,256,152.109375
16384,random,142,0,8,1196,28,10,12,consumer_wait_b0,2,aggregate,788113245671811,788113245936694,2947,267830,264883,27400,256,107.031250
16384,random,142,0,8,1196,28,10,13,consumer_wait_b0,3,aggregate,788113245671815,788113245936955,2951,268091,265140,26655,256,104.121094
16384,random,142,0,8,1196,28,10,14,consumer_mma_b0_issue,2,aggregate,788113245671926,788113245936886,3062,268022,264960,45056,512,88.000000
16384,random,142,0,8,1196,28,10,15,consumer_mma_b0_issue,3,aggregate,788113245671933,788113245937147,3069,268283,265214,45056,512,88.000000
16384,random,142,0,8,1196,28,10,16,consumer_wait_b1,2,aggregate,788113245672118,788113245936986,3254,268122,264868,22389,256,87.457031
16384,random,142,0,8,1196,28,10,17,consumer_wait_b1,3,aggregate,788113245672125,788113245937247,3261,268383,265122,22079,256,86.246094
16384,random,142,0,8,1196,28,10,18,consumer_mma_b1_issue,2,aggregate,788113245672218,788113245937161,3354,268297,264943,40704,512,79.500000
16384,random,142,0,8,1196,28,10,19,consumer_mma_b1_issue,3,aggregate,788113245672225,788113245937422,3361,268558,265197,40704,512,79.500000
16384,random,142,0,8,1196,28,10,20,consumer_mma_commit,2,aggregate,788113245672393,788113245937244,3529,268380,264851,17152,256,67.000000
16384,random,142,0,8,1196,28,10,21,consumer_mma_commit,3,aggregate,788113245672400,788113245937505,3536,268641,265105,17152,256,67.000000
16384,random,142,0,8,1196,28,10,22,consumer_final_mma_drain,2,interval,788113245937395,788113245938108,268531,269244,713,713,1,713.000000
16384,random,142,0,8,1196,28,10,23,consumer_final_mma_drain,3,interval,788113245937652,788113245938214,268788,269350,562,562,1,562.000000
16384,random,142,0,8,1196,28,10,24,mainloop_join_barrier,0,interval,788113245935355,788113245938474,266491,269610,3119,3119,1,3119.000000
16384,random,142,0,8,1196,28,10,25,mainloop_join_barrier,1,interval,788113245935248,788113245938474,266384,269610,3226,3226,1,3226.000000
16384,random,142,0,8,1196,28,10,26,mainloop_join_barrier,2,interval,788113245938279,788113245938474,269415,269610,195,195,1,195.000000
16384,random,142,0,8,1196,28,10,27,mainloop_join_barrier,3,interval,788113245938384,788113245938474,269520,269610,90,90,1,90.000000
16384,random,142,0,8,1196,28,10,28,epilogue_chunk_0_stage_and_tma_issue,0,interval,788113245938687,788113245939530,269823,270666,843,843,1,843.000000
16384,random,142,0,8,1196,28,10,29,epilogue_chunk_0_stage_and_tma_issue,1,interval,788113245938691,788113245939530,269827,270666,839,839,1,839.000000
16384,random,142,0,8,1196,28,10,30,epilogue_chunk_0_stage_and_tma_issue,2,interval,788113245938695,788113245939533,269831,270669,838,838,1,838.000000
16384,random,142,0,8,1196,28,10,31,epilogue_chunk_0_stage_and_tma_issue,3,interval,788113245938699,788113245939535,269835,270671,836,836,1,836.000000
16384,random,142,0,8,1196,28,10,32,epilogue_chunk_1_stage_and_tma_issue,0,interval,788113245939551,788113245940422,270687,271558,871,871,1,871.000000
16384,random,142,0,8,1196,28,10,33,epilogue_chunk_1_stage_and_tma_issue,1,interval,788113245939551,788113245940418,270687,271554,867,867,1,867.000000
16384,random,142,0,8,1196,28,10,34,epilogue_chunk_1_stage_and_tma_issue,2,interval,788113245939554,788113245940422,270690,271558,868,868,1,868.000000
16384,random,142,0,8,1196,28,10,35,epilogue_chunk_1_stage_and_tma_issue,3,interval,788113245939556,788113245940423,270692,271559,867,867,1,867.000000
16384,random,142,0,8,1196,28,10,36,epilogue_chunk_2_stage_and_tma_issue,0,interval,788113245943728,788113245944577,274864,275713,849,849,1,849.000000
16384,random,142,0,8,1196,28,10,37,epilogue_chunk_2_stage_and_tma_issue,1,interval,788113245943728,788113245944574,274864,275710,846,846,1,846.000000
16384,random,142,0,8,1196,28,10,38,epilogue_chunk_2_stage_and_tma_issue,2,interval,788113245943728,788113245944577,274864,275713,849,849,1,849.000000
16384,random,142,0,8,1196,28,10,39,epilogue_chunk_2_stage_and_tma_issue,3,interval,788113245943728,788113245944578,274864,275714,850,850,1,850.000000
16384,random,142,0,8,1196,28,10,40,epilogue_chunk_3_stage_and_tma_issue,0,interval,788113245944598,788113245945458,275734,276594,860,860,1,860.000000
16384,random,142,0,8,1196,28,10,41,epilogue_chunk_3_stage_and_tma_issue,1,interval,788113245944595,788113245945458,275731,276594,863,863,1,863.000000
16384,random,142,0,8,1196,28,10,42,epilogue_chunk_3_stage_and_tma_issue,2,interval,788113245944598,788113245945458,275734,276594,860,860,1,860.000000
16384,random,142,0,8,1196,28,10,43,epilogue_chunk_3_stage_and_tma_issue,3,interval,788113245944599,788113245945458,275735,276594,859,859,1,859.000000
16384,random,142,0,8,1196,28,10,44,epilogue_group_0_commit_wait_and_barrier,0,interval,788113245940473,788113245943706,271609,274842,3233,3233,1,3233.000000
16384,random,142,0,8,1196,28,10,45,epilogue_group_0_commit_wait_and_barrier,1,interval,788113245940470,788113245940534,271606,271670,64,64,1,64.000000
16384,random,142,0,8,1196,28,10,46,epilogue_group_0_commit_wait_and_barrier,2,interval,788113245940474,788113245940538,271610,271674,64,64,1,64.000000
16384,random,142,0,8,1196,28,10,47,epilogue_group_0_commit_wait_and_barrier,3,interval,788113245940482,788113245940546,271618,271682,64,64,1,64.000000
