size,input,sm_id,block_idx,tile_iter,linear_tile,tile_m,tile_n,slot,event,warp,kind,start_raw,end_raw,start_rel,end_rel,envelope_cycles,total_cycles,sample_count,avg_cycles_per_sample
16384,random-signed8,142,0,8,1235,19,13,13,consumer_wait_b0,3,aggregate,788126793822248,788126794084823,2237,264812,262575,25224,256,98.531250
16384,random-signed8,142,0,8,1235,19,13,14,consumer_mma_b0_issue,2,aggregate,788126793822662,788126794084754,2651,264743,262092,45056,512,88.000000
16384,random-signed8,142,0,8,1235,19,13,15,consumer_mma_b0_issue,3,aggregate,788126793822675,788126794085015,2664,265004,262340,45056,512,88.000000
16384,random-signed8,142,0,8,1235,19,13,16,consumer_wait_b1,2,aggregate,788126793822854,788126794084854,2843,264843,262000,21563,256,84.230469
16384,random-signed8,142,0,8,1235,19,13,17,consumer_wait_b1,3,aggregate,788126793822867,788126794085115,2856,265104,262248,21583,256,84.308594
16384,random-signed8,142,0,8,1235,19,13,18,consumer_mma_b1_issue,2,aggregate,788126793822954,788126794085029,2943,265018,262075,40704,512,79.500000
16384,random-signed8,142,0,8,1235,19,13,19,consumer_mma_b1_issue,3,aggregate,788126793822967,788126794085290,2956,265279,262323,40704,512,79.500000
16384,random-signed8,142,0,8,1235,19,13,20,consumer_mma_commit,2,aggregate,788126793823129,788126794085112,3118,265101,261983,17152,256,67.000000
16384,random-signed8,142,0,8,1235,19,13,21,consumer_mma_commit,3,aggregate,788126793823142,788126794085373,3131,265362,262231,17152,256,67.000000
16384,random-signed8,142,0,8,1235,19,13,22,consumer_final_mma_drain,2,interval,788126794085263,788126794085976,265252,265965,713,713,1,713.000000
16384,random-signed8,142,0,8,1235,19,13,23,consumer_final_mma_drain,3,interval,788126794085520,788126794086082,265509,266071,562,562,1,562.000000
16384,random-signed8,142,0,8,1235,19,13,24,mainloop_join_barrier,0,interval,788126794083276,788126794086342,263265,266331,3066,3066,1,3066.000000
16384,random-signed8,142,0,8,1235,19,13,25,mainloop_join_barrier,1,interval,788126794083219,788126794086342,263208,266331,3123,3123,1,3123.000000
16384,random-signed8,142,0,8,1235,19,13,26,mainloop_join_barrier,2,interval,788126794086147,788126794086342,266136,266331,195,195,1,195.000000
16384,random-signed8,142,0,8,1235,19,13,27,mainloop_join_barrier,3,interval,788126794086252,788126794086342,266241,266331,90,90,1,90.000000
16384,random-signed8,142,0,8,1235,19,13,28,epilogue_chunk_0_stage_and_tma_issue,0,interval,788126794086555,788126794087398,266544,267387,843,843,1,843.000000
16384,random-signed8,142,0,8,1235,19,13,29,epilogue_chunk_0_stage_and_tma_issue,1,interval,788126794086559,788126794087398,266548,267387,839,839,1,839.000000
16384,random-signed8,142,0,8,1235,19,13,30,epilogue_chunk_0_stage_and_tma_issue,2,interval,788126794086563,788126794087401,266552,267390,838,838,1,838.000000
16384,random-signed8,142,0,8,1235,19,13,31,epilogue_chunk_0_stage_and_tma_issue,3,interval,788126794086567,788126794087403,266556,267392,836,836,1,836.000000
16384,random-signed8,142,0,8,1235,19,13,32,epilogue_chunk_1_stage_and_tma_issue,0,interval,788126794087419,788126794088290,267408,268279,871,871,1,871.000000
16384,random-signed8,142,0,8,1235,19,13,33,epilogue_chunk_1_stage_and_tma_issue,1,interval,788126794087419,788126794088287,267408,268276,868,868,1,868.000000
16384,random-signed8,142,0,8,1235,19,13,34,epilogue_chunk_1_stage_and_tma_issue,2,interval,788126794087422,788126794088290,267411,268279,868,868,1,868.000000
16384,random-signed8,142,0,8,1235,19,13,35,epilogue_chunk_1_stage_and_tma_issue,3,interval,788126794087424,788126794088291,267413,268280,867,867,1,867.000000
16384,random-signed8,142,0,8,1235,19,13,36,epilogue_chunk_2_stage_and_tma_issue,0,interval,788126794091596,788126794092445,271585,272434,849,849,1,849.000000
16384,random-signed8,142,0,8,1235,19,13,37,epilogue_chunk_2_stage_and_tma_issue,1,interval,788126794091596,788126794092442,271585,272431,846,846,1,846.000000
16384,random-signed8,142,0,8,1235,19,13,38,epilogue_chunk_2_stage_and_tma_issue,2,interval,788126794091596,788126794092445,271585,272434,849,849,1,849.000000
16384,random-signed8,142,0,8,1235,19,13,39,epilogue_chunk_2_stage_and_tma_issue,3,interval,788126794091596,788126794092446,271585,272435,850,850,1,850.000000
16384,random-signed8,142,0,8,1235,19,13,40,epilogue_chunk_3_stage_and_tma_issue,0,interval,788126794092466,788126794093326,272455,273315,860,860,1,860.000000
16384,random-signed8,142,0,8,1235,19,13,41,epilogue_chunk_3_stage_and_tma_issue,1,interval,788126794092463,788126794093326,272452,273315,863,863,1,863.000000
16384,random-signed8,142,0,8,1235,19,13,42,epilogue_chunk_3_stage_and_tma_issue,2,interval,788126794092466,788126794093326,272455,273315,860,860,1,860.000000
16384,random-signed8,142,0,8,1235,19,13,43,epilogue_chunk_3_stage_and_tma_issue,3,interval,788126794092467,788126794093326,272456,273315,859,859,1,859.000000
16384,random-signed8,142,0,8,1235,19,13,44,epilogue_group_0_commit_wait_and_barrier,0,interval,788126794088341,788126794091574,268330,271563,3233,3233,1,3233.000000
16384,random-signed8,142,0,8,1235,19,13,45,epilogue_group_0_commit_wait_and_barrier,1,interval,788126794088338,788126794088402,268327,268391,64,64,1,64.000000
16384,random-signed8,142,0,8,1235,19,13,46,epilogue_group_0_commit_wait_and_barrier,2,interval,788126794088342,788126794088406,268331,268395,64,64,1,64.000000
16384,random-signed8,142,0,8,1235,19,13,47,epilogue_group_0_commit_wait_and_barrier,3,interval,788126794088350,788126794088414,268339,268403,64,64,1,64.000000
16384,random-signed8,142,0,8,1235,19,13,48,epilogue_group_1_commit_wait_and_barrier,0,interval,788126794093383,788126794096605,273372,276594,3222,3222,1,3222.000000
16384,random-signed8,142,0,8,1235,19,13,49,epilogue_group_1_commit_wait_and_barrier,1,interval,788126794093369,788126794093435,273358,273424,66,66,1,66.000000
16384,random-signed8,142,0,8,1235,19,13,50,epilogue_group_1_commit_wait_and_barrier,2,interval,788126794093371,788126794093436,273360,273425,65,65,1,65.000000
16384,random-signed8,142,0,8,1235,19,13,51,epilogue_group_1_commit_wait_and_barrier,3,interval,788126794093372,788126794093437,273361,273426,65,65,1,65.000000
16384,random-signed8,142,0,8,1235,19,13,52,epilogue_complete,0,interval,788126794086551,788126794096628,266540,276617,10077,10077,1,10077.000000
16384,random-signed8,142,0,8,1235,19,13,53,epilogue_complete,1,interval,788126794086555,788126794096628,266544,276617,10073,10073,1,10073.000000
16384,random-signed8,142,0,8,1235,19,13,54,epilogue_complete,2,interval,788126794086559,788126794096628,266548,276617,10069,10069,1,10069.000000
16384,random-signed8,142,0,8,1235,19,13,55,epilogue_complete,3,interval,788126794086563,788126794096628,266552,276617,10065,10065,1,10065.000000
16384,random-signed8,142,0,8,1235,19,13,56,final_tile_barrier,0,interval,788126794096794,788126794096820,276783,276809,26,26,1,26.000000
16384,random-signed8,142,0,8,1235,19,13,57,final_tile_barrier,1,interval,788126794096699,788126794096820,276688,276809,121,121,1,121.000000
16384,random-signed8,142,0,8,1235,19,13,58,final_tile_barrier,2,interval,788126794096701,788126794096820,276690,276809,119,119,1,119.000000
16384,random-signed8,142,0,8,1235,19,13,59,final_tile_barrier,3,interval,788126794096702,788126794096820,276691,276809,118,118,1,118.000000
16384,random-signed8,142,0,8,1235,19,13,60,clock_overhead,0,interval,788126794096854,788126794096856,276843,276845,2,2,1,2.000000
16384,random-signed8,142,0,8,1235,19,13,61,clock_overhead,1,interval,788126794096851,788126794096853,276840,276842,2,2,1,2.000000
16384,random-signed8,142,0,8,1235,19,13,62,clock_overhead,2,interval,788126794096852,788126794096854,276841,276843,2,2,1,2.000000
16384,random-signed8,142,0,8,1235,19,13,63,clock_overhead,3,interval,788126794096853,788126794096855,276842,276844,2,2,1,2.000000
